出現形	正解	予測
ＣＫＤ　腎硬化症	腎硬化症	眼瞼異物残留
前頭葉出血	出血	内反小趾
有茎性乳頭状腫瘍	腫瘍	若年者キーンベック病
理解困難	言語理解障害	内側半月板断裂
スメア異常	腟スメア細胞診陽性	化膿性リンパ節炎
腹腔内敗血症	敗血症	膀胱白板症
膵尾部腫大	膵腫大	若年者キーンベック病
過呼吸状態	過換気症	肺活量減少
右肺門部原発肺小細胞癌	小細胞肺癌	抗生物質起因性腸炎
胃癌骨髄癌腫症	骨髄転移	若年者キーンベック病
眼乾燥感	ドライアイ	膀胱白板症
内側縦束症候群	核間性眼筋麻痺	産科的創傷の血腫
両足関節炎	足関節炎	総胆管のう腫
夜低血糖	低血糖	肺活量減少
左上下肢軽度麻痺	四肢麻痺	内反小趾
下肢痙性	痙性対麻痺	内反小趾
皮疹状況	発疹	角膜上皮損傷
不適応	適応障害	症候性そう痒症
陰茎部痛	陰茎部疼痛	内反小趾
髄外形質細胞腫	骨外性形質細胞腫	若年者キーンベック病
ｍａｌｉｇｎａｎｔ　ｌｙｍｐｈｏｍａ	悪性リンパ腫	突発性咽頭出血
重症ＡＧＨＤ	重症成人成長ホルモン分泌不全	内反小趾
両白内障	白内障	類宦官症
腎結石	腎結石症	前足部痛
湿疹性病変	湿疹	化膿性リンパ節炎
穿刺部発赤	発赤	完全大血管転位症１型
時々背部痛	背部痛	エーテル中毒症
手内筋萎縮	筋萎縮症	多尿
腎機能悪化	腎機能低下	視路疾患
尾てい骨骨折	尾骨骨折	多尿
高度視力障害	視力障害	症候性そう痒症
周期性クッシング症候群	クッシング症候群	静脈内膜炎
昨夜微熱	微熱	肺活量減少
腓腹筋痙攣	痙攣	総胆管のう腫
左肋骨打撲	肋骨部打撲	多尿
破壊性脊椎症	脊椎症	総胆管のう腫
胆嚢破裂	胆のう管破裂	腰部尋常性乾癬
独歩不可	歩行障害	膀胱白板症
骨破壊進行	関節リウマチ	多尿
下肢白癬	白癬	内反小趾
左鼓膜発赤	発赤	内反小趾
潜在結核	結核	胸膜播種
熱苦症状	発熱	膀胱白板症
シャイドレジャー症候群	シャイ・ドレーガー症候群	内反小趾
肺動脈弁閉鎖症	肺動脈弁閉鎖	サイトメガロウイルス脊髄炎
脾摘施行Ｃ型肝炎	Ｃ型肝炎	前足部痛
胸水セルブロック	胸水貯留	膀胱白板症
右肺上葉すりガラス影	胸部異常陰影	シーハン症候群
Ｆｏｌｌｉｃｕｌａｒ　ｌｙｍｐｈｏｍａ	濾胞性リンパ腫	胸膜播種
腫瘍性ＤＩＣ	線溶亢進	床形態歯周治療用装置破損
右精巣上体炎	精巣上体炎	肺動脈分岐部狭窄症
左肘関節亜脱臼	亜脱臼	多尿
左聴神経腫瘍	聴神経腫瘍	産科的創傷の血腫
左肺感染性嚢胞	肺のう胞	化膿性リンパ節炎
母体出血	出血	第４趾有棘細胞癌
右足趾壊疽	下肢壊疽	多尿
胃腸障害	急性胃腸障害	膀胱乳頭腫
残遺癌	癌	若年者キーンベック病
不安大きく	不安障害	症候性そう痒症
ＭＳ再発	多発性硬化症	胸膜播種
強直間代性痙攣発作	間代性痙攣	内反小趾
一過性意識消失発作	一過性脳虚血発作	肺活量減少
乳児白血病	白血病	膀胱白板症
筋委縮	筋萎縮症	多尿
水腎再燃	水腎症	新生児一過性低血糖症
しびれていない	しびれ感	内反小趾
時々血痰	血痰	肺活量減少
左鼠経ヘルニア	鼡径ヘルニア	網膜静脈血栓症
遺伝性腎性尿崩症	先天性腎性尿崩症	眼瞼異物残留
尿管結石	尿管結石症	致死型表皮水疱症
体幹掻痒感	そう痒	角膜上皮損傷
右大腿部骨幹部骨折	大腿骨骨幹部骨折	多尿
糖尿病神経症	糖尿病性神経痛	視路疾患
古典的肝細胞癌再発	肝細胞癌	鰓瘻
左室低形成	左心低形成症候群	内反小趾
劇症肝炎亜急性型	劇症肝炎	視路疾患
分岐部動脈瘤	内頚動脈後交通動脈分岐部動脈瘤	産科的創傷の血腫
腫瘍感染	腫瘍	床形態歯周治療用装置破損
悪性腫瘍スクリーニング	悪性腫瘍	多尿
外陰部炎	外陰炎	化膿性心膜炎
軽度骨髄抑制	骨髄機能低下	多尿
右踵骨折	骨折	多尿
ＰＰＨ	肺高血圧症	顔面メルケル細胞癌
頭痛時折	頭痛	内反小趾
血腫貯留	血腫	床形態歯周治療用装置破損
不整脈発作	不整脈	甲状腺出血
静脈炎症状	静脈炎	症候性そう痒症
子宮間質肉腫	肉腫	中指屈筋腱癒着
右主気管支膜様部壊死	壊死	多尿
右下肺野スリガラス影	胸部異常陰影	ＨＴＬＶ−１感染症
時々頭痛	頭痛	内反小趾
胆嚢腺扁平上皮癌	癌	足底部打撲傷
上行結腸早期癌	上行結腸癌	胸膜播種
突発性血小板減少性紫斑病	血小板減少性紫斑病	ＨＴＬＶ−１感染症
意識変動	意識障害	内側半月板断裂
左閉鎖リンパ節転移	リンパ節転移	臍帯卵膜付着による新生児の障害
両側小脳梗塞	小脳梗塞	産科的創傷の血腫
胃癌多発肝転移	転移性肝癌	前足部痛
左前腕浮腫	浮腫	内反小趾
赤紫斑	紫斑病	完全大血管転位症１型
偽腔閉塞型大動脈解離	解離性大動脈瘤	産科的創傷の血腫
高度感音性難聴	感音難聴	症候性そう痒症
左耳介欠損	耳介欠損	内反小趾
尿路感染	尿路感染症	頚部腫瘤
縦隔炎再発	縦隔炎	ミトコンドリア糖尿病・多発糖尿病性合併症あり
前立腺肥大有	前立腺肥大症	内反小趾
胆嚢腫瘍	胆のう腫瘍	前足部痛
胃がん	胃癌	床形態歯周治療用装置破損
左中大脳動脈梗塞	中大脳動脈塞栓症	産科的創傷の血腫
Ｓｏｔｏｓ症候群	ソトス症候群	化膿性リンパ節炎
必要認知症	認知症	躁病発作
肝腫瘤性病変	肝腫瘤	床形態歯周治療用装置破損
大動脈瘤解離	解離性大動脈瘤	産科的創傷の血腫
挿入部出血	出血	手掌部皮下腫瘤
眠前発熱	発熱	大動脈弁狭窄症兼僧帽弁閉鎖不全症兼三尖弁閉鎖不全症
肺炎反復	肺炎	肺活量減少
子宮内発育不全	子宮発育不全	乳歯歯根吸収不全
左眼窩内腫瘤	眼窩腫瘤	内反小趾
多発性腎梗塞	腎梗塞	眼瞼異物残留
多臓器不全状態	多臓器不全	化膿性リンパ節炎
再度痙攣発作	痙攣発作	内反小趾
変動一過性徐脈	徐脈	症候性そう痒症
四肢色素沈着	皮膚色素沈着	膀胱白板症
良性発作性頭位めまい	良性発作性頭位めまい症	症候性そう痒症
三角圧痛	肩部筋痛	症候性そう痒症
両側声帯不全麻痺	声帯不全麻痺	内反小趾
舌痛	舌痛症	内反小趾
肺動脈弁下狭窄	肺動脈弁下狭窄症	サイトメガロウイルス脊髄炎
乳癌局所再発	乳癌	抗生物質起因性腸炎
頚椎症性神経根炎	頚椎症性神経根症	総胆管のう腫
痛みきつい	疼痛	内反小趾
両側顎下腺腫大	顎下腺肥大	内反小趾
中等度咽頭期嚥下障害	嚥下障害	症候性そう痒症
ビタミンＤ不足	ビタミンＤ欠乏症	胸膜播種
日中下痢便	下痢症	膀胱白板症
胸郭低形成	胸郭異常	多尿
肺スリガラス陰影	胸部異常陰影	胸膜播種
頻脈傾向変	頻脈症	甲状腺出血
口蓋腫瘤	腫瘤	内反小趾
パーキンソン病関連疾患	パーキンソン病	甲状腺出血
グラム陰性桿菌菌血症	グラム陰性桿菌敗血症	肺活量減少
右上肢腫脹	上肢腫脹	内反小趾
左肩甲骨部痛	肩甲骨痛	エーテル中毒症
開腹子宮筋腫核	子宮筋腫	産科的創傷の血腫
白内障手術	白内障	類宦官症
腫瘤残存	腫瘤	多尿
直腸癌Ｒａ	直腸癌	胸膜播種
カルボプラチンアレルギー	薬物過敏症	胸膜播種
肺原発ホジキンリンパ腫	ホジキンリンパ腫	胸膜播種
循環障害	末梢循環障害	胸膜播種
原発性空腸癌	空腸癌	胸膜播種
右卵巣チョコレート嚢腫	チョコレートのう胞	腰椎腫瘍
重度精神運動発達遅滞	混合性特異的発達障害	症候性そう痒症
左腎梗塞	腎梗塞	眼瞼異物残留
筋緊張高く	筋強直	内反小趾
母指潰瘍治癒遅延	皮膚潰瘍	多尿
歩行時呼吸困難感	労作時呼吸困難	内側半月板断裂
滑液貯留	体液貯留	膀胱白板症
痰症状	喀痰	肺活量減少
腸管血流障害	末梢循環障害	膀胱白板症
発赤強い	発赤	完全大血管転位症１型
全身性単純ヘルペスウイルス感染症	ヘルペスウイルス感染症	膀胱白板症
冠動脈高度石灰化	冠動脈石灰化	第４趾有棘細胞癌
劇症型腸アメーバ症	腸アメーバ症	胸膜播種
慢性痛	慢性疼痛	症候性そう痒症
不適応行動	適応障害	症候性そう痒症
心室内血栓	心室内血栓症	胸膜播種
腹膜播種結節摘出	腹膜播種	肝腫瘤
緑色痰	喀痰	肺活量減少
冠動脈硬化	冠状動脈硬化症	産科的創傷の血腫
右中葉肺癌	中葉肺癌	ＨＴＬＶ−１感染症
ポンプポケット内血腫	血腫	床形態歯周治療用装置破損
血管免疫芽球型Ｔ細胞リンパ腫	血管免疫芽球性Ｔ細胞リンパ腫	臍帯卵膜付着による新生児の障害
腹部緊満	腹部膨満	総胆管のう腫
舌骨喉頭下垂	喉頭下垂症	内反小趾
尿量低下	乏尿	胸膜播種
脳梗塞症	脳梗塞	症候性そう痒症
左非浸潤性乳管癌	非浸潤性乳管癌	若年者キーンベック病
むつかぶれ	おむつ皮膚炎	内反小趾
水平亜脱臼	亜脱臼	第４趾有棘細胞癌
右反復性膝蓋骨脱臼	反復性膝蓋骨脱臼	多尿
早期癌	癌	抗生物質起因性腸炎
吻合部出血	出血	多尿
子宮頸がん	子宮頚癌	産科的創傷の血腫
腺扁平上皮癌	癌	突発性咽頭出血
喉頭蓋サルコイドーシス	サルコイドーシス	内反小趾
結核性	結核	床形態歯周治療用装置破損
声門部狭窄	喉頭狭窄症	内反小趾
両側急性硬膜外血腫	急性硬膜外血腫	急性小腸虚血
高レニン高血圧	高レニン性高血圧症	甲状腺出血
頭蓋底髄膜腫	髄膜腫	内反小趾
右前胸部痛	前胸部痛	エーテル中毒症
膵全体癌	膵癌	若年者キーンベック病
両側血気胸	血気胸	総胆管のう腫
穿刺部位出血	出血	内反小趾
手掌黄色腫	黄色腫症	糖原病
皮膚湿疹	湿疹	１型糖尿病性網膜症
唾石	唾石症	急性顎骨骨髄炎
非吻合部多発胆管狭窄	胆管狭窄症	気道閉塞
軽度肥満歴	肥満症	気道閉塞
左腎嚢胞不変	腎のう胞	前腕血栓性静脈炎
軽度発赤腫脹	発赤	内反小趾
左手関節変形	変形性手関節症	多尿
蛋白尿（３＋）	蛋白尿	胸膜播種
左手首痛	手部痛	エーテル中毒症
びまん性肺胞出血	肺胞出血	胸膜播種
続発性赤芽球癆	赤芽球ろう	第４趾有棘細胞癌
インフルエンザ菌	インフルエンザ	胸膜播種
左舌区小細胞癌	小細胞肺癌	抗生物質起因性腸炎
左足背疼痛	足背痛	症候性そう痒症
成人発症Ｓｔｉｌｌ病（ＡＯＳＤ）	成人スチル病	化膿性リンパ節炎
大球性正色素性貧血	正色素性貧血	慢性歯肉炎
双極Ⅱ型障害	２型双極性障害	甲状腺出血
限局型全身性強皮症	全身性強皮症	甲状腺出血
右水晶体脱臼	水晶体脱臼	第４趾有棘細胞癌
心サルコイト゛ーシス	心サルコイドーシス	静脈瘤性動脈瘤
Ｓ状結腸高分化腺癌	Ｓ状結腸癌	突発性咽頭出血
右側頬部腫脹	頬部腫脹	大動脈弁狭窄症兼三尖弁閉鎖不全症
右上背部痛	背部痛	エーテル中毒症
両下肢痛み	疼痛	内反小趾
多発海綿状血管腫	多発性海綿状血管腫	糖原病
結核歴	結核	床形態歯周治療用装置破損
ＳＭＡ浸潤	膵癌	胸膜播種
微小癌	癌	抗生物質起因性腸炎
慢性疼痛性障害	慢性疼痛	症候性そう痒症
高Ｃｌ血症	高クロール血症	胸膜播種
乳頭状腺癌	癌	突発性咽頭出血
帯状疱疹ウイルス脊髄炎	ウイルス脊髄炎	足関節外側靱帯断裂
内臓播種性ＶＺＶ感染症	汎発性帯状疱疹	閃輝性融解
様皮疹	発疹	内反小趾
左帯状疱疹	帯状疱疹	斜台部脊索腫
骨形成不全症Ⅲ型	骨形成不全症	産科的創傷の血腫
高度肥満症	病的肥満症	視路疾患
右前頭葉脳内血腫	血腫	臍帯卵膜付着による新生児の障害
マルチミニコア病	マルチコア病	化膿性リンパ節炎
四肢関節腫脹	関節炎	多尿
右腸骨静脈血栓症	腸骨静脈圧迫症候群	サイトメガロウイルス脊髄炎
脳底動脈閉塞	脳底動脈閉塞症	産科的創傷の血腫
胸背部圧迫感	背部圧迫感	エーテル中毒症
眼瞼結膜軽度貧血	貧血	総胆管のう腫
子宮頸癌Ⅲｂ期	子宮頚癌	産科的創傷の血腫
傍卵巣嚢胞	傍卵巣のう胞	前足部痛
肝内腫瘤性病変	腫瘤	床形態歯周治療用装置破損
血管性紫斑病	症候性紫斑病	化膿性リンパ節炎
時々右股関節痛	股関節痛	エーテル中毒症
ＡＳＤ	心房中隔欠損症	胸膜播種
緑膿菌肺感染症	緑膿菌肺炎	化膿性リンパ節炎
母子感染歴	母子感染	致死型表皮水疱症
ふらつきあり転倒リスク高い	めまい	甲状腺出血
頸腕症候群	頚肩腕症候群	内反小趾
食道癌術後リンパ節転移	リンパ節転移	臍帯卵膜付着による新生児の障害
亜急性期小脳梗塞	小脳梗塞	産科的創傷の血腫
喘息コントロール	咳喘息	肺活量減少
右膝違和感	全身違和感	症候性そう痒症
腓骨神経麻痺徴候	腓骨神経麻痺	内反小趾
中高分化型腺癌	癌	突発性咽頭出血
軽度脳梗塞	脳梗塞	多尿
身体外傷	外傷	多尿
心源性塞栓症	心原性脳塞栓症	症候性そう痒症
左上腕骨近位端骨折	上腕骨近位端骨折	多尿
神経根性痛	疼痛	症候性そう痒症
白色壊死組織付着	壊死	多尿
夜間中途覚醒	睡眠障害	大動脈弁狭窄症兼僧帽弁閉鎖不全症兼三尖弁閉鎖不全症
軽度肺動脈弁狭窄	肺動脈弁狭窄症	サイトメガロウイルス脊髄炎
転移性肝癌術後再発	転移性肝癌	鰓瘻
無涙症	涙液分泌不全	膀胱白板症
劇症Ａ型肝炎	Ａ型劇症肝炎	視路疾患
ｃｒｉｔｉｃａｌ　ｉｌｌｎｅｓｓ　ｐｏｌｙｎｅｕｒｏｐａｔｈｙ	多発ニューロパチー	胸膜播種
右眼増殖性糖尿病網膜症	増殖性糖尿病性網膜症	第２腰椎病的骨折
右上腕腫脹	上腕部腫脹	内反小趾
右側胸水貯留	胸水貯留	総胆管のう腫
水疱瘡	水疱症	膀胱白板症
軽度高Ｋ血症	高カリウム血症	膀胱白板症
肝性脳症再発	肝性脳症	肩甲骨外骨腫
水様便流出	下痢症	視路疾患
二絨毛膜二羊膜性双胎第	二絨毛膜二羊膜性双胎	産科的創傷の血腫
浮腫傾向	浮腫	視路疾患
骨Ｐａｇｅｔ病	骨パジェット病	床形態歯周治療用装置破損
Ｅｎｔａｍｏｅｂａ　ｈｉｓｔｏｌｙｔｉｃａ	アメーバ赤痢	化膿性リンパ節炎
左頚部内頸動脈狭窄	内頚動脈狭窄症	産科的創傷の血腫
大腿筋横紋筋肉腫	横紋筋肉腫	中指屈筋腱癒着
腸炎性関節炎	関節炎	膀胱白板症
ＰＭＳ	月経前症候群	胸膜播種
腓腹部圧痛	腹部圧痛	総胆管のう腫
非チフス性Ｓａｌｍｏｎｅｌｌａ菌血症	菌血症	胸膜播種
微小多発肝膿瘍	肝膿瘍	前足部痛
卵管狭窄	卵管狭窄症	第４趾有棘細胞癌
胸部大動脈解離	急性大動脈解離	産科的創傷の血腫
蜂窩織炎発症	蜂窩織炎	膀胱白板症
輪状披裂関節炎	関節炎	産科的創傷の血腫
左下肢蜂窩織炎	下肢蜂巣炎	総胆管のう腫
肺塞栓	肺塞栓症	胸膜播種
咽頭残留	嚥下障害	内反小趾
低髄圧症状	低髄液圧症	膀胱白板症
左腓骨開放骨折	腓骨開放骨折	第４趾有棘細胞癌
大量水様下痢	下痢症	視路疾患
処方右乳癌	乳癌	若年者キーンベック病
症候性けいれん	症候性てんかん	内反小趾
低血糖回避	低血糖	膀胱白板症
左慢性閉塞隅角緑内障	慢性閉塞隅角緑内障	化膿性リンパ節炎
弧発性古典的ＣＪＤ	孤発性クロイツフェルト・ヤコブ病	化膿性リンパ節炎
呼吸機能低下	呼吸機能検査異常	肺活量減少
右大腿リンパ節転移	リンパ節転移	床形態歯周治療用装置破損
左第３趾潰瘍	趾皮膚潰瘍	多尿
足変形	足部変形	多尿
膝関節水腫	膝関節水症	床形態歯周治療用装置破損
腹部瘢痕ヘルニア	腹壁瘢痕ヘルニア	腎脂肪腫
月経困難	月経困難症	症候性そう痒症
左局所進行乳癌	進行乳癌	抗生物質起因性腸炎
好酸球性胆嚢炎	胆のう炎	視路疾患
左下腿骨幹部骨折	骨折	多尿
即時型アレルギー	アレルギー	肺活量減少
ふらつき有	めまい	膀胱白板症
ループス腎炎Ｖ型	ループス腎炎	静脈瘤性動脈瘤
閉塞性睡眠時無呼吸症侯群	睡眠時無呼吸症候群	症候性そう痒症
右下肢しびれ	下肢しびれ	内反小趾
頭部脂漏性皮膚炎	脂漏性皮膚炎	膀胱白板症
結核性ブドウ膜炎	結核性ぶどう膜炎	床形態歯周治療用装置破損
左真珠腫性中耳炎再発	真珠腫性中耳炎	サイトメガロウイルス脊髄炎
傍大動脈ＬＮ転移	大動脈周囲リンパ節転移	慢性歯肉炎
痙直型四肢麻痺	四肢麻痺	内反小趾
角化性紅斑散在	紅斑症	内反小趾
労作時呼吸苦自覚	労作時呼吸困難	症候性そう痒症
慢性腎炎	慢性腎炎症候群	視路疾患
間質性肺炎像	間質性肺炎	化膿性リンパ節炎
嘔気様	嘔気	視路疾患
左側頭葉皮質化出血	出血	内反小趾
左上腕骨開放骨折	上腕骨開放骨折	多尿
腹部膨満継続	腹部膨満	内反小趾
右足底腱膜炎	足底筋膜炎	総胆管のう腫
両側顎関節症	顎関節症	甲状腺出血
出血性黄体	出血性黄体のう胞	急性小腸虚血
右鼡径部疼痛	鼡径部痛	大動脈弁狭窄症兼僧帽弁閉鎖不全症兼三尖弁閉鎖不全症
高～中分化型管状腺癌	癌	突発性咽頭出血
Ｌａｍｉｖｕｄｉｎｅ耐性Ｂ型肝硬変	Ｂ型肝硬変	眼瞼異物残留
遺伝性腎炎	家族性腎炎	視路疾患
湿疹化	湿疹	１型糖尿病性高コレステロール血症
左大腿部蜂窩織炎	大腿部蜂巣炎	淋菌性腹膜炎
下肢対麻痺	対麻痺	内反小趾
成長発達遅滞	発達遅滞	気道閉塞
下腿点状出血	点状出血	内反小趾
脈管奇形	奇形	内反小趾
手指欠損	手指欠損症	膀胱白板症
咽頭粘膜軽度発赤	咽頭発赤	内反小趾
可動時痛	疼痛	症候性そう痒症
下垂手	垂れ手	症候性そう痒症
左陰嚢内容腫大	陰のう腫大	大動脈弁狭窄症兼三尖弁閉鎖不全症
痰がからみ	喀痰	化膿性リンパ節炎
朝出血	出血	内反小趾
右鼠経ヘルニア修復術	鼡径ヘルニア	若年者キーンベック病
ステロイド骨粗鬆症	ステロイド性骨粗鬆症	甲状腺出血
足趾冷感	下肢冷感	大動脈弁狭窄症兼僧帽弁閉鎖不全症兼三尖弁閉鎖不全症
不整腫瘤	腫瘤	内反小趾
腎前性脱水	脱水症	視路疾患
左肩部痛	肩部痛	エーテル中毒症
頸部皮下膿瘍	皮膚膿瘍	足底部打撲傷
ウイルス性感冒	感冒	膀胱白板症
多発腫大リンパ節	リンパ節腫大	ＴＦＣＣ損傷
腹部自発痛	腹痛症	エーテル中毒症
中分化型前立腺癌	前立腺癌	突発性咽頭出血
左一側性形成不全性股関節症	一側性形成不全性股関節症	アフラトキシン中毒
好酸球性気道炎症	好酸球性気管支炎	化膿性リンパ節炎
腸管蠕動障害	腸管運動障害	症候性そう痒症
褥瘡形成リスク高い	褥瘡	完全大血管転位症１型
腰椎変性辷り症	腰椎変性すべり症	総胆管のう腫
手術高血圧	高血圧症	内側半月板断裂
嚥下下困難	嚥下障害	肺活量減少
てんかん脳波	異常脳波	内反小趾
巨大血腫	血腫	床形態歯周治療用装置破損
十二指腸原発神経内分泌腫瘍	十二指腸神経内分泌腫瘍	鰓瘻
腹水多量貯留	腹水症	膀胱白板症
内腸骨リンパ節転移	腸骨リンパ節転移	床形態歯周治療用装置破損
ＣＭＶ胃腸炎	サイトメガロウイルス腸炎	床形態歯周治療用装置破損
瘢痕痙性	瘢痕	風疹性髄膜脳炎
両Ｔ字杖歩行	歩行障害	甲状腺出血
便性状変化	便異常	化膿性リンパ節炎
右血栓閉塞	血栓塞栓症	第４趾有棘細胞癌
出血付着程度	出血	膀胱白板症
右海綿静脈洞髄膜腫	髄膜腫	産科的創傷の血腫
虚血性心疾患合併	虚血性心疾患	内側半月板断裂
壊死性筋炎	筋炎	産科的創傷の血腫
全肺腫瘍	肺腫瘍	臍帯卵膜付着による新生児の障害
軽度構音障害	構音障害	症候性そう痒症
両下腿紅斑	紅斑症	内反小趾
低Ｃａ血症	低カルシウム血症	膀胱白板症
二次性副腎不全	副腎クリーゼ	前立腺膿瘍
一週間程度眠気	非器質性過眠症	膀胱白板症
子宮内腔癒着	子宮内膜症	前足部痛
項部硬直軽度	項部硬直	内反小趾
下熱	発熱	肺活量減少
右母指陳旧性尺側側副靱帯損傷	靱帯損傷	慢性肺気腫
左気管支狭窄	気管支狭窄症	眼瞼異物残留
皮膚型ＰＮ	結節性多発動脈炎	床形態歯周治療用装置破損
肺線維化	肺線維症	胸膜播種
副鼻腔軽度粘膜肥厚	副鼻腔炎	内反小趾
味覚異常Ｇｒ１	味覚異常	化膿性リンパ節炎
中心視野欠損	視野欠損	静脈内膜炎
昨晩低血糖	低血糖	膀胱白板症
両水腎症	両側水腎症	視路疾患
前回貧血	貧血	総胆管のう腫
骨粗鬆症性圧迫骨折	骨粗鬆症・病的骨折あり	第４趾有棘細胞癌
右肺原発肺腺癌	肺腺癌	ＨＴＬＶ−１感染症
脊髄原発悪性リンパ腫	悪性リンパ腫	急性小腸虚血
手指浮腫	浮腫	内反小趾
口内炎再発	口内炎	大動脈弁狭窄症兼僧帽弁閉鎖不全症兼三尖弁閉鎖不全症
皮質性認知症	皮質下認知症	股関節脱臼
足背発赤	発赤	完全大血管転位症１型
後縦隔腫瘤	縦隔腫瘍	産科的創傷の血腫
頚椎症性脊椎症	脊椎症	心因性視覚障害
中部延髄右外側脳梗塞	脳梗塞	産科的創傷の血腫
仙骨部瘻孔	難治性瘻孔	第４趾有棘細胞癌
軽鎖沈着症	単クローン性軽鎖重鎖沈着症	総胆管のう腫
右傍気管リンパ節転移	リンパ節転移	臍帯卵膜付着による新生児の障害
ｓｍａｌｌ　ｃｅｌｌ　ｃａｒｃｉｎｏｍａ	癌	胸膜播種
遺伝性出血性毛細血管拡張症	オスラー病	サイトメガロウイルス脊髄炎
胸椎後縦靭帯骨化症	胸椎後縦靱帯骨化症	多尿
重症敗血症性ショック	敗血症性ショック	甲状腺出血
間質性肺炎評価	間質性肺炎	化膿性リンパ節炎
右腎損傷	腎損傷	舌小帯短縮症
右肺門部原発	原発性肺癌	胸膜播種
再発食道癌	食道癌	抗生物質起因性腸炎
不定愁訴多い	不定愁訴症	視路疾患
発熱再燃	発熱	肺活量減少
左肩関節痛	肩関節痛症	症候性そう痒症
瘢痕様変化	瘢痕	風疹性髄膜脳炎
元々頻尿	頻尿症	視路疾患
浮腫対策	浮腫	視路疾患
核下性顔面神経麻痺	顔面神経麻痺	多尿
皮膚原発悪性リンパ腫	悪性リンパ腫	臍帯卵膜付着による新生児の障害
市中感染型ＭＲＳＡ	ＭＲＳＡ感染症	化膿性リンパ節炎
左尿管結石	尿管結石症	前足部痛
乾性咳嗽頻回	乾性咳	肺活量減少
首痛	頚部痛	内反小趾
右側頭部紫斑	紫斑病	完全大血管転位症１型
薬剤過敏性症候群	薬物過敏症	傍矢状洞髄膜腫
延長症候群	ＱＴ延長症候群	静脈内膜炎
紫斑形成軽度	紫斑病	内反小趾
両側肺動脈狭窄症	肺動脈狭窄症	サイトメガロウイルス脊髄炎
子宮筋腫核出後妊娠	妊娠	床形態歯周治療用装置破損
ＡＲＤＳ合併	急性呼吸窮迫症候群	胸膜播種
胆道系閉塞	胆道閉塞	眼瞼異物残留
軟骨損傷	肋軟骨損傷	多尿
右副腎原発	副腎腫瘍	視路疾患
ｋｌｅｂｓｉｅｌｌａ　ｐｎｅｕｍｏｎｉａｅ感染症	クレブシェラ属感染	化膿性リンパ節炎
パ−キンソン症候群	パーキンソン症候群	静脈内膜炎
右原発性肺癌	原発性肺癌	胸膜播種
敗血症性ショック状態	敗血症性ショック	甲状腺出血
時々発疹	発疹	斜台部脊索腫
めまい軽度	めまい	症候性そう痒症
右横隔膜筋欠損	筋欠損	静脈内膜炎
脳症後遺症	脳症	多尿
胸膜悪性中皮腫	悪性胸膜中皮腫	臍帯卵膜付着による新生児の障害
漿膜損傷	損傷	若年者キーンベック病
頸椎症性	頚椎症	内反小趾
多発外傷	多発性外傷	多尿
皮膚損傷起	皮膚損傷	多尿
ふらつき目立	めまい	膀胱白板症
近位筋痛	筋肉痛	症候性そう痒症
採血上脱水	脱水症	総胆管のう腫
脳血管芽腫	小脳血管芽腫	足底部打撲傷
右慢性中耳炎	慢性中耳炎	大動脈弁狭窄症兼僧帽弁閉鎖不全症兼三尖弁閉鎖不全症
アレルギー様	アレルギー	化膿性リンパ節炎
ノカルジア脳膿瘍	ノカルジア症	足底部打撲傷
大腸ポリープ有	大腸ポリープ	胸膜播種
右後頭部帯状疱疹	後頭部帯状疱疹	内反小趾
右頚部結核性リンパ節炎	結核性リンパ節炎	臍帯卵膜付着による新生児の障害
陳旧性多発アテローム血栓性脳梗塞	陳旧性アテローム血栓性脳梗塞	産科的創傷の血腫
誤嚥徴候	異物誤嚥	症候性そう痒症
右前腕皮疹	発疹	１型糖尿病性網膜症
多発肺腫瘤	肺腫瘤	多尿
後腹膜浸潤	後腹膜悪性腫瘍	多尿
網状紫斑	紫斑病	温熱じんま疹
胚細胞腫瘍	腫瘍	若年者キーンベック病
ゲノタイプ１ｂ型Ｃ型肝硬変	Ｃ型肝硬変	正中頚のう胞
類円形腫大	リンパ節腫大	内反小趾
中枢性気管支拡張像	気管支拡張症	化膿性リンパ節炎
小股歩行	歩行異常	内反小趾
脳血管傷害	脳血管障害	多尿
糖尿病末梢神経障害	糖尿病性単ニューロパチー	類宦官症
ルンバール後頭痛	腰椎穿刺後頭痛	内反小趾
急性重症Ｂ型肝炎	Ｂ型肝炎	子宮線維症
下垂時疼痛	疼痛	症候性そう痒症
頚部蜂窩織炎	頚部蜂巣炎	臍帯卵膜付着による新生児の障害
腹満不変	腹部膨満	視路疾患
一過性心筋虚血	心筋虚血	慢性歯肉炎
日勤帯発熱	発熱	角膜上皮損傷
結核性喉頭狭窄	喉頭狭窄症	多尿
両側鼻内ポリープ	鼻茸	膀胱内異物
手掌潮紅	紅潮	総胆管のう腫
低血糖歴何年	低血糖	肺活量減少
離床時眩暈	めまい	大動脈弁狭窄症兼僧帽弁閉鎖不全症兼三尖弁閉鎖不全症
高齢者Ｃ型慢性肝炎	Ｃ型慢性肝炎	視路疾患
ＳＬＥ発症	全身性エリテマトーデス	化膿性リンパ節炎
軽度咽頭違和感	咽頭異常感症	症候性そう痒症
体熱感	不明熱	膀胱白板症
悪性腫瘍評価	悪性腫瘍	産科的創傷の血腫
発赤領域	発赤	化膿性リンパ節炎
閉塞性大腸癌	大腸癌	抗生物質起因性腸炎
