出現形	正解	予測
脳原発性悪性リンパ腫	脳悪性リンパ腫	口唇外傷性腫脹
抜管後両側反回神経麻痺	両側性反回神経麻痺	色素性緑内障
肝骨転移	骨転移癌	結節性晩期フランベジア
乳腺線維腫症	線維腫	子宮体部筋腫
術後左反回神経麻痺	反回神経麻痺	非還納性横隔膜ヘルニア
無症候性髄膜腫	髄膜腫	ケーキ様腎
左肺下葉肺癌	下葉肺癌	外傷性耳小骨脱臼
アルコール離脱症候群	アルコール離脱状態	悪性軟部腫瘍
左腸骨骨肉腫	腸骨軟骨肉腫	無症候性耳鳴
脳梁低形成	脳梁形成不全	Ｅ２Ａ−ＰＢＸ１陽性Ｂリンパ芽球性リンパ腫
表皮内水疱形成	先天性表皮水疱症	本態性高ナトリウム血症
後頚部圧痛	圧痛	自家末梢血幹細胞移植後
不定愁訴様	不定愁訴症	皮膚リーシュマニア症
良性胆道狭窄	胆管狭窄症	悪性褐色細胞腫
左下葉非小細胞肺癌	下葉非小細胞肺癌	大理石骨病
ＣＫＤ　腎硬化症	腎硬化症	乳び性陰のう水瘤
前頭葉出血	出血	特発性じんま疹
有茎性乳頭状腫瘍	腫瘍	腎損傷・骨盤腔に達する開放創合併なし
理解困難	言語理解障害	連鎖球菌性喉頭気管炎
スメア異常	腟スメア細胞診陽性	子宮内処置の合併症
腹腔内敗血症	敗血症	頚部有棘細胞癌
膵尾部腫大	膵腫大	中枢性眼球運動障害
過呼吸状態	過換気症	乏汗症
右肺門部原発肺小細胞癌	小細胞肺癌	食道異物
胃癌骨髄癌腫症	骨髄転移	触覚鈍麻
眼乾燥感	ドライアイ	子癇発作
内側縦束症候群	核間性眼筋麻痺	足関節骨折
両足関節炎	足関節炎	頭頂葉悪性腫瘍
夜低血糖	低血糖	脳卒中後遺症
左上下肢軽度麻痺	四肢麻痺	人工歯根上部構造不適合
下肢痙性	痙性対麻痺	非復位性顎関節円板障害
皮疹状況	発疹	大腸憩室出血
不適応	適応障害	脊髄神経根損傷
陰茎部痛	陰茎部疼痛	頚髄星細胞腫
髄外形質細胞腫	骨外性形質細胞腫	前立腺上皮内腫瘍
ｍａｌｉｇｎａｎｔ　ｌｙｍｐｈｏｍａ	悪性リンパ腫	脳良性腫瘍
重症ＡＧＨＤ	重症成人成長ホルモン分泌不全	根性坐骨神経症
両白内障	白内障	肩関節異所性骨化
腎結石	腎結石症	永久歯萌出不全
湿疹性病変	湿疹	下垂体微小腺腫
穿刺部発赤	発赤	手背皮膚癌
時々背部痛	背部痛	食事性高脂血症
手内筋萎縮	筋萎縮症	シャルコー・マリー・トゥース病
腎機能悪化	腎機能低下	精巣除去後機能低下症
尾てい骨骨折	尾骨骨折	アルカプトン尿性関節症
高度視力障害	視力障害	前腕皮膚線維腫
周期性クッシング症候群	クッシング症候群	鼓膜外傷後遺症
昨夜微熱	微熱	急性汎発性発疹性膿疱症
腓腹筋痙攣	痙攣	破水
左肋骨打撲	肋骨部打撲	老人性嚥下性肺炎
破壊性脊椎症	脊椎症	慢性薬物性肝炎
胆嚢破裂	胆のう管破裂	陰茎線維腫
独歩不可	歩行障害	Ｓ状結腸腺腫
骨破壊進行	関節リウマチ	肋間静脈損傷
下肢白癬	白癬	腓骨骨肉腫
左鼓膜発赤	発赤	芳香族アミノ酸代謝障害
潜在結核	結核	中心性出血性肝壊死
熱苦症状	発熱	前頭骨陥没骨折
シャイドレジャー症候群	シャイ・ドレーガー症候群	暫間固定装置脱離
肺動脈弁閉鎖症	肺動脈弁閉鎖	足関節打撲傷
脾摘施行Ｃ型肝炎	Ｃ型肝炎	皮質下運動性失語症
胸水セルブロック	胸水貯留	偽緑内障
右肺上葉すりガラス影	胸部異常陰影	ＩＣＵ症候群
Ｆｏｌｌｉｃｕｌａｒ　ｌｙｍｐｈｏｍａ	濾胞性リンパ腫	脳良性腫瘍
腫瘍性ＤＩＣ	線溶亢進	聴覚失認
右精巣上体炎	精巣上体炎	播種性結核
左肘関節亜脱臼	亜脱臼	黒色素皮症
左聴神経腫瘍	聴神経腫瘍	膝部難治性皮膚潰瘍
左肺感染性嚢胞	肺のう胞	アセトン血性嘔吐症
母体出血	出血	上腕良性軟部腫瘍
右足趾壊疽	下肢壊疽	切痕性鼻
胃腸障害	急性胃腸障害	脳梗塞後の片麻痺
残遺癌	癌	小指伸筋腱断裂
不安大きく	不安障害	ざんごう熱
ＭＳ再発	多発性硬化症	急性腎前性腎不全
強直間代性痙攣発作	間代性痙攣	皮膚異物肉芽腫
一過性意識消失発作	一過性脳虚血発作	陰茎切断
乳児白血病	白血病	孤立性顎骨のう胞
筋委縮	筋萎縮症	心肥大
水腎再燃	水腎症	ＣＯ２ナルコーシス
しびれていない	しびれ感	閉鎖性膀胱損傷
時々血痰	血痰	直腸神経内分泌腫瘍
左鼠経ヘルニア	鼡径ヘルニア	膝部有棘細胞癌
遺伝性腎性尿崩症	先天性腎性尿崩症	頬部扁平母斑
尿管結石	尿管結石症	プラスマ細胞増加症
体幹掻痒感	そう痒	股関節後方脱臼
右大腿部骨幹部骨折	大腿骨骨幹部骨折	肛囲硬結
糖尿病神経症	糖尿病性神経痛	下腿多発性開放創
古典的肝細胞癌再発	肝細胞癌	前額部皮下血腫
左室低形成	左心低形成症候群	１型糖尿病性末梢血管障害
劇症肝炎亜急性型	劇症肝炎	汎発性頑癬
分岐部動脈瘤	内頚動脈後交通動脈分岐部動脈瘤	抗凝固剤投与状態
腫瘍感染	腫瘍	ショック
悪性腫瘍スクリーニング	悪性腫瘍	薬物性光毒性反応
外陰部炎	外陰炎	尿管偏位
軽度骨髄抑制	骨髄機能低下	正中部母斑
右踵骨折	骨折	第３趾有棘細胞癌
ＰＰＨ	肺高血圧症	坐骨神経痛
頭痛時折	頭痛	先天性巨爪
血腫貯留	血腫	外傷性中耳腔出血
不整脈発作	不整脈	側頭骨良性腫瘍
静脈炎症状	静脈炎	閉塞性腹壁瘢痕ヘルニア
子宮間質肉腫	肉腫	上部食道癌
右主気管支膜様部壊死	壊死	腱鞘巨細胞腫
右下肺野スリガラス影	胸部異常陰影	ＩＣＵ症候群
時々頭痛	頭痛	先天性巨爪
胆嚢腺扁平上皮癌	癌	球状上顎のう胞
上行結腸早期癌	上行結腸癌	老人性弛緩性皮膚
突発性血小板減少性紫斑病	血小板減少性紫斑病	帯環金属冠粗造
意識変動	意識障害	炎症後鼓膜穿孔
左閉鎖リンパ節転移	リンパ節転移	分娩時中枢神経系合併症
両側小脳梗塞	小脳梗塞	腋窩神経損傷
胃癌多発肝転移	転移性肝癌	ヘモジデリン沈着症
左前腕浮腫	浮腫	結腸間膜ヘルニア
赤紫斑	紫斑病	膝蓋部血腫
偽腔閉塞型大動脈解離	解離性大動脈瘤	全身中毒症
高度感音性難聴	感音難聴	脳神経良性腫瘍
左耳介欠損	耳介欠損	涙腺肥大
尿路感染	尿路感染症	住血吸虫症
縦隔炎再発	縦隔炎	穿通創
前立腺肥大有	前立腺肥大症	示指屈筋腱損傷
胆嚢腫瘍	胆のう腫瘍	肩関節離断術後
胃がん	胃癌	脊椎固定スクリューのゆるみ
左中大脳動脈梗塞	中大脳動脈塞栓症	悪性腫瘍
Ｓｏｔｏｓ症候群	ソトス症候群	膵腫瘤
必要認知症	認知症	ＭＬＬ再構成型Ｂリンパ芽球性白血病／リンパ腫
肝腫瘤性病変	肝腫瘤	放火癖
大動脈瘤解離	解離性大動脈瘤	大腿動脈閉塞症
挿入部出血	出血	陰茎腫瘤
眠前発熱	発熱	急性失血性貧血
肺炎反復	肺炎	斑状網膜
子宮内発育不全	子宮発育不全	ミベリー氏汗孔角化症
左眼窩内腫瘤	眼窩腫瘤	脳性マラリア
多発性腎梗塞	腎梗塞	腰椎骨折
多臓器不全状態	多臓器不全	股関節部挫傷
再度痙攣発作	痙攣発作	反復性虹彩毛様体炎
変動一過性徐脈	徐脈	猫ひっかき病
四肢色素沈着	皮膚色素沈着	唾液腺膿瘍
良性発作性頭位めまい	良性発作性頭位めまい症	奇形児分娩
三角圧痛	肩部筋痛	脱水型低ナトリウム血症
両側声帯不全麻痺	声帯不全麻痺	猩紅熱
舌痛	舌痛症	２型糖尿病合併妊娠
肺動脈弁下狭窄	肺動脈弁下狭窄症	慢性血行性大腿骨骨髄炎
乳癌局所再発	乳癌	先天性好中球機能不全症
頚椎症性神経根炎	頚椎症性神経根症	肘関節外側側副靱帯損傷
痛みきつい	疼痛	過酸症
両側顎下腺腫大	顎下腺肥大	先天性匙状爪
中等度咽頭期嚥下障害	嚥下障害	内転拘縮
ビタミンＤ不足	ビタミンＤ欠乏症	上腕三頭筋痛
日中下痢便	下痢症	皮膚潰瘍
胸郭低形成	胸郭異常	上腕骨骨幹部悪性骨腫瘍
肺スリガラス陰影	胸部異常陰影	乳房開放創
頻脈傾向変	頻脈症	軟骨形成不全症
口蓋腫瘤	腫瘤	末梢前庭障害
パーキンソン病関連疾患	パーキンソン病	頚椎突起骨折
グラム陰性桿菌菌血症	グラム陰性桿菌敗血症	趾骨軟骨肉腫
右上肢腫脹	上肢腫脹	前胸部打撲傷
左肩甲骨部痛	肩甲骨痛	肺化膿症
開腹子宮筋腫核	子宮筋腫	大腿部悪性黒色腫
白内障手術	白内障	動脈瘤
腫瘤残存	腫瘤	胃結核
直腸癌Ｒａ	直腸癌	屈折性遠視
カルボプラチンアレルギー	薬物過敏症	連鎖球菌性咽頭炎
肺原発ホジキンリンパ腫	ホジキンリンパ腫	眼瞼割創
循環障害	末梢循環障害	肺静脈先天異常
原発性空腸癌	空腸癌	胃瘻造設部感染
右卵巣チョコレート嚢腫	チョコレートのう胞	歯髄壊疽
重度精神運動発達遅滞	混合性特異的発達障害	声門下浮腫
左腎梗塞	腎梗塞	腰椎症性脊髄症
筋緊張高く	筋強直	大動脈弁下部狭窄症
母指潰瘍治癒遅延	皮膚潰瘍	腹部第３度熱傷
歩行時呼吸困難感	労作時呼吸困難	胸部大動脈瘤破裂
滑液貯留	体液貯留	総排泄腔外反症
痰症状	喀痰	育児相談
腸管血流障害	末梢循環障害	上腕第１度熱傷
発赤強い	発赤	手背皮膚癌
全身性単純ヘルペスウイルス感染症	ヘルペスウイルス感染症	外耳道腫瘍
冠動脈高度石灰化	冠動脈石灰化	播種性アスペルギルス症
劇症型腸アメーバ症	腸アメーバ症	大腿静脈損傷
慢性痛	慢性疼痛	月経中間期出血
不適応行動	適応障害	下肢筋廃用萎縮
心室内血栓	心室内血栓症	気管気管支ジスキネジア
腹膜播種結節摘出	腹膜播種	外耳部割創
緑色痰	喀痰	分娩に関連する非化膿性乳腺炎
冠動脈硬化	冠状動脈硬化症	閉鎖性外傷性血気胸
右中葉肺癌	中葉肺癌	臍部悪性黒色腫
ポンプポケット内血腫	血腫	骨盤部打撲傷
血管免疫芽球型Ｔ細胞リンパ腫	血管免疫芽球性Ｔ細胞リンパ腫	肝中心静脈閉塞症
腹部緊満	腹部膨満	頭頂部髄膜腫
舌骨喉頭下垂	喉頭下垂症	ヒドロオキシリジン血症
尿量低下	乏尿	妊娠２８週以上で３７週未満で出生した児
脳梗塞症	脳梗塞	単純性関節炎
左非浸潤性乳管癌	非浸潤性乳管癌	フィブリン性腹膜炎
むつかぶれ	おむつ皮膚炎	閉鎖性膀胱損傷
水平亜脱臼	亜脱臼	頚部奇形
右反復性膝蓋骨脱臼	反復性膝蓋骨脱臼	ギラン・バレー症候群
早期癌	癌	眼球炎
吻合部出血	出血	睫毛性眼瞼炎
子宮頸がん	子宮頚癌	腰殿部帯状疱疹
腺扁平上皮癌	癌	アルコール性肝炎
喉頭蓋サルコイドーシス	サルコイドーシス	耳側半盲
結核性	結核	中心性出血性肝壊死
声門部狭窄	喉頭狭窄症	卵巣性無月経
両側急性硬膜外血腫	急性硬膜外血腫	ＭＰ関節炎
高レニン高血圧	高レニン性高血圧症	口腔内感覚異常症
頭蓋底髄膜腫	髄膜腫	破裂性胸腹部大動脈瘤
右前胸部痛	前胸部痛	上行結腸憩室穿孔
膵全体癌	膵癌	流産熱
両側血気胸	血気胸	単麻痺
穿刺部位出血	出血	頬部刺創
手掌黄色腫	黄色腫症	ローター症候群
皮膚湿疹	湿疹	眼瞼咬創
唾石	唾石症	副腎腺腫
非吻合部多発胆管狭窄	胆管狭窄症	悪性褐色細胞腫
軽度肥満歴	肥満症	ＨＩＶ網膜症
左腎嚢胞不変	腎のう胞	牛乳不耐症
軽度発赤腫脹	発赤	三枝ブロック
左手関節変形	変形性手関節症	腸間膜ヘルニア
蛋白尿（３＋）	蛋白尿	肥満低換気症候群
左手首痛	手部痛	直腸腫瘤
びまん性肺胞出血	肺胞出血	急性骨盤腹膜炎
続発性赤芽球癆	赤芽球ろう	前期破水
インフルエンザ菌	インフルエンザ	皮膚はえ幼虫症
左舌区小細胞癌	小細胞肺癌	洞不全症候群
左足背疼痛	足背痛	熱中症
成人発症Ｓｔｉｌｌ病（ＡＯＳＤ）	成人スチル病	脳良性腫瘍
大球性正色素性貧血	正色素性貧血	麻痺性股関節脱臼
双極Ⅱ型障害	２型双極性障害	卵巣周囲炎
限局型全身性強皮症	全身性強皮症	胸壁横紋筋肉腫
右水晶体脱臼	水晶体脱臼	朝顔症候群
心サルコイト゛ーシス	心サルコイドーシス	頭部のう腫
Ｓ状結腸高分化腺癌	Ｓ状結腸癌	肋骨部打撲
右側頬部腫脹	頬部腫脹	心超音波検査異常
右上背部痛	背部痛	食事性高脂血症
両下肢痛み	疼痛	眼角部異物
多発海綿状血管腫	多発性海綿状血管腫	頬骨上顎骨多発開放骨折
結核歴	結核	中心性出血性肝壊死
ＳＭＡ浸潤	膵癌	外陰第３度熱傷
微小癌	癌	口腔底異物
慢性疼痛性障害	慢性疼痛	胆管細胞癌
高Ｃｌ血症	高クロール血症	蝸牛神経性難聴
乳頭状腺癌	癌	乳児内斜視
帯状疱疹ウイルス脊髄炎	ウイルス脊髄炎	下顎骨筋突起骨折
内臓播種性ＶＺＶ感染症	汎発性帯状疱疹	後天性低プロトロンビン血症
様皮疹	発疹	大腸憩室出血
左帯状疱疹	帯状疱疹	外傷性脾破裂・腹腔に達する開放創合併なし
骨形成不全症Ⅲ型	骨形成不全症	離人症
高度肥満症	病的肥満症	直腸切断術後後遺症
右前頭葉脳内血腫	血腫	盲腸粘膜下腫瘍
マルチミニコア病	マルチコア病	股関節内障
四肢関節腫脹	関節炎	水腎症を伴わない後天性腎盂尿管移行部狭窄
右腸骨静脈血栓症	腸骨静脈圧迫症候群	下腿淡明細胞肉腫
脳底動脈閉塞	脳底動脈閉塞症	足部難治性皮膚潰瘍
胸背部圧迫感	背部圧迫感	陳旧性橋梗塞
眼瞼結膜軽度貧血	貧血	前腕若木骨折
子宮頸癌Ⅲｂ期	子宮頚癌	十二指腸平滑筋肉腫
傍卵巣嚢胞	傍卵巣のう胞	う蝕第１度
肝内腫瘤性病変	腫瘤	放火癖
血管性紫斑病	症候性紫斑病	食道穿孔
時々右股関節痛	股関節痛	腸球菌感染症
ＡＳＤ	心房中隔欠損症	足どり不安定
緑膿菌肺感染症	緑膿菌肺炎	篩骨洞腫瘍
母子感染歴	母子感染	直腸びらん
ふらつきあり転倒リスク高い	めまい	胸膜脂肪肉腫
頸腕症候群	頚肩腕症候群	細菌性膀胱炎
食道癌術後リンパ節転移	リンパ節転移	デンスデポジット病ネフローゼ症候群
亜急性期小脳梗塞	小脳梗塞	腋窩神経損傷
喘息コントロール	咳喘息	皮膚移植ドナー
右膝違和感	全身違和感	腎移植後
腓骨神経麻痺徴候	腓骨神経麻痺	乳房下内側部乳癌
中高分化型腺癌	癌	高機能自閉症
軽度脳梗塞	脳梗塞	アルコール性妄想
身体外傷	外傷	側頭部母斑細胞母斑
心源性塞栓症	心原性脳塞栓症	焼身自殺未遂
左上腕骨近位端骨折	上腕骨近位端骨折	胆のう下垂
神経根性痛	疼痛	サラセミア保因者
白色壊死組織付着	壊死	重複僧帽弁口
夜間中途覚醒	睡眠障害	腓骨筋腱脱臼
軽度肺動脈弁狭窄	肺動脈弁狭窄症	慢性血行性大腿骨骨髄炎
転移性肝癌術後再発	転移性肝癌	ヘモジデリン沈着症
無涙症	涙液分泌不全	回腸神経内分泌腫瘍
劇症Ａ型肝炎	Ａ型劇症肝炎	肝硬変症
ｃｒｉｔｉｃａｌ　ｉｌｌｎｅｓｓ　ｐｏｌｙｎｅｕｒｏｐａｔｈｙ	多発ニューロパチー	脳良性腫瘍
右眼増殖性糖尿病網膜症	増殖性糖尿病性網膜症	青色強膜
右上腕腫脹	上腕部腫脹	開放性脳対側損傷
右側胸水貯留	胸水貯留	偽緑内障
水疱瘡	水疱症	腹壁筋痛
軽度高Ｋ血症	高カリウム血症	不完全左脚ブロック
肝性脳症再発	肝性脳症	亜急性結膜炎
水様便流出	下痢症	前額部貫通創
二絨毛膜二羊膜性双胎第	二絨毛膜二羊膜性双胎	深部足底血管損傷
浮腫傾向	浮腫	急性膀胱炎
骨Ｐａｇｅｔ病	骨パジェット病	家族性片麻痺性片頭痛
Ｅｎｔａｍｏｅｂａ　ｈｉｓｔｏｌｙｔｉｃａ	アメーバ赤痢	脳良性腫瘍
左頚部内頸動脈狭窄	内頚動脈狭窄症	筋萎縮性眼瞼下垂
大腿筋横紋筋肉腫	横紋筋肉腫	躁病型統合失調感情障害
腸炎性関節炎	関節炎	硬化性角膜炎
ＰＭＳ	月経前症候群	急性腎前性腎不全
腓腹部圧痛	腹部圧痛	大腿骨骨幹部悪性骨腫瘍
非チフス性Ｓａｌｍｏｎｅｌｌａ菌血症	菌血症	感覚運動障害
微小多発肝膿瘍	肝膿瘍	鼻前庭せつ
卵管狭窄	卵管狭窄症	一側性矮小腎
胸部大動脈解離	急性大動脈解離	胸椎弯曲症
蜂窩織炎発症	蜂窩織炎	活動期トラコーマ
輪状披裂関節炎	関節炎	肛門神経症
左下肢蜂窩織炎	下肢蜂巣炎	Ｂ群連鎖球菌肺炎
肺塞栓	肺塞栓症	アマルガム低位
咽頭残留	嚥下障害	進行性運動性運動失調症
低髄圧症状	低髄液圧症	１型糖尿病性腎症第３期
左腓骨開放骨折	腓骨開放骨折	膝部悪性末梢神経鞘腫
大量水様下痢	下痢症	皮膚潰瘍
処方右乳癌	乳癌	先天性白内障
症候性けいれん	症候性てんかん	慢性デンスデポジット病
低血糖回避	低血糖	網膜中心静脈血栓症
左慢性閉塞隅角緑内障	慢性閉塞隅角緑内障	ウイルス性疣贅
弧発性古典的ＣＪＤ	孤発性クロイツフェルト・ヤコブ病	足どり不安定
呼吸機能低下	呼吸機能検査異常	アレルギー性鼻炎
右大腿リンパ節転移	リンパ節転移	若年性特発性関節炎・肘関節
左第３趾潰瘍	趾皮膚潰瘍	尿道口びらん
足変形	足部変形	腸回転異常
膝関節水腫	膝関節水症	人工骨感染
腹部瘢痕ヘルニア	腹壁瘢痕ヘルニア	上腕骨骨幹部骨折
月経困難	月経困難症	総義歯義歯床下粘膜異常
左局所進行乳癌	進行乳癌	先天性白内障
好酸球性胆嚢炎	胆のう炎	小指末節骨骨折
左下腿骨幹部骨折	骨折	肛囲硬結
即時型アレルギー	アレルギー	検診
ふらつき有	めまい	胆のうポリープ
ループス腎炎Ｖ型	ループス腎炎	心窩部不快
閉塞性睡眠時無呼吸症侯群	睡眠時無呼吸症候群	眼球損傷
右下肢しびれ	下肢しびれ	皮膚腺病
頭部脂漏性皮膚炎	脂漏性皮膚炎	ジフテリア後麻痺
結核性ブドウ膜炎	結核性ぶどう膜炎	潰瘍性大腸炎再燃
左真珠腫性中耳炎再発	真珠腫性中耳炎	腰椎化膿性椎間板炎
傍大動脈ＬＮ転移	大動脈周囲リンパ節転移	閉鎖性膵損傷
痙直型四肢麻痺	四肢麻痺	浮腫型低ナトリウム血症
角化性紅斑散在	紅斑症	てんかん大発作
労作時呼吸苦自覚	労作時呼吸困難	結膜沈着症
慢性腎炎	慢性腎炎症候群	感染後歯肉退縮
間質性肺炎像	間質性肺炎	網膜症
嘔気様	嘔気	三尖弁閉鎖症
左側頭葉皮質化出血	出血	網膜振盪
左上腕骨開放骨折	上腕骨開放骨折	錫中毒
腹部膨満継続	腹部膨満	頭頂部髄膜腫
右足底腱膜炎	足底筋膜炎	腰椎椎間関節のう腫
両側顎関節症	顎関節症	耳小骨の先天奇形
出血性黄体	出血性黄体のう胞	ビタミン剤乱用
右鼡径部疼痛	鼡径部痛	家族性周期性四肢麻痺
高～中分化型管状腺癌	癌	高機能自閉症
Ｌａｍｉｖｕｄｉｎｅ耐性Ｂ型肝硬変	Ｂ型肝硬変	肘部悪性黒色腫
遺伝性腎炎	家族性腎炎	頭蓋骨固定物の突出
湿疹化	湿疹	下垂体微小腺腫
左大腿部蜂窩織炎	大腿部蜂巣炎	ケトン尿症
下肢対麻痺	対麻痺	人工歯根上部構造不適合
成長発達遅滞	発達遅滞	アテローム動脈硬化症
下腿点状出血	点状出血	頬部刺創
脈管奇形	奇形	下腿丹毒
手指欠損	手指欠損症	股関節周囲炎
咽頭粘膜軽度発赤	咽頭発赤	後縦隔脂肪肉腫
可動時痛	疼痛	珪肺症
下垂手	垂れ手	クラミジア精巣上体炎
左陰嚢内容腫大	陰のう腫大	副腎脊髄ニューロパチー
痰がからみ	喀痰	先天性円錐水晶体
朝出血	出血	卵巣機能不全
右鼠経ヘルニア修復術	鼡径ヘルニア	白癬性毛瘡
ステロイド骨粗鬆症	ステロイド性骨粗鬆症	テノンのう炎
足趾冷感	下肢冷感	家族性溶血性貧血
不整腫瘤	腫瘤	胃結核
腎前性脱水	脱水症	四肢第２度熱傷
左肩部痛	肩部痛	肩甲腓骨型脊髄性筋萎縮症
頸部皮下膿瘍	皮膚膿瘍	ステロイド糖尿病・眼合併症あり
ウイルス性感冒	感冒	住血吸虫症性門脈圧亢進症
多発腫大リンパ節	リンパ節腫大	低血糖発作
腹部自発痛	腹痛症	背部打撲傷
中分化型前立腺癌	前立腺癌	高機能自閉症
左一側性形成不全性股関節症	一側性形成不全性股関節症	腸アニサキス症
好酸球性気道炎症	好酸球性気管支炎	外傷後膀胱頚部狭窄
腸管蠕動障害	腸管運動障害	上腕第１度熱傷
褥瘡形成リスク高い	褥瘡	股関節捻挫
腰椎変性辷り症	腰椎変性すべり症	神経症
手術高血圧	高血圧症	大腿皮膚良性腫瘍
嚥下下困難	嚥下障害	遷延性咳嗽
てんかん脳波	異常脳波	境界母斑
巨大血腫	血腫	肺梅毒
十二指腸原発神経内分泌腫瘍	十二指腸神経内分泌腫瘍	側腹部挫創
腹水多量貯留	腹水症	偽緑内障
内腸骨リンパ節転移	腸骨リンパ節転移	若年性関節リウマチ
ＣＭＶ胃腸炎	サイトメガロウイルス腸炎	バベシア症
瘢痕痙性	瘢痕	異常白血球分化
両Ｔ字杖歩行	歩行障害	遺伝性小脳性運動失調症
便性状変化	便異常	巨指症
右血栓閉塞	血栓塞栓症	アンフェタミン中毒
出血付着程度	出血	頬部刺創
右海綿静脈洞髄膜腫	髄膜腫	先天性膀胱頚部閉塞症
虚血性心疾患合併	虚血性心疾患	固定薬疹
壊死性筋炎	筋炎	股関節脱臼骨折
全肺腫瘍	肺腫瘍	骨癒合不全症
軽度構音障害	構音障害	創部瘢痕ケロイド
両下腿紅斑	紅斑症	外傷性聴神経損傷
低Ｃａ血症	低カルシウム血症	根性坐骨神経症
二次性副腎不全	副腎クリーゼ	アルコール性嫉妬
一週間程度眠気	非器質性過眠症	水痘髄膜炎
子宮内腔癒着	子宮内膜症	しゅさ性ざ瘡
項部硬直軽度	項部硬直	変形性足関節症
下熱	発熱	急性失血性貧血
右母指陳旧性尺側側副靱帯損傷	靱帯損傷	肺動脈弁狭窄症
左気管支狭窄	気管支狭窄症	視神経膠腫
皮膚型ＰＮ	結節性多発動脈炎	瞳孔不同症
肺線維化	肺線維症	眼瞼ヘルペス
副鼻腔軽度粘膜肥厚	副鼻腔炎	唾液分泌障害
味覚異常Ｇｒ１	味覚異常	黒癬
中心視野欠損	視野欠損	烏口肩峰靱帯捻挫
昨晩低血糖	低血糖	脳卒中後遺症
両水腎症	両側水腎症	術後吸収不良性骨粗鬆症
前回貧血	貧血	家族性血球貪食性細網症
骨粗鬆症性圧迫骨折	骨粗鬆症・病的骨折あり	腹腔リンパ節転移
右肺原発肺腺癌	肺腺癌	慢性乳児湿疹
脊髄原発悪性リンパ腫	悪性リンパ腫	肋骨弓変形
手指浮腫	浮腫	片頭痛
口内炎再発	口内炎	顎下リンパ節腫脹
皮質性認知症	皮質下認知症	肺結核・鏡検確認あり
足背発赤	発赤	手背皮膚癌
後縦隔腫瘤	縦隔腫瘍	高チロシン血症２型
頚椎症性脊椎症	脊椎症	両性役割服装倒錯症
中部延髄右外側脳梗塞	脳梗塞	リンガルアーチ脱離
仙骨部瘻孔	難治性瘻孔	続発性寒冷フィブリノゲン血症
軽鎖沈着症	単クローン性軽鎖重鎖沈着症	末梢血管外傷
右傍気管リンパ節転移	リンパ節転移	頚部化膿性リンパ節炎
ｓｍａｌｌ　ｃｅｌｌ　ｃａｒｃｉｎｏｍａ	癌	脳良性腫瘍
遺伝性出血性毛細血管拡張症	オスラー病	肩甲部脂肪肉腫
胸椎後縦靭帯骨化症	胸椎後縦靱帯骨化症	石灰化腱膜線維腫
重症敗血症性ショック	敗血症性ショック	頚部筋筋膜炎
間質性肺炎評価	間質性肺炎	先天性扁平足
右腎損傷	腎損傷	抗リン脂質抗体症候群
右肺門部原発	原発性肺癌	乳房開放創
再発食道癌	食道癌	皮膚萎縮症
不定愁訴多い	不定愁訴症	皮膚リーシュマニア症
発熱再燃	発熱	急性失血性貧血
左肩関節痛	肩関節痛症	Ｓ状結腸軸捻転
瘢痕様変化	瘢痕	脳底動脈瘤
元々頻尿	頻尿症	絶対瞳孔強直
浮腫対策	浮腫	急性膀胱炎
核下性顔面神経麻痺	顔面神経麻痺	反復性血尿
皮膚原発悪性リンパ腫	悪性リンパ腫	反復性膝蓋骨亜脱臼
市中感染型ＭＲＳＡ	ＭＲＳＡ感染症	全足位
左尿管結石	尿管結石症	プラスマ細胞増加症
乾性咳嗽頻回	乾性咳	マーデルング変形
首痛	頚部痛	下腿筋腱移行部損傷
右側頭部紫斑	紫斑病	小腸穿孔
薬剤過敏性症候群	薬物過敏症	体表面積６０−６９％の腐蝕
延長症候群	ＱＴ延長症候群	有糸分裂性不分離トリソミー１３
紫斑形成軽度	紫斑病	膝蓋部血腫
両側肺動脈狭窄症	肺動脈狭窄症	足底角化症
子宮筋腫核出後妊娠	妊娠	前立腺損傷
ＡＲＤＳ合併	急性呼吸窮迫症候群	足どり不安定
胆道系閉塞	胆道閉塞	閉塞性大腸炎
軟骨損傷	肋軟骨損傷	新生児肺炎球菌敗血症
右副腎原発	副腎腫瘍	先端失認症
ｋｌｅｂｓｉｅｌｌａ　ｐｎｅｕｍｏｎｉａｅ感染症	クレブシェラ属感染	ＧＢＳ敗血症
パ−キンソン症候群	パーキンソン症候群	疥癬
右原発性肺癌	原発性肺癌	早期先天皮膚梅毒
敗血症性ショック状態	敗血症性ショック	頚部筋筋膜炎
時々発疹	発疹	固定性保定装置脱離
めまい軽度	めまい	涙腺萎縮
右横隔膜筋欠損	筋欠損	凍傷
脳症後遺症	脳症	舌側転位歯
胸膜悪性中皮腫	悪性胸膜中皮腫	気分変調症
漿膜損傷	損傷	鼻石
頸椎症性	頚椎症	不全骨折
多発外傷	多発性外傷	溺水
皮膚損傷起	皮膚損傷	腸糞線虫症
ふらつき目立	めまい	若年性強直性脊椎炎
近位筋痛	筋肉痛	脳性両麻痺
採血上脱水	脱水症	手掌部軟部腫瘍
脳血管芽腫	小脳血管芽腫	骨悪性リンパ腫
右慢性中耳炎	慢性中耳炎	高血圧性心不全
アレルギー様	アレルギー	検診
