出現形	正解	予測
左下葉非小細胞肺癌	下葉非小細胞肺癌	下葉非小細胞肺癌
ＣＫＤ　腎硬化症	腎硬化症	糖尿病性腎硬化症
前頭葉出血	出血	前頭葉腫瘍
有茎性乳頭状腫瘍	腫瘍	充実性偽乳頭状腫瘍
理解困難	言語理解障害	歩行困難
スメア異常	腟スメア細胞診陽性	下咽頭異常
腹腔内敗血症	敗血症	腹腔内出血
膵尾部腫大	膵腫大	膵体尾部腫瘍
過呼吸状態	過換気症	無呼吸発作
右肺門部原発肺小細胞癌	小細胞肺癌	肺門部非小細胞癌
胃癌骨髄癌腫症	骨髄転移	滑膜骨軟骨腫症
眼乾燥感	ドライアイ	咽喉乾燥感
内側縦束症候群	核間性眼筋麻痺	側頭葉症候群
両足関節炎	足関節炎	足関節炎
夜低血糖	低血糖	低血糖
左上下肢軽度麻痺	四肢麻痺	上下肢筋不全麻痺
下肢痙性	痙性対麻痺	下肢痙攣
皮疹状況	発疹	丘疹状湿疹
不適応	適応障害	Ｄ不適合
陰茎部痛	陰茎部疼痛	陰茎部疼痛
髄外形質細胞腫	骨外性形質細胞腫	骨外性形質細胞腫
ｍａｌｉｇｎａｎｔ　ｌｙｍｐｈｏｍａ	悪性リンパ腫	解離性大動脈瘤ＤｅＢａｋｅｙＩＩＩａ
重症ＡＧＨＤ	重症成人成長ホルモン分泌不全	輸血後ＧＶＨＤ
両白内障	白内障	白内障
腎結石	腎結石症	腎結石症
湿疹性病変	湿疹	湿疹性眼瞼炎
穿刺部発赤	発赤	下腿発赤
時々背部痛	背部痛	胸背部痛
手内筋萎縮	筋萎縮症	上肢筋萎縮
腎機能悪化	腎機能低下	腎機能低下
尾てい骨骨折	尾骨骨折	尾骨骨折
高度視力障害	視力障害	急性視力障害
周期性クッシング症候群	クッシング症候群	クッシング症候群
昨夜微熱	微熱	慢性微熱
腓腹筋痙攣	痙攣	四肢筋痙攣
左肋骨打撲	肋骨部打撲	肋骨部打撲
破壊性脊椎症	脊椎症	破壊性脊椎関節症
胆嚢破裂	胆のう管破裂	腹壁破裂
独歩不可	歩行障害	調節不全
骨破壊進行	関節リウマチ	骨壊死
下肢白癬	白癬	四肢白癬
左鼓膜発赤	発赤	下腿発赤
潜在結核	結核	精巣結核
熱苦症状	発熱	熱中症
シャイドレジャー症候群	シャイ・ドレーガー症候群	シャイ・ドレーガー症候群
肺動脈弁閉鎖症	肺動脈弁閉鎖	大動脈弁閉鎖症
脾摘施行Ｃ型肝炎	Ｃ型肝炎	先天性Ａ型肝炎
胸水セルブロック	胸水貯留	左脚前枝ブロック
右肺上葉すりガラス影	胸部異常陰影	肺エキノコックス症
Ｆｏｌｌｉｃｕｌａｒ　ｌｙｍｐｈｏｍａ	濾胞性リンパ腫	急性大動脈解離ＤｅＢａｋｅｙＩＩＩａ
腫瘍性ＤＩＣ	線溶亢進	分娩後ＤＩＣ
右精巣上体炎	精巣上体炎	精巣上体炎
左肘関節亜脱臼	亜脱臼	仙腸関節亜脱臼
左聴神経腫瘍	聴神経腫瘍	聴神経腫瘍
左肺感染性嚢胞	肺のう胞	慢性感染性貧血
母体出血	出血	硝子体出血
右足趾壊疽	下肢壊疽	足壊疽
胃腸障害	急性胃腸障害	直腸障害
残遺癌	癌	残胃癌
不安大きく	不安障害	不安神経症
ＭＳ再発	多発性硬化症	乳癌再発
強直間代性痙攣発作	間代性痙攣	強直間代発作
一過性意識消失発作	一過性脳虚血発作	一過性脳虚血発作
乳児白血病	白血病	乳児偽白血病
筋委縮	筋萎縮症	筋痙縮
水腎再燃	水腎症	水腎症
しびれていない	しびれ感	しびれ感
時々血痰	血痰	血痰
左鼠経ヘルニア	鼡径ヘルニア	閉鎖孔ヘルニア
遺伝性腎性尿崩症	先天性腎性尿崩症	先天性腎性尿崩症
尿管結石	尿管結石症	腎尿管結石
体幹掻痒感	そう痒	体幹血管腫
右大腿部骨幹部骨折	大腿骨骨幹部骨折	大腿骨骨幹部骨折
糖尿病神経症	糖尿病性神経痛	糖尿病性神経痛
古典的肝細胞癌再発	肝細胞癌	肝細胞癌破裂
左室低形成	左心低形成症候群	右室低形成
劇症肝炎亜急性型	劇症肝炎	劇症肝炎
分岐部動脈瘤	内頚動脈後交通動脈分岐部動脈瘤	胸腹部大動脈瘤
腫瘍感染	腫瘍	尿管感染
悪性腫瘍スクリーニング	悪性腫瘍	オーラルスクリーン破損
外陰部炎	外陰炎	外陰部痛
軽度骨髄抑制	骨髄機能低下	軽度知的障害
右踵骨折	骨折	不全骨折
ＰＰＨ	肺高血圧症	ＰＣＷＨ
頭痛時折	頭痛	頭頂骨骨折
血腫貯留	血腫	胸水貯留
不整脈発作	不整脈	徐脈発作
静脈炎症状	静脈炎	静脈炎
子宮間質肉腫	肉腫	子宮内膜間質肉腫
右主気管支膜様部壊死	壊死	主気管支の悪性腫瘍
右下肺野スリガラス影	胸部異常陰影	慢性肺ブラストミセス症
時々頭痛	頭痛	眼性頭痛
胆嚢腺扁平上皮癌	癌	肺腺扁平上皮癌
上行結腸早期癌	上行結腸癌	上行結腸癌
突発性血小板減少性紫斑病	血小板減少性紫斑病	続発性血小板減少性紫斑病
意識変動	意識障害	意識消失
左閉鎖リンパ節転移	リンパ節転移	胸骨傍リンパ節転移
両側小脳梗塞	小脳梗塞	小脳梗塞
胃癌多発肝転移	転移性肝癌	胃癌骨転移
左前腕浮腫	浮腫	上腕浮腫
赤紫斑	紫斑病	紫斑病
偽腔閉塞型大動脈解離	解離性大動脈瘤	早期血栓閉鎖型大動脈解離
高度感音性難聴	感音難聴	騒音性難聴
左耳介欠損	耳介欠損	耳介欠損
尿路感染	尿路感染症	尿路感染症
縦隔炎再発	縦隔炎	縦隔炎
前立腺肥大有	前立腺肥大症	前立腺肥大症
胆嚢腫瘍	胆のう腫瘍	胆管腫瘍
胃がん	胃癌	胃びらん
左中大脳動脈梗塞	中大脳動脈塞栓症	中大脳動脈閉塞症
Ｓｏｔｏｓ症候群	ソトス症候群	ＳＡＰＨＯ症候群
必要認知症	認知症	皮質認知症
肝腫瘤性病変	肝腫瘤	根分岐部病変
大動脈瘤解離	解離性大動脈瘤	脾動脈解離
挿入部出血	出血	黄斑部出血
眠前発熱	発熱	術後発熱
肺炎反復	肺炎	肺炎結核
子宮内発育不全	子宮発育不全	子宮発育不全
左眼窩内腫瘤	眼窩腫瘤	眼窩腫瘤
多発性腎梗塞	腎梗塞	多発性脳梗塞
多臓器不全状態	多臓器不全	多臓器不全
再度痙攣発作	痙攣発作	四肢痙攣発作
変動一過性徐脈	徐脈	外傷性一過性麻痺
四肢色素沈着	皮膚色素沈着	歯の色素沈着
良性発作性頭位めまい	良性発作性頭位めまい症	良性発作性頭位めまい症
三角圧痛	肩部筋痛	三角頭蓋
両側声帯不全麻痺	声帯不全麻痺	声帯不全麻痺
舌痛	舌痛症	舌痛症
肺動脈弁下狭窄	肺動脈弁下狭窄症	肺動脈弁下狭窄症
乳癌局所再発	乳癌	乳癌再発
頚椎症性神経根炎	頚椎症性神経根症	頚椎症性神経根症
痛みきつい	疼痛	ひきつけ
両側顎下腺腫大	顎下腺肥大	顎下腺腫瘍
中等度咽頭期嚥下障害	嚥下障害	中等度知的障害
ビタミンＤ不足	ビタミンＤ欠乏症	ビタミンＤ過剰症
日中下痢便	下痢症	慢性下痢症
胸郭低形成	胸郭異常	骨髄低形成
肺スリガラス陰影	胸部異常陰影	ヒストプラスマ腫
頻脈傾向変	頻脈症	出血傾向
口蓋腫瘤	腫瘤	口蓋腫瘍
パーキンソン病関連疾患	パーキンソン病	パーキンソン病の認知症
グラム陰性桿菌菌血症	グラム陰性桿菌敗血症	グラム陰性桿菌敗血症
右上肢腫脹	上肢腫脹	上肢腫脹
左肩甲骨部痛	肩甲骨痛	肩甲部痛
開腹子宮筋腫核	子宮筋腫	巨大子宮筋腫
白内障手術	白内障	白内障術後
腫瘤残存	腫瘤	腫瘤
直腸癌Ｒａ	直腸癌	直腸癌穿孔
カルボプラチンアレルギー	薬物過敏症	ペニシリンアレルギー
肺原発ホジキンリンパ腫	ホジキンリンパ腫	古典的ホジキンリンパ腫
循環障害	末梢循環障害	網膜循環障害
原発性空腸癌	空腸癌	原発性肝癌
右卵巣チョコレート嚢腫	チョコレートのう胞	チョコレートのう胞
重度精神運動発達遅滞	混合性特異的発達障害	運動発達遅滞
左腎梗塞	腎梗塞	副腎梗塞
筋緊張高く	筋強直	筋緊張性障害
母指潰瘍治癒遅延	皮膚潰瘍	母指屈筋腱癒着
歩行時呼吸困難感	労作時呼吸困難	労作時呼吸困難
滑液貯留	体液貯留	体液貯留
痰症状	喀痰	銅症
腸管血流障害	末梢循環障害	腸管運動障害
発赤強い	発赤	発赤
全身性単純ヘルペスウイルス感染症	ヘルペスウイルス感染症	先天性ヘルペスウイルス感染症
冠動脈高度石灰化	冠動脈石灰化	冠動脈石灰化
劇症型腸アメーバ症	腸アメーバ症	慢性腸アメーバ症
慢性痛	慢性疼痛	慢性疼痛
不適応行動	適応障害	適応障害
心室内血栓	心室内血栓症	心室内血栓症
腹膜播種結節摘出	腹膜播種	腹膜播種
緑色痰	喀痰	緑色便
冠動脈硬化	冠状動脈硬化症	冠状動脈硬化症
右中葉肺癌	中葉肺癌	中葉肺癌
ポンプポケット内血腫	血腫	ポンプポケット感染
血管免疫芽球型Ｔ細胞リンパ腫	血管免疫芽球性Ｔ細胞リンパ腫	血管免疫芽球性Ｔ細胞リンパ腫
腹部緊満	腹部膨満	腹部膨満
舌骨喉頭下垂	喉頭下垂症	喉頭下垂症
尿量低下	乏尿	１秒量低下
脳梗塞症	脳梗塞	脳梗塞
左非浸潤性乳管癌	非浸潤性乳管癌	非浸潤性乳管癌
むつかぶれ	おむつ皮膚炎	つかえ感
水平亜脱臼	亜脱臼	水晶体亜脱臼
右反復性膝蓋骨脱臼	反復性膝蓋骨脱臼	反復性膝蓋骨脱臼
早期癌	癌	早期胃癌
吻合部出血	出血	外陰部出血
子宮頸がん	子宮頚癌	子宮頚延長
腺扁平上皮癌	癌	肺腺扁平上皮癌
喉頭蓋サルコイドーシス	サルコイドーシス	鼻腔サルコイドーシス
結核性	結核	結核腫
声門部狭窄	喉頭狭窄症	縫合部狭窄
両側急性硬膜外血腫	急性硬膜外血腫	急性硬膜外血腫
高レニン高血圧	高レニン性高血圧症	高レニン性高血圧症
頭蓋底髄膜腫	髄膜腫	後頭蓋窩髄膜腫
右前胸部痛	前胸部痛	前胸部痛
膵全体癌	膵癌	膵頭部癌
両側血気胸	血気胸	血気胸
穿刺部位出血	出血	黄斑部出血
手掌黄色腫	黄色腫症	偽性黄色腫
皮膚湿疹	湿疹	肛門湿疹
唾石	唾石症	唾石症
非吻合部多発胆管狭窄	胆管狭窄症	吻合部狭窄
軽度肥満歴	肥満症	病的肥満症
左腎嚢胞不変	腎のう胞	腎移植不全
軽度発赤腫脹	発赤	軽度認知障害
左手関節変形	変形性手関節症	股関節変形
蛋白尿（３＋）	蛋白尿	蛋白欠乏性貧血
左手首痛	手部痛	手部痛
びまん性肺胞出血	肺胞出血	びまん性肺胞傷害
続発性赤芽球癆	赤芽球ろう	続発性赤血球増加症
インフルエンザ菌	インフルエンザ	インフルエンザ
左舌区小細胞癌	小細胞肺癌	肺門部小細胞癌
左足背疼痛	足背痛	足背痛
成人発症Ｓｔｉｌｌ病（ＡＯＳＤ）	成人スチル病	成人発症ＩＩ型シトルリン血症
大球性正色素性貧血	正色素性貧血	正球性正色素性貧血
双極Ⅱ型障害	２型双極性障害	双極性感情障害
限局型全身性強皮症	全身性強皮症	限局性強皮症
右水晶体脱臼	水晶体脱臼	水晶体脱臼
心サルコイト゛ーシス	心サルコイドーシス	心サルコイドーシス
Ｓ状結腸高分化腺癌	Ｓ状結腸癌	Ｓ状結腸腺腫
右側頬部腫脹	頬部腫脹	側頚部腫脹
右上背部痛	背部痛	胸背部痛
両下肢痛み	疼痛	下肢痛
多発海綿状血管腫	多発性海綿状血管腫	多発性海綿状血管腫
結核歴	結核	結核腫
ＳＭＡ浸潤	膵癌	髄膜浸潤
微小癌	癌	微小斜視
慢性疼痛性障害	慢性疼痛	性同一性障害
高Ｃｌ血症	高クロール血症	高乳酸血症
乳頭状腺癌	癌	乳頭状汗腺腫
帯状疱疹ウイルス脊髄炎	ウイルス脊髄炎	エンテロウイルス脊髄炎
内臓播種性ＶＺＶ感染症	汎発性帯状疱疹	腸管出血性大腸菌感染症
様皮疹	発疹	ＬＥ皮疹
左帯状疱疹	帯状疱疹	耳帯状疱疹
骨形成不全症Ⅲ型	骨形成不全症	骨形成不全症３型
高度肥満症	病的肥満症	病的肥満症
右前頭葉脳内血腫	血腫	外傷性脳内血腫
マルチミニコア病	マルチコア病	マルチコア病
四肢関節腫脹	関節炎	足関節腫脹
右腸骨静脈血栓症	腸骨静脈圧迫症候群	腸骨動脈血栓症
脳底動脈閉塞	脳底動脈閉塞症	脳底動脈閉塞症
胸背部圧迫感	背部圧迫感	背部圧迫感
眼瞼結膜軽度貧血	貧血	眼瞼結膜出血
子宮頸癌Ⅲｂ期	子宮頚癌	子宮癌骨転移
傍卵巣嚢胞	傍卵巣のう胞	傍卵巣のう胞
肝内腫瘤性病変	腫瘤	頭蓋内占拠性病変
血管性紫斑病	症候性紫斑病	単純性紫斑病
時々右股関節痛	股関節痛	偽性股関節痛
ＡＳＤ	心房中隔欠損症	ＡＩＤＳ
緑膿菌肺感染症	緑膿菌肺炎	緑膿菌感染症
母子感染歴	母子感染	母子感染
ふらつきあり転倒リスク高い	めまい	抑うつ性パーソナリティ障害
頸腕症候群	頚肩腕症候群	頚肩腕症候群
食道癌術後リンパ節転移	リンパ節転移	大動脈周囲リンパ節転移
亜急性期小脳梗塞	小脳梗塞	多発性小脳梗塞
喘息コントロール	咳喘息	扁平コンジローマ
右膝違和感	全身違和感	全身違和感
腓骨神経麻痺徴候	腓骨神経麻痺	腓骨神経麻痺
中高分化型腺癌	癌	中葉肺腺癌
軽度脳梗塞	脳梗塞	小脳梗塞
身体外傷	外傷	心臓外傷
心源性塞栓症	心原性脳塞栓症	心原性脳塞栓症
左上腕骨近位端骨折	上腕骨近位端骨折	上腕骨近位端骨折
神経根性痛	疼痛	神経痛性歯痛
白色壊死組織付着	壊死	急性壊死性虫垂炎
夜間中途覚醒	睡眠障害	夜間異常知覚症
軽度肺動脈弁狭窄	肺動脈弁狭窄症	肺動脈弁狭窄症
転移性肝癌術後再発	転移性肝癌	直腸癌術後再発
無涙症	涙液分泌不全	無歯症
劇症Ａ型肝炎	Ａ型劇症肝炎	劇症肝炎
ｃｒｉｔｉｃａｌ　ｉｌｌｎｅｓｓ　ｐｏｌｙｎｅｕｒｏｐａｔｈｙ	多発ニューロパチー	ＨＨＶ８多中心性キャッスルマン病随伴大細胞型Ｂ細胞性リンパ腫
右眼増殖性糖尿病網膜症	増殖性糖尿病性網膜症	増殖性糖尿病性網膜症
右上腕腫脹	上腕部腫脹	上腕部腫脹
右側胸水貯留	胸水貯留	胸水貯留
水疱瘡	水疱症	水疱症
軽度高Ｋ血症	高カリウム血症	高銅血症
肝性脳症再発	肝性脳症	肝性脳症
水様便流出	下痢症	水様性鼻漏
二絨毛膜二羊膜性双胎第	二絨毛膜二羊膜性双胎	二絨毛膜二羊膜性双胎
浮腫傾向	浮腫	妄想傾向
骨Ｐａｇｅｔ病	骨パジェット病	骨パジェット病
Ｅｎｔａｍｏｅｂａ　ｈｉｓｔｏｌｙｔｉｃａ	アメーバ赤痢	Ｅｕｔｈｙｒｏｉｄ　Ｓｉｃｋ症候群
左頚部内頸動脈狭窄	内頚動脈狭窄症	頚部内頚動脈瘤
大腿筋横紋筋肉腫	横紋筋肉腫	大腿横紋筋肉腫
腸炎性関節炎	関節炎	若年性関節炎
ＰＭＳ	月経前症候群	ＨＤＬＳ
腓腹部圧痛	腹部圧痛	腹部圧痛
非チフス性Ｓａｌｍｏｎｅｌｌａ菌血症	菌血症	常染色体性劣性無ガンマグロブリン血症
微小多発肝膿瘍	肝膿瘍	多発性肝膿瘍
卵管狭窄	卵管狭窄症	卵管狭窄症
胸部大動脈解離	急性大動脈解離	急性大動脈解離
蜂窩織炎発症	蜂窩織炎	蜂窩織炎
輪状披裂関節炎	関節炎	輪状披裂関節捻挫
左下肢蜂窩織炎	下肢蜂巣炎	胃蜂窩織炎
肺塞栓	肺塞栓症	肺塞栓症
咽頭残留	嚥下障害	咽頭結核
低髄圧症状	低髄液圧症	低髄液圧症
左腓骨開放骨折	腓骨開放骨折	腓骨開放骨折
大量水様下痢	下痢症	大理石様皮膚
処方右乳癌	乳癌	乳輪部乳癌
症候性けいれん	症候性てんかん	症候性てんかん
低血糖回避	低血糖	低血糖昏睡
左慢性閉塞隅角緑内障	慢性閉塞隅角緑内障	慢性閉塞隅角緑内障
弧発性古典的ＣＪＤ	孤発性クロイツフェルト・ヤコブ病	突発性発疹関連脳症
呼吸機能低下	呼吸機能検査異常	耳管機能低下
右大腿リンパ節転移	リンパ節転移	後腹膜リンパ節転移
左第３趾潰瘍	趾皮膚潰瘍	第３脳室腫瘍
足変形	足部変形	足部変形
膝関節水腫	膝関節水症	肘関節水腫
腹部瘢痕ヘルニア	腹壁瘢痕ヘルニア	腹壁瘢痕ヘルニア
月経困難	月経困難症	月経困難症
左局所進行乳癌	進行乳癌	進行乳癌
好酸球性胆嚢炎	胆のう炎	好酸球性中耳炎
左下腿骨幹部骨折	骨折	上腕骨骨幹部骨折
即時型アレルギー	アレルギー	牛乳アレルギー
ふらつき有	めまい	みずかき趾
ループス腎炎Ｖ型	ループス腎炎	ループス腎炎
閉塞性睡眠時無呼吸症侯群	睡眠時無呼吸症候群	閉塞性睡眠時無呼吸
右下肢しびれ	下肢しびれ	下肢しびれ
頭部脂漏性皮膚炎	脂漏性皮膚炎	脂漏性皮膚炎
結核性ブドウ膜炎	結核性ぶどう膜炎	結核性脈絡網膜炎
左真珠腫性中耳炎再発	真珠腫性中耳炎	真珠腫性中耳炎
傍大動脈ＬＮ転移	大動脈周囲リンパ節転移	大動脈肺動脈窓
痙直型四肢麻痺	四肢麻痺	痙性四肢麻痺
角化性紅斑散在	紅斑症	遊走性紅斑
労作時呼吸苦自覚	労作時呼吸困難	労作時呼吸困難
慢性腎炎	慢性腎炎症候群	慢性腸炎
間質性肺炎像	間質性肺炎	間質性肺炎
嘔気様	嘔気	嘔気
左側頭葉皮質化出血	出血	頭部皮下出血
左上腕骨開放骨折	上腕骨開放骨折	上腕骨開放骨折
腹部膨満継続	腹部膨満	腹部膨満
右足底腱膜炎	足底筋膜炎	足底筋膜炎
両側顎関節症	顎関節症	顎関節症
出血性黄体	出血性黄体のう胞	出血性鼻茸
右鼡径部疼痛	鼡径部痛	鼡径部痛
高～中分化型管状腺癌	癌	膵管内管状腺癌
Ｌａｍｉｖｕｄｉｎｅ耐性Ｂ型肝硬変	Ｂ型肝硬変	無症候性原発性胆汁性肝硬変
遺伝性腎炎	家族性腎炎	遺伝性膵炎
湿疹化	湿疹	湿疹
左大腿部蜂窩織炎	大腿部蜂巣炎	大腿部蜂巣炎
下肢対麻痺	対麻痺	下肢単麻痺
成長発達遅滞	発達遅滞	運動発達遅滞
下腿点状出血	点状出血	点状出血
脈管奇形	奇形	神経管奇形
手指欠損	手指欠損症	手指欠損症
咽頭粘膜軽度発赤	咽頭発赤	咽頭発赤
可動時痛	疼痛	睡眠時頭痛
下垂手	垂れ手	下垂足
左陰嚢内容腫大	陰のう腫大	陰のう腫大
痰がからみ	喀痰	あから顔
朝出血	出血	橋出血
右鼠経ヘルニア修復術	鼡径ヘルニア	閉鎖孔ヘルニア嵌頓
ステロイド骨粗鬆症	ステロイド性骨粗鬆症	ステロイド性骨粗鬆症
足趾冷感	下肢冷感	下肢冷感
不整腫瘤	腫瘤	頬部腫瘤
腎前性脱水	脱水症	混合性脱水
左肩部痛	肩部痛	肩部痛
頸部皮下膿瘍	皮膚膿瘍	頭部皮下腫瘍
ウイルス性感冒	感冒	ウイルス性脳炎
多発腫大リンパ節	リンパ節腫大	腋窩急性リンパ節炎
腹部自発痛	腹痛症	腹部圧痛
中分化型前立腺癌	前立腺癌	進行性前立腺癌
左一側性形成不全性股関節症	一側性形成不全性股関節症	一側性形成不全性股関節症
好酸球性気道炎症	好酸球性気管支炎	好酸球性食道炎
腸管蠕動障害	腸管運動障害	腸管運動障害
褥瘡形成リスク高い	褥瘡	褥瘡・ステージＩＩ
腰椎変性辷り症	腰椎変性すべり症	腰椎変性すべり症
手術高血圧	高血圧症	白衣高血圧
嚥下下困難	嚥下障害	嚥下困難
てんかん脳波	異常脳波	てんかん
巨大血腫	血腫	巨大産道血腫
十二指腸原発神経内分泌腫瘍	十二指腸神経内分泌腫瘍	十二指腸神経内分泌腫瘍
腹水多量貯留	腹水症	胸水貯留
内腸骨リンパ節転移	腸骨リンパ節転移	腸骨リンパ節転移
ＣＭＶ胃腸炎	サイトメガロウイルス腸炎	神経性胃腸炎
瘢痕痙性	瘢痕	瘢痕拘縮
両Ｔ字杖歩行	歩行障害	よろめき歩行
便性状変化	便異常	性格変化
右血栓閉塞	血栓塞栓症	喉頭閉塞
出血付着程度	出血	出血性中耳炎
右海綿静脈洞髄膜腫	髄膜腫	海綿静脈洞症候群
虚血性心疾患合併	虚血性心疾患	虚血性心疾患
壊死性筋炎	筋炎	壊死性筋膜炎
全肺腫瘍	肺腫瘍	肺腫瘍
軽度構音障害	構音障害	軽度知的障害
両下腿紅斑	紅斑症	下腿母斑
低Ｃａ血症	低カルシウム血症	低補体血症
二次性副腎不全	副腎クリーゼ	急性腎不全
一週間程度眠気	非器質性過眠症	会陰第３度熱傷
子宮内腔癒着	子宮内膜症	子宮頚部癒着
項部硬直軽度	項部硬直	項部硬直
下熱	発熱	高熱
右母指陳旧性尺側側副靱帯損傷	靱帯損傷	母指ＩＰ関節尺側側副靱帯損傷
左気管支狭窄	気管支狭窄症	気管支狭窄症
皮膚型ＰＮ	結節性多発動脈炎	皮膚移植後
肺線維化	肺線維症	肺線維症
副鼻腔軽度粘膜肥厚	副鼻腔炎	副鼻腔内反性乳頭腫
味覚異常Ｇｒ１	味覚異常	味覚異常
中心視野欠損	視野欠損	視野欠損
昨晩低血糖	低血糖	低血糖
両水腎症	両側水腎症	両側水腎症
前回貧血	貧血	癌性貧血
骨粗鬆症性圧迫骨折	骨粗鬆症・病的骨折あり	腰椎陳旧性圧迫骨折
右肺原発肺腺癌	肺腺癌	胃原発絨毛癌
脊髄原発悪性リンパ腫	悪性リンパ腫	十二指腸悪性リンパ腫
手指浮腫	浮腫	手指腫脹
口内炎再発	口内炎	口内炎
皮質性認知症	皮質下認知症	皮質下認知症
足背発赤	発赤	咽頭発赤
後縦隔腫瘤	縦隔腫瘍	後縦隔腫瘍
頚椎症性脊椎症	脊椎症	頚椎症性脊髄症
中部延髄右外側脳梗塞	脳梗塞	無症候性多発性脳梗塞
仙骨部瘻孔	難治性瘻孔	仙骨部挫創
軽鎖沈着症	単クローン性軽鎖重鎖沈着症	結膜沈着症
右傍気管リンパ節転移	リンパ節転移	気管支リンパ節転移
ｓｍａｌｌ　ｃｅｌｌ　ｃａｒｃｉｎｏｍａ	癌	解離性大動脈瘤ＤｅＢａｋｅｙＩＩＩａ
遺伝性出血性毛細血管拡張症	オスラー病	特発性傍中心窩毛細血管拡張症
胸椎後縦靭帯骨化症	胸椎後縦靱帯骨化症	胸椎後縦靱帯骨化症
重症敗血症性ショック	敗血症性ショック	敗血症性ショック
間質性肺炎評価	間質性肺炎	間質性肺炎
右腎損傷	腎損傷	副腎損傷
右肺門部原発	原発性肺癌	肺門部肺癌
再発食道癌	食道癌	上部食道癌
不定愁訴多い	不定愁訴症	不定愁訴症
発熱再燃	発熱	発熱発疹
左肩関節痛	肩関節痛症	肩関節痛風
瘢痕様変化	瘢痕	性格変化
元々頻尿	頻尿症	夜間頻尿症
浮腫対策	浮腫	浮腫
核下性顔面神経麻痺	顔面神経麻痺	中枢性顔面神経麻痺
皮膚原発悪性リンパ腫	悪性リンパ腫	十二指腸悪性リンパ腫
市中感染型ＭＲＳＡ	ＭＲＳＡ感染症	急性感染症性精神病
左尿管結石	尿管結石症	腎尿管結石
乾性咳嗽頻回	乾性咳	慢性咳嗽
首痛	頚部痛	胸痛
右側頭部紫斑	紫斑病	側頭部母斑
薬剤過敏性症候群	薬物過敏症	薬剤性過敏症症候群
延長症候群	ＱＴ延長症候群	ＱＴ延長症候群
紫斑形成軽度	紫斑病	脊椎形成異常
両側肺動脈狭窄症	肺動脈狭窄症	肺動脈狭窄症
子宮筋腫核出後妊娠	妊娠	子宮筋腫摘出後後遺症
ＡＲＤＳ合併	急性呼吸窮迫症候群	ＡＩＤＳ
胆道系閉塞	胆道閉塞	胆道閉塞
軟骨損傷	肋軟骨損傷	肋軟骨損傷
右副腎原発	副腎腫瘍	副腎異常
ｋｌｅｂｓｉｅｌｌａ　ｐｎｅｕｍｏｎｉａｅ感染症	クレブシェラ属感染	アデニンホスホリボシルトランスフェラーゼ欠損症
パ−キンソン症候群	パーキンソン症候群	パーキンソン症候群
右原発性肺癌	原発性肺癌	原発性肺癌
敗血症性ショック状態	敗血症性ショック	敗血症性ショック
時々発疹	発疹	全身発疹
めまい軽度	めまい	めまい発作
右横隔膜筋欠損	筋欠損	横隔膜欠損
脳症後遺症	脳症	脳炎後遺症
胸膜悪性中皮腫	悪性胸膜中皮腫	悪性中皮腫
漿膜損傷	損傷	硬膜損傷
頸椎症性	頚椎症	半椎症
多発外傷	多発性外傷	多発性外傷
皮膚損傷起	皮膚損傷	皮膚損傷
ふらつき目立	めまい	よろめき歩行
近位筋痛	筋肉痛	肩部筋痛
採血上脱水	脱水症	混合性脱水
脳血管芽腫	小脳血管芽腫	小脳血管芽腫
右慢性中耳炎	慢性中耳炎	慢性中耳炎
アレルギー様	アレルギー	アレルギー
ノカルジア脳膿瘍	ノカルジア症	ノカルジア症
大腸ポリープ有	大腸ポリープ	大腸ポリープ
右後頭部帯状疱疹	後頭部帯状疱疹	後頭部帯状疱疹
右頚部結核性リンパ節炎	結核性リンパ節炎	頚部化膿性リンパ節炎
陳旧性多発アテローム血栓性脳梗塞	陳旧性アテローム血栓性脳梗塞	陳旧性アテローム血栓性脳梗塞
誤嚥徴候	異物誤嚥	誤嚥性肺炎
右前腕皮疹	発疹	前腕皮膚癌
多発肺腫瘤	肺腫瘤	多発性皮下腫瘤
後腹膜浸潤	後腹膜悪性腫瘍	後腹膜気腫
網状紫斑	紫斑病	網状皮斑
胚細胞腫瘍	腫瘍	脳胚細胞腫瘍
ゲノタイプ１ｂ型Ｃ型肝硬変	Ｃ型肝硬変	無症候性原発性胆汁性肝硬変
類円形腫大	リンパ節腫大	陰のう腫大
中枢性気管支拡張像	気管支拡張症	結核性気管支拡張症
小股歩行	歩行異常	小刻み歩行
脳血管傷害	脳血管障害	脳血管障害
糖尿病末梢神経障害	糖尿病性単ニューロパチー	糖尿病性末梢神経障害
ルンバール後頭痛	腰椎穿刺後頭痛	慢性外傷後頭痛
急性重症Ｂ型肝炎	Ｂ型肝炎	急性薬物性肝炎
下垂時疼痛	疼痛	下垂体腺腫
頚部蜂窩織炎	頚部蜂巣炎	頚部蜂巣炎
腹満不変	腹部膨満	腹部不快感
一過性心筋虚血	心筋虚血	一過性脊髄虚血
日勤帯発熱	発熱	産褥性発熱
結核性喉頭狭窄	喉頭狭窄症	先天性喉頭狭窄症
両側鼻内ポリープ	鼻茸	副鼻腔ポリープ
手掌潮紅	紅潮	手掌腫瘤
低血糖歴何年	低血糖	低血糖性脳症
離床時眩暈	めまい	起立性眩暈
高齢者Ｃ型慢性肝炎	Ｃ型慢性肝炎	Ｃ型慢性肝炎
