出現形	正解	予測
無症候性髄膜腫	髄膜腫	乳房線維肉腫
左肺下葉肺癌	下葉肺癌	強度近視
アルコール離脱症候群	アルコール離脱状態	肝性胸水
左腸骨骨肉腫	腸骨軟骨肉腫	感染性流産
脳梁低形成	脳梁形成不全	先天性脳腫瘍
表皮内水疱形成	先天性表皮水疱症	根面板脱離
後頚部圧痛	圧痛	テリエン周辺角膜変性
不定愁訴様	不定愁訴症	包皮切創
良性胆道狭窄	胆管狭窄症	腰仙部打撲傷
左下葉非小細胞肺癌	下葉非小細胞肺癌	大網膿瘍
ＣＫＤ　腎硬化症	腎硬化症	鼻部裂創
前頭葉出血	出血	心膜のう胞
有茎性乳頭状腫瘍	腫瘍	頚部リンパ節転移
理解困難	言語理解障害	女性仮性半陰陽
スメア異常	腟スメア細胞診陽性	１型糖尿病性筋萎縮症
腹腔内敗血症	敗血症	脳塞栓症
膵尾部腫大	膵腫大	手外傷後変形治癒
過呼吸状態	過換気症	外陰脂肪腫
右肺門部原発肺小細胞癌	小細胞肺癌	４分の１半盲
胃癌骨髄癌腫症	骨髄転移	伝染性紅斑
眼乾燥感	ドライアイ	小児丘疹性先端皮膚炎
内側縦束症候群	核間性眼筋麻痺	電解質異常
両足関節炎	足関節炎	子宮内膜腫瘍
夜低血糖	低血糖	死体腎移植後
左上下肢軽度麻痺	四肢麻痺	頚椎捻挫
下肢痙性	痙性対麻痺	周産期に発生した大量肺出血
皮疹状況	発疹	腋窩圧挫傷
不適応	適応障害	遺伝性心疾患
陰茎部痛	陰茎部疼痛	ステノトロフォモナス・マルトフィリア肺炎
髄外形質細胞腫	骨外性形質細胞腫	脊髄横断損傷
ｍａｌｉｇｎａｎｔ　ｌｙｍｐｈｏｍａ	悪性リンパ腫	ビタミン過剰症
重症ＡＧＨＤ	重症成人成長ホルモン分泌不全	更年期神経症
両白内障	白内障	先天性のう胞性腺腫様形成異常
腎結石	腎結石症	第５趾ボーエン病
湿疹性病変	湿疹	多発性腹腔内臓器損傷・腹腔に達する開放創合併なし
穿刺部発赤	発赤	胎向異常新生児
時々背部痛	背部痛	足関節外果剥離骨折
手内筋萎縮	筋萎縮症	失声症
腎機能悪化	腎機能低下	前腕ガングリオン
尾てい骨骨折	尾骨骨折	高アンモニア血症
高度視力障害	視力障害	上腕骨顆開放性粉砕骨折
周期性クッシング症候群	クッシング症候群	牽引装置破損
昨夜微熱	微熱	熱性蛋白尿
腓腹筋痙攣	痙攣	風疹脳脊髄炎
左肋骨打撲	肋骨部打撲	調節緊張症
破壊性脊椎症	脊椎症	膝窩部滑液包炎
胆嚢破裂	胆のう管破裂	角膜上皮欠損
独歩不可	歩行障害	子宮広間膜裂孔ヘルニア嵌頓
骨破壊進行	関節リウマチ	環指腱鞘巨細胞腫
下肢白癬	白癬	脳底動脈瘤破裂によるくも膜下出血
左鼓膜発赤	発赤	術後疼痛
潜在結核	結核	不育症
熱苦症状	発熱	モルガーニ症候群
シャイドレジャー症候群	シャイ・ドレーガー症候群	口腔粘膜の刺激性過形成
肺動脈弁閉鎖症	肺動脈弁閉鎖	先天性外陰欠損
脾摘施行Ｃ型肝炎	Ｃ型肝炎	舟状頭蓋
胸水セルブロック	胸水貯留	腹部停留精巣
右肺上葉すりガラス影	胸部異常陰影	前大脳動脈解離
Ｆｏｌｌｉｃｕｌａｒ　ｌｙｍｐｈｏｍａ	濾胞性リンパ腫	ビタミン過剰症
腫瘍性ＤＩＣ	線溶亢進	下腿挫創
右精巣上体炎	精巣上体炎	卵巣性不妊症
左肘関節亜脱臼	亜脱臼	瞳孔異常
左聴神経腫瘍	聴神経腫瘍	再発性脳梗塞
左肺感染性嚢胞	肺のう胞	閉鎖性腎破裂
母体出血	出血	人工歯破損
右足趾壊疽	下肢壊疽	精巣精巣上体炎
胃腸障害	急性胃腸障害	手背膿瘍
残遺癌	癌	腸間膜リンパ節腫脹
不安大きく	不安障害	重複精管
ＭＳ再発	多発性硬化症	手骨開放骨折
強直間代性痙攣発作	間代性痙攣	顔面開放創
一過性意識消失発作	一過性脳虚血発作	ＴＢＧ異常症
乳児白血病	白血病	アレルギー性肝臓症
筋委縮	筋萎縮症	非流暢性失語
水腎再燃	水腎症	小結節性肝硬変
しびれていない	しびれ感	中脳水道先天異常
時々血痰	血痰	ポリオウイルス感染症
左鼠経ヘルニア	鼡径ヘルニア	成人型クラッベ病
遺伝性腎性尿崩症	先天性腎性尿崩症	大腿骨偽関節
尿管結石	尿管結石症	心因性生理的機能低下
体幹掻痒感	そう痒	脳幹部海綿状血管腫
右大腿部骨幹部骨折	大腿骨骨幹部骨折	尋常性ざ瘡
糖尿病神経症	糖尿病性神経痛	単一臍動脈
古典的肝細胞癌再発	肝細胞癌	内側膝窩神経障害
左室低形成	左心低形成症候群	角膜知覚鈍麻
劇症肝炎亜急性型	劇症肝炎	コリンエステラーゼ欠損症
分岐部動脈瘤	内頚動脈後交通動脈分岐部動脈瘤	股関節滑液包炎
腫瘍感染	腫瘍	鼻腔内びらん
悪性腫瘍スクリーニング	悪性腫瘍	習慣性扁桃炎
外陰部炎	外陰炎	十二指腸結核
軽度骨髄抑制	骨髄機能低下	橋本病母体より出生した児
右踵骨折	骨折	二次性甲状腺機能低下症
ＰＰＨ	肺高血圧症	大動脈弁狭窄症兼肺動脈弁閉鎖不全症
頭痛時折	頭痛	盲腸周囲ヘルニア
血腫貯留	血腫	膵臓性腹膜炎
不整脈発作	不整脈	体重減少性無月経
静脈炎症状	静脈炎	二次性糖尿病・末梢循環合併症あり
子宮間質肉腫	肉腫	後腹膜胆のう
右主気管支膜様部壊死	壊死	下腿骨折変形治癒
右下肺野スリガラス影	胸部異常陰影	前大脳動脈解離
時々頭痛	頭痛	盲腸周囲ヘルニア
胆嚢腺扁平上皮癌	癌	肝被膜下血腫・腹腔に達する開放創合併あり
上行結腸早期癌	上行結腸癌	サイトメガロウイルス肺炎
突発性血小板減少性紫斑病	血小板減少性紫斑病	カプラン症候群
意識変動	意識障害	弓状暗点
左閉鎖リンパ節転移	リンパ節転移	結節性壊死性皮膚炎
両側小脳梗塞	小脳梗塞	メイ・ヘグリン症候群
胃癌多発肝転移	転移性肝癌	示指悪性黒色腫
左前腕浮腫	浮腫	短肋骨症候群
赤紫斑	紫斑病	瓜実条虫症
偽腔閉塞型大動脈解離	解離性大動脈瘤	手部良性軟部腫瘍
高度感音性難聴	感音難聴	肘損傷
左耳介欠損	耳介欠損	遷延性虹彩炎
尿路感染	尿路感染症	第４趾皮膚癌
縦隔炎再発	縦隔炎	異所性胃粘膜
前立腺肥大有	前立腺肥大症	前置胎盤
胆嚢腫瘍	胆のう腫瘍	術後嚥下障害
胃がん	胃癌	上腕骨近位骨端線離開
左中大脳動脈梗塞	中大脳動脈塞栓症	胃癌検診
Ｓｏｔｏｓ症候群	ソトス症候群	精子異常
必要認知症	認知症	四肢脱力感
肝腫瘤性病変	肝腫瘤	環指切創
大動脈瘤解離	解離性大動脈瘤	老人性紫斑
挿入部出血	出血	上腕悪性末梢神経鞘腫
眠前発熱	発熱	腸管運動障害
肺炎反復	肺炎	胆泥
子宮内発育不全	子宮発育不全	項部硬直
左眼窩内腫瘤	眼窩腫瘤	ヘアリー細胞白血病
多発性腎梗塞	腎梗塞	鎌状赤血球症
多臓器不全状態	多臓器不全	下腿脂肪肉腫
再度痙攣発作	痙攣発作	小指ＭＰ関節橈側側副靱帯損傷
変動一過性徐脈	徐脈	肺の先天奇形
四肢色素沈着	皮膚色素沈着	手指こわばり
良性発作性頭位めまい	良性発作性頭位めまい症	開放性消化管血腫
三角圧痛	肩部筋痛	上腕部腫脹
両側声帯不全麻痺	声帯不全麻痺	環指ＰＩＰ関節側副靱帯断裂
舌痛	舌痛症	下顎セメント芽細胞腫
肺動脈弁下狭窄	肺動脈弁下狭窄症	習慣性顎関節亜脱臼
乳癌局所再発	乳癌	中縦隔腫瘍
頚椎症性神経根炎	頚椎症性神経根症	後頭蓋窩のう腫
痛みきつい	疼痛	腹壁挫傷
両側顎下腺腫大	顎下腺肥大	１型糖尿病性眼筋麻痺
中等度咽頭期嚥下障害	嚥下障害	循環性抗凝血因子症
ビタミンＤ不足	ビタミンＤ欠乏症	Ｐ４５０オキシドレダクターゼ欠損症
日中下痢便	下痢症	のう胞性腺増殖症
胸郭低形成	胸郭異常	自然分娩
肺スリガラス陰影	胸部異常陰影	乳房咬創
頻脈傾向変	頻脈症	睡眠時無呼吸症候群用口腔内装置不適合
口蓋腫瘤	腫瘤	レオパード症候群
パーキンソン病関連疾患	パーキンソン病	若年性ポリープ
グラム陰性桿菌菌血症	グラム陰性桿菌敗血症	粘液腫
右上肢腫脹	上肢腫脹	筋膿瘍
左肩甲骨部痛	肩甲骨痛	子宮腺筋症
開腹子宮筋腫核	子宮筋腫	緑膿菌性先天性肺炎
白内障手術	白内障	先天性扁平足
腫瘤残存	腫瘤	足関節偽痛風
直腸癌Ｒａ	直腸癌	性器下疳
カルボプラチンアレルギー	薬物過敏症	固定性歯科矯正装置不適合
肺原発ホジキンリンパ腫	ホジキンリンパ腫	新生児の脳易刺激性
循環障害	末梢循環障害	メタルリテーナー破損
原発性空腸癌	空腸癌	医原性副腎皮質機能低下症
右卵巣チョコレート嚢腫	チョコレートのう胞	閉経後症候群
重度精神運動発達遅滞	混合性特異的発達障害	舌切創
左腎梗塞	腎梗塞	慢性貧血
筋緊張高く	筋強直	悪性リンパ腫骨髄浸潤
母指潰瘍治癒遅延	皮膚潰瘍	脊椎形成異常
歩行時呼吸困難感	労作時呼吸困難	硬化性卵巣
滑液貯留	体液貯留	肩甲腓骨型脊髄性筋萎縮症
痰症状	喀痰	異所性灰白質
腸管血流障害	末梢循環障害	眼瞼挫創
発赤強い	発赤	胎向異常新生児
全身性単純ヘルペスウイルス感染症	ヘルペスウイルス感染症	骨髄肉芽腫
冠動脈高度石灰化	冠動脈石灰化	極低出産体重児
劇症型腸アメーバ症	腸アメーバ症	頭頂葉血管腫
慢性痛	慢性疼痛	びまん性汎細気管支炎
不適応行動	適応障害	上腕神経叢症候群
心室内血栓	心室内血栓症	円板状角膜炎
腹膜播種結節摘出	腹膜播種	房室接合部期外収縮
緑色痰	喀痰	後天性腎のう胞
冠動脈硬化	冠状動脈硬化症	大腿部第３度熱傷
右中葉肺癌	中葉肺癌	転移性頭蓋骨腫瘍
ポンプポケット内血腫	血腫	口腔粘膜のう胞
血管免疫芽球型Ｔ細胞リンパ腫	血管免疫芽球性Ｔ細胞リンパ腫	臍周囲炎
腹部緊満	腹部膨満	肺動脈血栓症
舌骨喉頭下垂	喉頭下垂症	プラスティックブラケット不適合
尿量低下	乏尿	楔状骨骨折
脳梗塞症	脳梗塞	ＸＸＸ症候群
左非浸潤性乳管癌	非浸潤性乳管癌	ゴム腫性フランベジア
むつかぶれ	おむつ皮膚炎	中脳水道先天異常
水平亜脱臼	亜脱臼	胸壁痛
右反復性膝蓋骨脱臼	反復性膝蓋骨脱臼	外陰開放創
早期癌	癌	膝皮膚欠損創
吻合部出血	出血	ＫＩＴ（ＣＤ１１７）陽性消化管間質腫瘍
子宮頸がん	子宮頚癌	斜骨折
腺扁平上皮癌	癌	血栓性静脈炎
喉頭蓋サルコイドーシス	サルコイドーシス	腹壁神経痛
結核性	結核	不育症
声門部狭窄	喉頭狭窄症	骨性斜頚
両側急性硬膜外血腫	急性硬膜外血腫	手指皮下血腫
高レニン高血圧	高レニン性高血圧症	骨形成不全症
頭蓋底髄膜腫	髄膜腫	ホルト・オラム症候群
右前胸部痛	前胸部痛	顔面皮膚上皮内癌
膵全体癌	膵癌	淋菌性咽頭炎
両側血気胸	血気胸	ガス自殺
穿刺部位出血	出血	主婦湿疹
手掌黄色腫	黄色腫症	手掌有棘細胞癌
皮膚湿疹	湿疹	裂溝性鼻
唾石	唾石症	非結核性抗酸菌性骨髄炎
非吻合部多発胆管狭窄	胆管狭窄症	腰仙部打撲傷
軽度肥満歴	肥満症	気管支痙攣
左腎嚢胞不変	腎のう胞	膵体尾部欠損
軽度発赤腫脹	発赤	無ベータリポ蛋白血症
左手関節変形	変形性手関節症	コクサッキーウイルス咽頭炎
蛋白尿（３＋）	蛋白尿	ＳＡＰＨＯ症候群
左手首痛	手部痛	陳旧性骨折
びまん性肺胞出血	肺胞出血	性交後出血
続発性赤芽球癆	赤芽球ろう	脛骨骨幹部骨折
インフルエンザ菌	インフルエンザ	人工膝関節周囲骨折
左舌区小細胞癌	小細胞肺癌	人工肩関節周囲骨折
左足背疼痛	足背痛	下顎口唇挫創
成人発症Ｓｔｉｌｌ病（ＡＯＳＤ）	成人スチル病	ビタミン過剰症
大球性正色素性貧血	正色素性貧血	前腕血管脂肪腫
双極Ⅱ型障害	２型双極性障害	パラインフルエンザウイルス気管支炎
限局型全身性強皮症	全身性強皮症	感冒性腸炎
右水晶体脱臼	水晶体脱臼	眼窩悪性腫瘍
心サルコイト゛ーシス	心サルコイドーシス	殿部筋肉痛
Ｓ状結腸高分化腺癌	Ｓ状結腸癌	腋窩腫脹
右側頬部腫脹	頬部腫脹	コレ・シカール症候群
右上背部痛	背部痛	足関節外果剥離骨折
両下肢痛み	疼痛	悪性症候群
多発海綿状血管腫	多発性海綿状血管腫	尿道球腺結核
結核歴	結核	不育症
ＳＭＡ浸潤	膵癌	混合型脳性麻痺症候群
微小癌	癌	フレームタイププロトラクター破損
慢性疼痛性障害	慢性疼痛	若年性ヘルペス状皮膚炎
高Ｃｌ血症	高クロール血症	脳毛細血管拡張症
乳頭状腺癌	癌	腰椎骨髄炎
帯状疱疹ウイルス脊髄炎	ウイルス脊髄炎	ミトコンドリア心筋症
内臓播種性ＶＺＶ感染症	汎発性帯状疱疹	羞明
様皮疹	発疹	腋窩圧挫傷
左帯状疱疹	帯状疱疹	脳皮質下出血
骨形成不全症Ⅲ型	骨形成不全症	後頭孔脳脱出症
高度肥満症	病的肥満症	先天性空腸狭窄症
右前頭葉脳内血腫	血腫	軟口蓋外傷
マルチミニコア病	マルチコア病	膀胱出血
四肢関節腫脹	関節炎	片側性唇・粘膜下口蓋裂
右腸骨静脈血栓症	腸骨静脈圧迫症候群	胎盤梗塞胎児
脳底動脈閉塞	脳底動脈閉塞症	胸部平滑筋肉腫
胸背部圧迫感	背部圧迫感	骨髄移植拒絶反応
眼瞼結膜軽度貧血	貧血	慢性裂肛瘢痕
子宮頸癌Ⅲｂ期	子宮頚癌	腸骨窩部痛
傍卵巣嚢胞	傍卵巣のう胞	臍帯圧迫
肝内腫瘤性病変	腫瘤	環指切創
血管性紫斑病	症候性紫斑病	痙性イレウス
時々右股関節痛	股関節痛	一側性顎関節突起形成不全
ＡＳＤ	心房中隔欠損症	乳糖不耐性下痢症
緑膿菌肺感染症	緑膿菌肺炎	精索炎
母子感染歴	母子感染	頭部皮下異物
ふらつきあり転倒リスク高い	めまい	閉じこめ症候群
頸腕症候群	頚肩腕症候群	腟狭窄症
食道癌術後リンパ節転移	リンパ節転移	細動脈硬化性萎縮腎
亜急性期小脳梗塞	小脳梗塞	メイ・ヘグリン症候群
喘息コントロール	咳喘息	鼻漏
右膝違和感	全身違和感	アルコール性コルサコフ症候群
腓骨神経麻痺徴候	腓骨神経麻痺	汎発性頑癬
中高分化型腺癌	癌	体表面積２０−２９％の腐蝕
軽度脳梗塞	脳梗塞	喉頭蓋裂
身体外傷	外傷	心筋変性症
心源性塞栓症	心原性脳塞栓症	大腿軟性線維腫
左上腕骨近位端骨折	上腕骨近位端骨折	血小板減少症
神経根性痛	疼痛	びらん性膀胱炎
白色壊死組織付着	壊死	鉤頭虫症
夜間中途覚醒	睡眠障害	エリスロポエチン産生腫瘍
軽度肺動脈弁狭窄	肺動脈弁狭窄症	習慣性顎関節亜脱臼
転移性肝癌術後再発	転移性肝癌	示指悪性黒色腫
無涙症	涙液分泌不全	オトガイ神経麻痺
劇症Ａ型肝炎	Ａ型劇症肝炎	結膜のうアルカリ化学熱傷
ｃｒｉｔｉｃａｌ　ｉｌｌｎｅｓｓ　ｐｏｌｙｎｅｕｒｏｐａｔｈｙ	多発ニューロパチー	ビタミン過剰症
右眼増殖性糖尿病網膜症	増殖性糖尿病性網膜症	妊娠性葉酸欠乏性貧血
右上腕腫脹	上腕部腫脹	体位性失神
右側胸水貯留	胸水貯留	腹部停留精巣
水疱瘡	水疱症	前腕母斑
軽度高Ｋ血症	高カリウム血症	肥大型心筋症
肝性脳症再発	肝性脳症	喉頭ジストニア
水様便流出	下痢症	オクルーザルスプリント破損
二絨毛膜二羊膜性双胎第	二絨毛膜二羊膜性双胎	深指屈筋腱断裂
浮腫傾向	浮腫	大腿部脂肪肉腫
骨Ｐａｇｅｔ病	骨パジェット病	大腸ＭＡＬＴリンパ腫
Ｅｎｔａｍｏｅｂａ　ｈｉｓｔｏｌｙｔｉｃａ	アメーバ赤痢	ビタミン過剰症
左頚部内頸動脈狭窄	内頚動脈狭窄症	ネザートン症候群
大腿筋横紋筋肉腫	横紋筋肉腫	鞍結節部悪性髄膜腫
腸炎性関節炎	関節炎	高アミラーゼ血症
ＰＭＳ	月経前症候群	手骨開放骨折
腓腹部圧痛	腹部圧痛	関節型若年性特発性関節炎
非チフス性Ｓａｌｍｏｎｅｌｌａ菌血症	菌血症	弛緩性片麻痺
微小多発肝膿瘍	肝膿瘍	尿管炎
卵管狭窄	卵管狭窄症	１１β−水酸化酵素欠損症
胸部大動脈解離	急性大動脈解離	光線黄斑症
蜂窩織炎発症	蜂窩織炎	原発性希発月経
輪状披裂関節炎	関節炎	前期破水による羊水過少症
左下肢蜂窩織炎	下肢蜂巣炎	正中唇裂
肺塞栓	肺塞栓症	総指伸筋腱脱臼
咽頭残留	嚥下障害	眼球破裂
低髄圧症状	低髄液圧症	歯肉退縮
左腓骨開放骨折	腓骨開放骨折	環椎後頭関節捻挫
大量水様下痢	下痢症	のう胞性腺増殖症
処方右乳癌	乳癌	外耳道ボーエン病
症候性けいれん	症候性てんかん	腹腔内遊離体
低血糖回避	低血糖	アレルギー性関節炎
左慢性閉塞隅角緑内障	慢性閉塞隅角緑内障	腸骨部膿瘍
弧発性古典的ＣＪＤ	孤発性クロイツフェルト・ヤコブ病	乳糖不耐性下痢症
呼吸機能低下	呼吸機能検査異常	膀胱頚部硬化症
右大腿リンパ節転移	リンパ節転移	黄疸
左第３趾潰瘍	趾皮膚潰瘍	内頚動脈瘤
足変形	足部変形	流産熱
膝関節水腫	膝関節水症	母指咬創
腹部瘢痕ヘルニア	腹壁瘢痕ヘルニア	巨大尿管
月経困難	月経困難症	脳挫傷・頭蓋内に達する開放創合併あり
左局所進行乳癌	進行乳癌	外耳道ボーエン病
好酸球性胆嚢炎	胆のう炎	結腸神経内分泌腫瘍
左下腿骨幹部骨折	骨折	尋常性ざ瘡
即時型アレルギー	アレルギー	多発梗塞性認知症
ふらつき有	めまい	口腔粘膜結核
ループス腎炎Ｖ型	ループス腎炎	活動過剰
閉塞性睡眠時無呼吸症侯群	睡眠時無呼吸症候群	連鎖球菌性髄膜炎
右下肢しびれ	下肢しびれ	耳介挫滅創
頭部脂漏性皮膚炎	脂漏性皮膚炎	重症便秘症
結核性ブドウ膜炎	結核性ぶどう膜炎	先天性腓骨弯曲
左真珠腫性中耳炎再発	真珠腫性中耳炎	手指偽関節
傍大動脈ＬＮ転移	大動脈周囲リンパ節転移	斑状皮疹
痙直型四肢麻痺	四肢麻痺	腸管癒着
角化性紅斑散在	紅斑症	急性小脳性失調症
労作時呼吸苦自覚	労作時呼吸困難	ＭＰ関節痛
慢性腎炎	慢性腎炎症候群	尿毒症性心膜炎
間質性肺炎像	間質性肺炎	連結冠過高
嘔気様	嘔気	網膜膠腫
左側頭葉皮質化出血	出血	外傷性滑車神経損傷
左上腕骨開放骨折	上腕骨開放骨折	側腹部第１度熱傷
腹部膨満継続	腹部膨満	肺動脈血栓症
右足底腱膜炎	足底筋膜炎	棘刺創
両側顎関節症	顎関節症	純型肺動脈閉鎖
出血性黄体	出血性黄体のう胞	弛緩性神経因性膀胱
右鼡径部疼痛	鼡径部痛	顔面掻創
高～中分化型管状腺癌	癌	体表面積２０−２９％の腐蝕
Ｌａｍｉｖｕｄｉｎｅ耐性Ｂ型肝硬変	Ｂ型肝硬変	晩期梅毒
遺伝性腎炎	家族性腎炎	家族性地中海熱
湿疹化	湿疹	多発性腹腔内臓器損傷・腹腔に達する開放創合併なし
左大腿部蜂窩織炎	大腿部蜂巣炎	口唇粘液のう胞
下肢対麻痺	対麻痺	頚椎捻挫
成長発達遅滞	発達遅滞	ピロプラスム症
下腿点状出血	点状出血	主婦湿疹
脈管奇形	奇形	正常眼圧緑内障
手指欠損	手指欠損症	門脈損傷
咽頭粘膜軽度発赤	咽頭発赤	足底多汗症
可動時痛	疼痛	肛門管炎
下垂手	垂れ手	卵巣明細胞腺癌
左陰嚢内容腫大	陰のう腫大	腰仙部血管脂肪腫
痰がからみ	喀痰	空隙歯列弓
朝出血	出血	顎関節部裂創
右鼠経ヘルニア修復術	鼡径ヘルニア	白点状眼底
ステロイド骨粗鬆症	ステロイド性骨粗鬆症	陰茎陰のう浮腫
足趾冷感	下肢冷感	予防接種後敗血症
不整腫瘤	腫瘤	足関節偽痛風
腎前性脱水	脱水症	遷延性心内膜炎
左肩部痛	肩部痛	脛骨前筋症候群
頸部皮下膿瘍	皮膚膿瘍	加齢黄斑変性
ウイルス性感冒	感冒	卵巣腫瘍破裂
多発腫大リンパ節	リンパ節腫大	リンパ球性下垂体炎
腹部自発痛	腹痛症	足関節内骨折
中分化型前立腺癌	前立腺癌	体表面積２０−２９％の腐蝕
左一側性形成不全性股関節症	一側性形成不全性股関節症	股関節痛
好酸球性気道炎症	好酸球性気管支炎	急性尿細管壊死
腸管蠕動障害	腸管運動障害	眼瞼挫創
褥瘡形成リスク高い	褥瘡	直腸良性腫瘍
腰椎変性辷り症	腰椎変性すべり症	輪状披裂関節捻挫
手術高血圧	高血圧症	喉頭痛
嚥下下困難	嚥下障害	慢性血行性脛骨骨髄炎
てんかん脳波	異常脳波	接触性眼瞼結膜炎
巨大血腫	血腫	エンテロウイルス腸炎
十二指腸原発神経内分泌腫瘍	十二指腸神経内分泌腫瘍	多発性外傷
腹水多量貯留	腹水症	腹部停留精巣
内腸骨リンパ節転移	腸骨リンパ節転移	コンポジットレジン脱離
ＣＭＶ胃腸炎	サイトメガロウイルス腸炎	ばち指
瘢痕痙性	瘢痕	脊髄性小児麻痺
両Ｔ字杖歩行	歩行障害	母指剥皮創
便性状変化	便異常	多発性筋炎
右血栓閉塞	血栓塞栓症	急性リンパ性髄膜炎
出血付着程度	出血	主婦湿疹
右海綿静脈洞髄膜腫	髄膜腫	乳腺腫瘤
虚血性心疾患合併	虚血性心疾患	バーキット白血病
壊死性筋炎	筋炎	母趾基節骨開放骨折
全肺腫瘍	肺腫瘍	ＣＡ１９−９高値
軽度構音障害	構音障害	前腕表在損傷
両下腿紅斑	紅斑症	耳介部腫瘍
低Ｃａ血症	低カルシウム血症	更年期神経症
二次性副腎不全	副腎クリーゼ	遺残性頚動脈脳底動脈吻合
一週間程度眠気	非器質性過眠症	線維性骨炎
子宮内腔癒着	子宮内膜症	脊椎披裂症
項部硬直軽度	項部硬直	外傷性脳動脈瘤
下熱	発熱	腸管運動障害
右母指陳旧性尺側側副靱帯損傷	靱帯損傷	一側性先天性股関節亜脱臼
左気管支狭窄	気管支狭窄症	開放性多発性骨盤内臓器損傷
皮膚型ＰＮ	結節性多発動脈炎	悪性小脳腫瘍
肺線維化	肺線維症	乳児ボツリヌス症
副鼻腔軽度粘膜肥厚	副鼻腔炎	膝蓋骨脱臼
味覚異常Ｇｒ１	味覚異常	環椎後頭骨癒合
中心視野欠損	視野欠損	うっ血性鼻炎
昨晩低血糖	低血糖	死体腎移植後
両水腎症	両側水腎症	閉鎖性外傷性脳室内出血
前回貧血	貧血	環指中節骨骨端線損傷
骨粗鬆症性圧迫骨折	骨粗鬆症・病的骨折あり	腹部第３度熱傷
右肺原発肺腺癌	肺腺癌	精索脂肪腫
脊髄原発悪性リンパ腫	悪性リンパ腫	頚部リンパ節炎
手指浮腫	浮腫	外耳道癌
口内炎再発	口内炎	橈骨遠位端骨折
皮質性認知症	皮質下認知症	殿筋炎
足背発赤	発赤	胎向異常新生児
後縦隔腫瘤	縦隔腫瘍	間欠性跛行
頚椎症性脊椎症	脊椎症	ＩＣＵ症候群
中部延髄右外側脳梗塞	脳梗塞	感染性口内炎
仙骨部瘻孔	難治性瘻孔	胃底部癌
軽鎖沈着症	単クローン性軽鎖重鎖沈着症	手部基底細胞癌
右傍気管リンパ節転移	リンパ節転移	口腔内血腫
ｓｍａｌｌ　ｃｅｌｌ　ｃａｒｃｉｎｏｍａ	癌	ビタミン過剰症
遺伝性出血性毛細血管拡張症	オスラー病	２型糖尿病性腎症第３期
胸椎後縦靭帯骨化症	胸椎後縦靱帯骨化症	葉間胸水
重症敗血症性ショック	敗血症性ショック	十二指腸ポリープ
間質性肺炎評価	間質性肺炎	ＫＲＡＳ遺伝子野生型直腸癌
右腎損傷	腎損傷	出血傾向
右肺門部原発	原発性肺癌	乳房咬創
再発食道癌	食道癌	反復性耳下腺炎
不定愁訴多い	不定愁訴症	包皮切創
発熱再燃	発熱	腸管運動障害
左肩関節痛	肩関節痛症	付加装置不適合
瘢痕様変化	瘢痕	接触性口内炎
元々頻尿	頻尿症	子宮腫瘍
浮腫対策	浮腫	大腿部脂肪肉腫
核下性顔面神経麻痺	顔面神経麻痺	脳幹神経膠腫
皮膚原発悪性リンパ腫	悪性リンパ腫	分娩における喉頭痙攣
市中感染型ＭＲＳＡ	ＭＲＳＡ感染症	誇大妄想
左尿管結石	尿管結石症	心因性生理的機能低下
乾性咳嗽頻回	乾性咳	腓腹筋痛
首痛	頚部痛	ピーナッツアレルギー
右側頭部紫斑	紫斑病	腸潰瘍
薬剤過敏性症候群	薬物過敏症	眼部開放創
延長症候群	ＱＴ延長症候群	上腕単独欠損
紫斑形成軽度	紫斑病	瓜実条虫症
両側肺動脈狭窄症	肺動脈狭窄症	特発性下垂体機能低下症
子宮筋腫核出後妊娠	妊娠	急性漿液ムチン性中耳炎
ＡＲＤＳ合併	急性呼吸窮迫症候群	乳糖不耐性下痢症
胆道系閉塞	胆道閉塞	小リンパ球性リンパ腫
軟骨損傷	肋軟骨損傷	ショパール関節炎
右副腎原発	副腎腫瘍	開放性胸管損傷
ｋｌｅｂｓｉｅｌｌａ　ｐｎｅｕｍｏｎｉａｅ感染症	クレブシェラ属感染	高リン血症
パ−キンソン症候群	パーキンソン症候群	化膿性関節炎・肩関節
右原発性肺癌	原発性肺癌	匙状爪
敗血症性ショック状態	敗血症性ショック	十二指腸ポリープ
時々発疹	発疹	心臓型総肺静脈還流異常症
めまい軽度	めまい	微熱
右横隔膜筋欠損	筋欠損	脳挫創・頭蓋内に達する開放創合併なし
脳症後遺症	脳症	足底部腫脹
胸膜悪性中皮腫	悪性胸膜中皮腫	心膜腔のう胞
漿膜損傷	損傷	双胎妊娠
頸椎症性	頚椎症	陰茎脂肪腫
多発外傷	多発性外傷	椎骨動脈閉塞症
皮膚損傷起	皮膚損傷	多趾切断
ふらつき目立	めまい	連結冠不適合
近位筋痛	筋肉痛	肘頭骨折
採血上脱水	脱水症	脛骨腓骨骨折
脳血管芽腫	小脳血管芽腫	外転神経麻痺
右慢性中耳炎	慢性中耳炎	多指切断
アレルギー様	アレルギー	多発梗塞性認知症
ノカルジア脳膿瘍	ノカルジア症	口唇刺創
大腸ポリープ有	大腸ポリープ	全子宮内反症
右後頭部帯状疱疹	後頭部帯状疱疹	動眼神経不全麻痺
右頚部結核性リンパ節炎	結核性リンパ節炎	頭部皮下血腫
