出現形	正解	予測
ｋｌｅｂｓｉｅｌｌａ　ｐｎｅｕｍｏｎｉａｅ感染症	クレブシェラ属感染	ＥＳＢＬ産生菌感染症
めまい軽度	めまい	めまい症
右横隔膜筋欠損	筋欠損	横隔膜欠損
脳症後遺症	脳症	脳手術後遺症
漿膜損傷	損傷	硬膜損傷
ふらつき目立	めまい	顔面せつ
近位筋痛	筋肉痛	項背部筋痛
ノカルジア脳膿瘍	ノカルジア症	アメーバ性脳膿瘍
右前腕皮疹	発疹	四肢発疹
後腹膜浸潤	後腹膜悪性腫瘍	腹膜癒着
網状紫斑	紫斑病	色素性紫斑
胚細胞腫瘍	腫瘍	卵巣胚細胞腫瘍
ゲノタイプ１ｂ型Ｃ型肝硬変	Ｃ型肝硬変	Ｂ型肝硬変
類円形腫大	リンパ節腫大	線維形成性小円形細胞腫瘍
中枢性気管支拡張像	気管支拡張症	先天性気管支拡張症
小股歩行	歩行異常	内反歩行
糖尿病末梢神経障害	糖尿病性単ニューロパチー	糖尿病性末梢神経障害
ルンバール後頭痛	腰椎穿刺後頭痛	典型的前兆に頭痛を伴う片頭痛
急性重症Ｂ型肝炎	Ｂ型肝炎	Ｂ型急性肝炎
下垂時疼痛	疼痛	下肢痛
頚部蜂窩織炎	頚部蜂巣炎	蜂窩織炎
腹満不変	腹部膨満	小腹硬満
結核性喉頭狭窄	喉頭狭窄症	喉頭結核
両側鼻内ポリープ	鼻茸	後鼻孔ポリープ
手掌潮紅	紅潮	手掌紅斑
低血糖歴何年	低血糖	夜間低血糖症
離床時眩暈	めまい	起立性眩暈
ＳＬＥ発症	全身性エリテマトーデス	ＬＧＬ症候群
軽度咽頭違和感	咽頭異常感症	咽喉頭異常感症
体熱感	不明熱	体感異常
両側大腰筋血腫	血腫	腰部血管腫
ＰＳＬＮ転移	大動脈周囲リンパ節転移	テント上下転移性腫瘍
肺腫瘍塞栓症	肺腫瘍	肺塞栓症
圧迫性脊髄症	脊髄症	脊髄圧迫症
出血源不明	出血	出血傾向
椎間板突出	椎間板症	椎間板変形
カルチノイド腫瘍	カルチノイド	胸腺カルチノイド
心臓内腫瘤	腫瘤	心臓腫瘍
日中気分不快	悪心	気分異常
けいれん再発	痙攣	てんかん様発作
手指痺れ	しびれ感	手指こわばり
左卵管水腫	卵管留水症	胎児水腫
歩行時呼吸困難	労作時呼吸困難	夜間呼吸困難
ガーゼ出血	出血	点状出血
右被殻脳梗塞	被殻出血	再発性脳梗塞
腺腫内癌	癌	大腸腺腫内癌
膣転移	腟癌	転移性腎腫瘍
左小脳陳旧性梗塞	陳旧性脳梗塞	陳旧性小脳梗塞
淡黄色粘稠痰	喀痰	膿性痰
外傷所見	外傷	頭部外傷
左末梢性肺動脈狭窄	肺動脈狭窄症	末梢性肺動脈狭窄症
骨代謝異常	代謝障害	骨異栄養症
心陰影拡大	胸部異常陰影	異常心陰影
腎動脈下腹部大動脈瘤	腹部大動脈瘤	腎動脈瘤
腸管壁内気腫	皮下気腫	口腔粘膜下気腫
慢性活動性ＥＢＶ感染症	ＥＢウイルス感染症	急性ＨＩＶ感染症候群
足関節圧痛	関節痛	足関節痛
顔面紅班	紅斑症	顔面紅潮
排便痛	排便障害	排尿痛
代謝異常	代謝障害	基礎代謝率異常
両下肢リンハ゜浮腫	下肢リンパ浮腫	上肢浮腫
左頸部ＬＮ腫脹	肘リンパ節腫脹	縦隔リンパ節腫脹
肺門部リンパ節腫脹	リンパ節腫大	肺門リンパ節腫脹
呼吸困難感軽度	呼吸麻痺	呼吸困難
左膝窩動脈血栓症	動脈血栓症	大腿静脈血栓症
開口制限	開口不全	開口障害
変形性関節炎	変形性関節症	破壊性関節炎
鼠径部血腫	血腫	頭部血腫
暗赤色嘔吐	嘔吐症	糞便性嘔吐
左増殖性糖尿病網膜症	糖尿病網膜症	増殖性糖尿病性網膜症
レム睡眠行動異常	異常行動	レム睡眠行動障害
声帯癌	声門癌	仮声帯癌
左大腿部疼痛	大腿痛	大腿内側部痛
中枢神経浸潤	中枢神経系損傷	中枢神経ループス
直腸皮下瘻孔	難治性瘻孔	直腸皮膚瘻
胆嚢腫大	胆のう肥大	胆管腫瘍
Ｈｅｅｒｆｏｒｄｔ症候群	ぶどう膜耳下腺熱	ＭＥＲＲＦ症候群
失見当障害	見当識障害	失認
ツツガムシ感染症	つつが虫病	アニサキス幼虫感染症
前立腺浮腫	浮腫	全身性浮腫
右鼠径リンパ節腫脹	鼡径部リンパ節腫脹	縦隔リンパ節腫脹
ＡＡＡ破裂	腹部大動脈瘤	ＣＡＤ／ＣＡＭ冠破損
夜間覚醒	不眠症	深昏睡
機会誤嚥	嚥下障害	異物誤嚥
大腿静脈血栓	静脈血栓症	大腿静脈血栓症
新生血管緑内障	緑内障	血管新生緑内障
甲状腺低下症	甲状腺機能低下症	副甲状腺機能低下症
アメーバ肝膿瘍	肝アメーバ症	アメーバ性肝膿瘍
先天性真珠腫	真珠腫	仮性真珠腫
右肺門部浸潤影	胸部異常陰影	肺門部異常陰影
食道悪性腫瘍	食道癌	食道良性腫瘍
レントゲン異常	胸部異常陰影	フィブリノゲン異常症
低酸素症状	低酸素性脳症	低酸素血症
粘稠痰少量	喀痰	膿性痰
ダンベル型腫瘍	腫瘍	ＣＲＨ産生腫瘍
感染性仮性嚢胞	仮性膵のう胞	オザルド糸状虫感染
乳房熱感	ほてり	乳房よう
大腸穿孔	腸穿孔	小腸穿孔
腎瘢痕	瘢痕	腎瘻
孤立性左室緻密化障害	孤立性心筋緻密化障害	房室伝導障害
進行性顔面片側萎縮症	顔面痙攣症	顔面半側萎縮症
非逆流性食道炎	食道炎	逆流性食道炎
甲状腺萎縮	後天性甲状腺萎縮	先天性甲状腺萎縮
呼吸苦自覚症状	呼吸困難	外傷性呼吸困難症
多発単神経障害	多発性単ニューロパチー	多発性神経障害
右肺上葉結節影	胸部異常陰影	肺野円形陰影
リステリア感染症	リステリア症	リケッチア感染症
アルコール性脂肪性肝炎	アルコール性脂肪肝	非アルコール性脂肪性肝炎
脳室穿破	脳出血	脳梁離断術後
鼠径部リンパ節腫大	鼡径部リンパ節腫脹	リンパ節腫大
原発不明癌頸部リンパ節転移	頚部リンパ節転移	肺門リンパ節転移
右下葉原発扁平上皮癌	下葉肺扁平上皮癌	上葉肺扁平上皮癌
便秘悪化	便秘症	習慣性便秘
潜血３	顕微鏡的血尿	便潜血
アレルギー性血管浮腫	浮腫	アレルギー性浮腫
顕微的血尿	血尿	顕微鏡的血尿
日中痛み	疼痛	全身痛
眼球運動痛	疼痛	眼球運動痙攣
Ｙｅｒｓｉｎｉａ　ｅｎｔｅｒｏｃｏｌｉｔｉｃａ感染症	エルシニア菌食中毒	ＭＲＣＮＳ感染症
多発肺内転移	転移性肺癌	転移性肺腫瘍
糖尿病性自律神経障害	糖尿病性自律神経ニューロパチー	糖尿病性末梢神経障害
抗原血症	サイトメガロウイルス感染症	循環性抗凝血因子症
甲状軟骨浸潤	甲状軟骨の悪性腫瘍	甲状軟骨裂
潜在性副腎皮質機能低下症	副腎皮質機能低下症	続発性副腎皮質機能低下症
眼球陷凹	眼球陥没	眼瞼瘻孔
両足趾潰瘍	趾皮膚潰瘍	手指皮膚潰瘍
左鎖骨下リンパ節転移	リンパ節転移	鎖骨上リンパ節転移
両眼糖尿病性網膜症	糖尿病網膜症	２型糖尿病性網膜症
踵部発赤	発赤	下腿発赤
痔疾患	痔核	胼胝
非結核性抗酸菌性人工関節感染症	非結核性抗酸菌症	非結核性抗酸菌性股関節炎
前胸痛	胸痛	前胸部痛
結腸皮膚瘻	皮膚瘻	結腸瘻
患肢熱感	ほてり	下肢冷感
両側腎膿瘍	腎膿瘍	腎周囲膿瘍
潜血	顕微鏡的血尿	便潜血
右鼡径部皮下出血	皮下出血	頭部皮下出血
右下腿筋肉内出血	筋肉内血腫	大腿部皮下出血
気分悪	悪心	気分異常
遠位弓部嚢状動脈瘤	動脈瘤	弓部大動脈瘤
尿潜血遷延	顕微鏡的血尿	便潜血
造骨性骨転移	骨転移癌	骨盤転移
リンハ゜節腫大	リンパ節腫大	鼡径部リンパ節腫脹
皮疹拡大傾向	発疹	全身発疹
依然浮腫	浮腫	全身性浮腫
右足底部蜂窩織炎	足蜂巣炎	蜂窩織炎
進行性直腸癌	直腸癌	胃進行癌
二次性血小板増多症	血小板増加症	二次性血小板増加症
最近浮腫	浮腫	全身性浮腫
労作時頻脈	頻脈症	徐脈発作
重症胆管炎	胆管炎	急性胆管炎
右側胸部痛	胸痛	側胸部痛
右上肢発赤	発赤	下腿発赤
呂律のまわりにくさ	構音障害	排便習慣の変化
アミオダロン誘発性甲状腺中毒症	薬剤性甲状腺機能障害	人為的甲状腺中毒症
左胸部痛	胸痛	側胸部痛
左下腿ＤＶＴ	下腿静脈血栓症	多発性下腿血管損傷
致死性不整脈出現	不整脈	術中心室性不整脈
顆粒膜細胞腫	卵巣顆粒膜細胞腫	悪性顆粒細胞腫
一瞬痛み	疼痛	持続痛
難治性皮膚非定型抗酸菌症	非結核性抗酸菌症	多剤耐性腸球菌感染症
頚部鈍痛	鈍痛	頚部痛
右肺上葉陰影	胸部異常陰影	下肺野陰影
右上葉肺結節	結節性肺結核	皮下結節
味覚変化	味覚障害	味覚消失
浮腫悪化	浮腫	全身性浮腫
凝固異常症	血液凝固異常	凝固因子欠乏症
右側頭葉脳梗塞	脳梗塞	脳幹梗塞
両側下顎骨折	下顎骨骨折	下顎頭骨折
多発性肝腫瘤	肝腫瘍	肝腫瘤
意味性錯語	文意失語症	錯味
ｃｏａｒｓｅ　ｃｒａｃｋｌｅｓ	湿性ラ音	ＣＡＲＡＳＩＬ
緑色下痢便	下痢症	白色便性下痢症
ＡＶブロック	房室ブロック	ＡＶＭ
前縦隔ＬＮ転移	縦隔リンパ節転移	テント上下転移性腫瘍
間質性肺炎発症	間質性肺炎	特発性間質性肺炎
外側脱臼	脱臼	前方脱臼
左殿部疼痛	殿部痛	急性疼痛
両足しびれ	下肢しびれ	四肢しびれ
膜性増殖性	膜性増殖性糸球体腎炎	強膜拡張症
頻脈性心房粗動	心房粗動	頻脈性心房細動
実質外腫瘤	腫瘤	皮下腫瘤
間質性肺炎悪化	間質性肺炎	急性間質性肺炎
重症低体温症	低体温	本態性高体温症
関節炎悪化	関節炎	慢性関節炎
両手指浮腫	浮腫	足部浮腫
浸潤癌化	癌	肺未分化癌
就寝後呼吸困難	呼吸困難	夜間呼吸困難
訪室時疼痛	疼痛	急性疼痛
軽度黄染	黄疸	黄熱
転移性膵癌	膵癌	転移性肝癌
間歇跛行	間欠性跛行	跛行
動脈瘤コイル塞栓術	動脈瘤	脳底動脈先端塞栓症
右膝疼痛	膝関節痛	膝窩部痛
皮内腫瘍	腫瘍	皮膚腫瘍
左前床突起部髄膜腫	髄膜腫	前頭髄膜腫
軽度腹部痛	腹痛症	背部痛
多発毛細血管拡張	オスラー病	毛細血管拡張症
左肺動脈ＰＥ	肺動脈血栓塞栓症	主要大動脈肺動脈側副血行路
胃潰瘍再発	胃潰瘍瘢痕	再発性胃潰瘍
境界域精神発達遅滞	知的障害	自閉性精神発達遅滞
外陰部ｐａｇｅｔ癌	外陰部パジェット病	外陰部アポクリン腺癌
リウマチ様症状	関節リウマチ	リウマチ反応陽性
骨盤位妊娠	骨盤位	自然骨盤位分娩
左椎間孔狭窄	結合組織性椎間孔狭窄症	椎間板性椎間孔狭窄症
前立腺軽度腫大	前立腺肥大症	前立腺上皮内腫瘍
大腸憩室症	多発性大腸憩室症	小腸憩室症
右腹痛	腹痛症	下腹痛
嚥下耳痛	耳痛症	嚥下痛
原発性ヘモクロマトーシス	ヘモクロマトーシス	続発性ヘモクロマトーシス
逆行性Ｐ波	心電図異常	異常脳波
臀部圧痛	圧痛	腹部圧痛
多発皮下転移	皮下腫瘍	テント上下転移性腫瘍
副鼻腔病変	副鼻	副鼻腔異物
安静時呼吸苦	呼吸困難	夜間呼吸困難
陰嚢疼痛	陰のう痛	陰茎部疼痛
上眼瞼腫脹	眼瞼浮腫	眼瞼外傷性腫脹
右下肢複雑骨折	開放骨折	下肢多発骨折
可動性良好腫瘤	腫瘤	眼瞼良性腫瘤
両頬部発赤	発赤	咽頭発赤
感染性肝嚢胞	肝のう胞	巨大肝蛭感染症
皮下出血斑	皮下出血	下肢出血斑
右下腿骨髄炎	大腿骨骨髄炎	下腿骨骨髄炎
平行機能障害	平衡異常	知的障害・要治療の行動機能障害あり
元々杖歩行	歩行障害	痙性歩行
毎回失禁	尿失禁症	切迫性尿失禁
非医原性左尿管狭窄	尿管狭窄	先天性尿管狭窄症
下腿血腫	血腫	下腿血管腫
逆流性膀胱炎	膀胱尿管逆流	反復性膀胱炎
覚醒時疼痛	疼痛	術後疼痛
左大転子部発赤	発赤	下腿発赤
リンパ腫再発	悪性リンパ腫	リンパ腫
重度運動障害性構音障害	構音障害	運動障害性構音障害
癌性胸腹膜炎	癌性腹膜炎	癌性胸膜炎
帯状疱疹ウイルス脳炎	帯状疱疹性脳炎	ウイルス性脳炎
齲蝕	う蝕	腐蝕
腎性急性腎障害	腎障害	急性腎性腎不全
喉頭嚢胞	喉頭のう胞	喉頭蓋のう胞
左上下肢しびれ	半身しびれ	下肢しびれ
心筋傷害	心筋疾患	心筋症
胆嚢胆石	胆泥	総胆管結石性胆のう炎
縱隔リンパ節転移	縦隔リンパ節転移	鼡径部リンパ節転移
悪性細胞	癌	軟部悪性巨細胞腫
Ｌｉｓｔｅｒｉａ　ｍｏｎｏｃｙｔｏｇｅｎｅｓ敗血症	敗血症	ＭＲＣＮＳ敗血症
左下肢原発性リンパ浮腫	リンパ浮腫	上下肢リンパ浮腫
呼気時喘鳴	喘鳴	先天性喘鳴
落ち着かない	多動性障害	落ち込み
周術期喘息発作	気管支喘息発作	気管支喘息重積発作
薬剤性副腎不全	副腎皮質機能低下症	急性腎不全
乳がん	乳癌	乳頭びらん
右上顎洞真菌症	上顎洞炎	深在性皮膚真菌症
右足滑液包炎	滑液包炎	足関節滑液包炎
左大腿部痛	大腿痛	大腿内側部痛
隆起性病変	胃ポリープ症	持久性隆起性紅斑
腫瘤状構造	腫瘤	頭部腫瘤
細菌性赤痢感染症	赤痢	細菌感染症
多数骨折	骨折	重複骨折
３型進行癌	癌	進行性前立腺癌
全頭脱毛症	脱毛症	全身性脱毛症
ｆａｎ症候群	マルファン症候群	ＣＦＣ症候群
脊椎椎間板炎	椎間板炎	頚椎椎間板炎
起始異常	冠動脈起始異常	勃起不全
ふらつき感自覚	よろめき歩行	感覚異常症
腎嚢胞出血	傍腎盂のう胞	腎出血
無症候性キャリア	ＨＴＬＶ−１キャリア	ＨＥＶキャリア
中等度腹水	腹水症	異常腹水
受容体脳炎	抗ＮＭＤＡ受容体脳炎	続発性脳炎
肛門部軽度発赤	肛門部周囲炎	咽頭発赤
側方リンパ節転移	リンパ節転移	多部位リンパ節転移
肺腫瘤影	胸部異常陰影	肺腫瘤陰影
複雑型異型子宮内膜増殖症	腺腫性子宮内膜増殖症	複雑型子宮内膜異型増殖症
肝肥大	肝型糖原病	肝腫大
紅斑腫脹	紅斑症	多形滲出性紅斑
腰部圧痛	腰痛症	腰殿部痛
肺血症性ショック	敗血症性ショック	出血性ショック
凝固線溶系異常	血液凝固異常	先天性血液凝固因子異常
異所性静脈瘤	静脈瘤	静脈瘤性動脈瘤
腫瘍崩壊	腫瘍	腫瘍崩壊症候群
右腸骨ＬＮ転移	腸骨リンパ節転移	直腸癌骨転移
右腎被膜下血腫	血腫	外傷性腎被膜下血腫
脱分化型脂肪肉腫	脂肪肉腫	線維脂肪肉腫
非機能性下垂体腫瘍	下垂体腫瘍	下垂体良性腫瘍
小人症	低身長症	小児性愛
右臼蓋転移	骨盤転移	側頭部転移性腫瘍
右頭頂葉脳梗塞	脳梗塞	脳幹梗塞
右眼網膜症	網膜症	近視性網膜症
足趾壊疽	趾壊死	足壊疽
左肺尖部腺癌	肺腺癌	肺門部腺癌
紅色皮疹	発疹	紅色汗疹
頚管狭窄	子宮頚管狭窄症	卵管狭窄症
脳梗塞後後遺症	脳梗塞	脳梗塞後遺症
紅斑熱	日本紅斑熱	紅斑症
多発頭蓋骨転移	骨転移癌	転移性頭蓋骨腫瘍
Ｄａｎｌｏｓ症候群	エーラス・ダンロス症候群	ＭＥＬＡＳ症候群
運動低下性構音障害	構音障害	運動障害性構音障害
両側腸腰筋血腫	血腫	腰部血管腫
肝嚢胞感染	肝のう胞	巨大肝蛭感染症
顔面骨圧痛	圧痛	骨痛
会陰部疼痛	外陰部痛	陰茎部疼痛
咀嚼時痛	咀嚼筋痛障害	鼡径部痛
２次性副甲状腺機能亢進症	副甲状腺機能亢進症	二次性甲状腺機能亢進症
右前大脳動脈未破裂動脈瘤	前大脳動脈瘤	未破裂脳動脈瘤
リウマチ性胸水	リウマチ性肺疾患	血性胸水
右眼白内障手術	白内障	白内障術後
悪性リンハ゜腫	悪性リンパ腫	鼡径部リンパ節腫脹
右基底核梗塞	脳梗塞	再発性脳梗塞
境界型耐糖能障害	耐糖能異常	糖質不耐性吸収不良症
リウマチ疾患	関節リウマチ	リウマチ性肺疾患
ＶＨＬ病	フォンヒッペル・リンダウ病	ＨＤＬＳ
陰嚢部腫脹	陰のう腫大	胸部腫脹
高分化型腺癌	癌	甲状腺未分化癌
Ｍｙｃｏｂａｃｔｅｒｉｕｍ　ｓｈｉｇａｅｎｓｅ感染症	非結核性抗酸菌症	ＭＲＣＮＳ感染症
両側肺動脈血栓塞栓	動脈血栓症	肺動脈血栓塞栓症
臀部炎症性粉瘤	粉瘤	静脈瘤性皮膚炎
左耳耳鳴	耳鳴症	頚性耳鳴
鼠経ヘルニア	鼡径ヘルニア	腹壁ヘルニア
薬剤性腎不全	薬剤性腎障害	慢性腎不全
腫瘍増悪	腫瘍	悪性腫瘍
完全型ベーチェット病	ベーチェット病	不全型ベーチェット病
筋肉痙攣	痙攣	筋痙直
癌性髄膜腫症	悪性髄膜腫	髄膜癌腫症
化膿性脊椎椎間板炎	化膿性椎間板炎	頚椎化膿性椎間板炎
呼吸性雑音	胸部音異常	異常呼吸
両肩関節圧痛	圧痛	関節痛
多発肝細胞癌	肝腫瘍	肝細胞癌
右腎小嚢胞	傍腎盂のう胞	多房性腎のう胞
進行性食道癌	食道癌	早期食道癌
大腿骨近位部骨折	大腿骨骨折	大腿骨遠位端骨折
刺激性皮膚炎	皮膚炎	虫刺性皮膚炎
慢性緑膿菌感染	緑膿菌感染症	多剤耐性緑膿菌感染症
回腸閉塞	回腸狭窄	回腸閉鎖
尾部嚢胞	膵のう胞	類皮のう胞
虫刺症	蜂刺症	刺虫症
膵仮性嚢胞破裂	仮性膵のう胞	閉鎖性膵臓破裂
シェーンラインヘノッホ紫斑病	ＩｇＡ血管炎	高グロブリン血性紫斑病
チャーグ－ストラウス症候群	好酸球性多発血管炎性肉芽腫症	アダムス・ストークス症候群
低ＡＴⅢ血症	アンチトロンビン欠乏症	高ＩｇＤ血症
超皮質性感覚性失語	皮質下感覚性失語症	超皮質性失語
ＮＯＭＩ	腸壊死	ＭＮＧＩＥ
左踵骨裂離骨折	踵骨骨折	腓骨剥離骨折
慢性糸球体炎	糸球体腎炎	急性毛様体炎
左眼結膜下出血	結膜下出血	眼瞼結膜出血
四肢圧痛	圧痛	四肢痛
関節変形	関節奇形	股関節変形
気分変動	気分変調症	気分異常
立位バランス練習重症筋無力症	重症筋無力症	全身型重症筋無力症
左上葉小細胞肺癌	上葉小細胞肺癌	上葉非小細胞肺癌
食道カンジタ症合併ＨＩＶ感染症	ＨＩＶカンジダ病	ＨＴＬＶ−１感染症
固縮無動	こわばり	固縮性扁平足
小体認知症	認知症	レビー小体型認知症
突然腹痛	腹痛症	持続腹痛
生検部感染徴候	創傷感染症	生検後感染
右眼下鼻側視野異常	視野障害	単眼性視力障害
右肺Ｓ４原発腺癌	肺腺癌	原発性肺癌
喘息コントロール不良	咳喘息	非アトピー性喘息
腹部大動脈狭窄症	大腿動脈狭窄症	大動脈狭窄症
頚部血腫	頚部表在損傷	頭部血腫
肺雑聴取	胸部音異常	中枢性難聴
低活動型せん妄	せん妄	老人性夜間せん妄
右内頸動脈血栓閉塞	動脈血栓症	内頚動脈血栓症
ＣＮＩ腎症	薬剤性腎障害	ＮＳＡＩＤ腎症
胃液様	嘔吐症	胃液分泌過多
右鼡径部出血	出血	腟断端出血
門亢症	門脈圧亢進症	肛門疾患
創内異物	外傷性異物	腟内異物
肢痛	疼痛	上肢痛
腸管内血腫	血腫	胃血管腫
完全右脚ブロック指摘	完全右脚ブロック	完全左脚ブロック
臀部紅斑	紅斑症	環状紅斑
末節骨骨折	骨折	環指末節骨骨折
脊椎症性変化	脊椎症	変形性脊椎症
腸閉塞気味	イレウス	直腸閉鎖
浅呼吸	呼吸困難	多呼吸
痛覚消失	異常知覚	片側痛覚消失
膵炎再燃	膵炎	急性膵炎
肘頭部潰瘍	前腕皮膚潰瘍	亀頭部潰瘍
反復性腸閉塞	イレウス	先天性大腸閉鎖
胎児腹水	胎児水腫	胎児胸水
皮膚ツルゴール低下	脱水症	ムコール症
右肩悪性軟部腫瘍	悪性軟部腫瘍	肩部悪性軟部腫瘍
右中指スワンネック変形肩関節	スワンネック変形	変形性肩関節症
胸郭運動異常	胸郭異常	異常頭部運動
腹部肥満	肥満症	腹部膨満
Ｓ状結腸粘膜下腫瘤	腫瘤	Ｓ状結腸粘膜下腫瘍
本日疼痛	疼痛	急性疼痛
出血軽度	出血	多量出血
胸水排出	胸水貯留	漏出性胸水
ＡＩＤＳ非定型抗酸菌症	非結核性抗酸菌症	ＨＢｓ抗原検査陽性
尺側神経麻痺	尺骨神経麻痺	正中神経麻痺
てんかんの発作	てんかん	てんかん大発作
下痢〜水様便	下痢症	慢性下痢症
コレステロールポリープ	ポリープ	コレステロール尿症
１型糖尿除	糖尿	１型糖尿病
肺多型癌	癌	肺癌
気分不快出現	悪心	反復性気分障害
内腸骨静脈血栓症	静脈血栓症	腸骨動脈血栓症
舌根扁桃炎	扁桃炎	舌扁桃炎
右肺上葉小細胞癌	上葉小細胞肺癌	上葉非小細胞肺癌
ＣＭＶ網膜症	サイトメガロウイルス網膜炎	ＨＩＶ網膜症
脊椎側弯症	脊柱側弯症	胸椎側弯症
悪心Ｇ１	悪心	術後悪心
脊髄視神経炎	視神経炎	視神経脊髄炎
印環細胞癌	癌	環指基底細胞癌
左内頸動脈中等度狭窄	頚動脈硬化症	内頚動脈狭窄症
右鼡径部ヘルニア	鼡径ヘルニア	外鼡径ヘルニア
ＭＬＦ症候群	核間性眼筋麻痺	ＬＧＬ症候群
右手痺れ	上肢しびれ	下肢痙攣
逆流感	胃食道逆流症	動揺病
左尿管導管吻合部狭窄	吻合部狭窄	尿管回腸導管吻合部狭窄
時折不整	不整脈	調節不全
僧帽弁狭窄症兼閉鎖不全症	僧帽弁狭窄症	僧帽弁狭窄兼閉鎖不全症
伸筋腱脱臼	脱臼	総指伸筋腱脱臼
内転障害	眼球運動痙攣	過外転症候群
びまん性リンパ腫	リンパ腫	びまん性大細胞型Ｂ細胞性リンパ腫
足首骨折	足関節骨折	足背骨折
高Ｂｉｌ血症	高ビリルビン血症	高ＨＤＬ血症
右足小指骨折	小指骨折	中足骨骨折
歩行時創部痛	術創部痛	前足部痛
パニック	パニック障害	パニック発作
ＡＰＳ	抗リン脂質抗体症候群	ＡＩＤＳ
脳圧亢進症状	頭蓋内圧亢進症	急性脳症
二次性ヘモクロマトーシス	ヘモクロマトーシス	続発性ヘモクロマトーシス
潜在性副甲状腺機能低下症	副甲状腺機能低下症	特発性副甲状腺機能低下症
右内腸骨動脈狭窄	動脈狭窄	外腸骨動脈狭窄
Ⅱａ型高脂血症	高脂血症	二次性高脂血症
右手橈骨骨折	橈骨骨折	手骨骨折
右睾丸痛	精巣痛	鼡径部痛
後頭蓋下髄膜腫	髄膜腫	後頭蓋窩髄膜腫
急性前壁中隔梗塞	急性前壁中隔心筋梗塞	陳旧性前壁中隔心筋梗塞
尿道口発赤	発赤	咽頭発赤
労作時胸部不快	労作時呼吸困難	胸部不快感
Ｓａｌｍｏｎｅｌｌａ　ｅｎｔｅｒｉｔｉｄｉｓ敗血症	サルモネラ敗血症	ＭＲＣＮＳ敗血症
グル音異常	異常腸音	心音図異常
鉄吸収障害	鉄欠乏症	鉄代謝障害
本日右眼白内障	白内障	併発白内障
水疱後びらん	水疱症	皮膚びらん
胆管内結石	胆管結石症	総胆管結石
処置後膵炎	膵炎	術後膵炎
両側性末梢性顔面神経麻痺	末梢性顔面神経麻痺	特発性末梢性顔面神経麻痺
息苦しく	呼吸困難	口苦
無菌性腸炎	非感染性腸炎	細菌性腸炎
骨盤内リンパ嚢腫	骨盤部感染性リンパのう胞	骨盤内リンパ節の悪性腫瘍
平坦Ｔ波	心電図異常	異常脳波
ペーシング不全	両室ペーシング機能付き植込型除細動器不全	ペースメーカ不全
ふらつきあり	めまい	こわばり感
右鼡径ヘルニア	鼡径ヘルニア	外鼡径ヘルニア
職業性ストレス	急性ストレス反応	重度ストレス反応
卵管水腫	卵管留水症	卵管筋腫
左下葉原発性肺扁平上皮癌	肺扁平上皮癌	下葉肺扁平上皮癌
外陰部血腫	外陰血腫	会陰部血腫
左乳突蜂巣炎	乳様突起炎	頚部蜂巣炎
未破裂左内頸動脈瘤	内頚動脈瘤	未破裂脳動脈瘤
中咽頭側壁扁平上皮癌	癌	中咽頭側壁癌
両肺多発結節性陰影	胸部異常陰影	肺部異常陰影
脾臓腫瘤	腫瘤	腎腫瘤
腫瘍感染合併	腫瘍	混合腫瘍
ＩＰ合併	間質性肺炎	ＡＩＤＳ
ゾメタ骨髄炎	骨髄炎	細菌性骨髄炎
右胸膜原発血管肉腫	血管肉腫	胸壁血管肉腫
拘縮気味	筋拘縮症	下肢拘縮
手関節圧痛	圧痛	手関節痛
浮腫残存	浮腫	全身性浮腫
非てんかん性心因性発作	てんかん	アトニー性非特異性てんかん発作
下腸間膜動脈閉塞	腸間膜動脈塞栓症	急性上腸間膜動脈閉塞症
右中大脳動脈領域梗塞	中大脳動脈閉塞症	脳外主幹動脈閉塞脳梗塞
消化管腫瘤	腫瘤	食道腫瘤
脛骨前面圧痕性浮腫	浮腫	上腕浮腫
多少眠気	非器質性過眠症	不眠症
高濃度腫瘤	腫瘤	皮膚腫瘤
ＤＧＥ症状	消化管術後後遺症	高ＩｇＥ症候群
過形成性ポリープ	胃過形成ポリープ	若年性ポリープ
日光アレルギー	光線過敏症	アレルギー
慢性炎症性腸疾患	腸炎	炎症性腸疾患
尺骨頭脱臼	脱臼	橈骨頭脱臼
けいれん症状	痙攣	痙性めまい
右下肢感覚鈍麻	感覚異常症	片側感覚鈍麻
慢性進行性肺アスペルギルス症	肺アスペルギルス症	侵襲性肺アスペルギルス症
手指皮疹	発疹	手指湿疹
廃用	廃用症候群	廃用性弱視
浮動感	めまい	栄養失調性浮腫
右膝蜂窩織炎	膝部蜂巣炎	蜂窩織炎
強制換気	人工呼吸器装着状態	換気量減少
左下肢ガス壊疽	ガス壊疽	下肢壊疽
喚語障害	不全失語症	発語障害
多動多弁	多動性障害	異所性拍動
右手背浮腫	限局性浮腫	足部浮腫
足趾しびれ	下肢しびれ	四肢しびれ
突然意識障害	意識障害	急性意識障害
足底痺れ	しびれ感	足切創
食思不振症状	食欲不振	神経性食欲不振症
細菌性食道炎	食道炎	感染性食道炎
転移性腫瘤	転移性腫瘍	転移性縦隔腫瘍
夜間尿意	夜間頻尿症	夜尿症
神経性疼痛	神経痛	神経障害性疼痛
房室接合部調律	異所性調律	接合部調律
眼瞼下垂自覚	眼瞼下垂症	先天性眼瞼下垂
