出現形	正解	予測
胃癌骨髄癌腫症	骨髄転移	転移性肝癌
眼乾燥感	ドライアイ	アテローム血栓性脳梗塞
内側縦束症候群	核間性眼筋麻痺	肺野円形陰影
両足関節炎	足関節炎	低形成腎
夜低血糖	低血糖	大腿骨転子部骨折
左上下肢軽度麻痺	四肢麻痺	急性腸炎
下肢痙性	痙性対麻痺	膵頭部腫瘤
皮疹状況	発疹	鼻骨骨折
不適応	適応障害	境界型パーソナリティ障害
陰茎部痛	陰茎部疼痛	徐脈
髄外形質細胞腫	骨外性形質細胞腫	先天性白内障
ｍａｌｉｇｎａｎｔ　ｌｙｍｐｈｏｍａ	悪性リンパ腫	多形紅斑
重症ＡＧＨＤ	重症成人成長ホルモン分泌不全	足痛
両白内障	白内障	口内乾燥
腎結石	腎結石症	子宮頚癌
湿疹性病変	湿疹	スケレトンタイプ拡大装置破損
穿刺部発赤	発赤	術後幽門狭窄
時々背部痛	背部痛	敗血症
手内筋萎縮	筋萎縮症	虚血性腸炎
腎機能悪化	腎機能低下	前頭部挫傷
尾てい骨骨折	尾骨骨折	上腕部悪性黒色腫
高度視力障害	視力障害	症候性てんかん
周期性クッシング症候群	クッシング症候群	細菌感染症
昨夜微熱	微熱	進行性核上性麻痺
腓腹筋痙攣	痙攣	ＡＩＤＳ
左肋骨打撲	肋骨部打撲	だに皮膚炎
破壊性脊椎症	脊椎症	夜間せん妄
胆嚢破裂	胆のう管破裂	子宮体癌
独歩不可	歩行障害	爪白癬
骨破壊進行	関節リウマチ	先天性眼振
下肢白癬	白癬	女性性器癌
左鼓膜発赤	発赤	不随意運動症
潜在結核	結核	卵巣腫瘤
熱苦症状	発熱	Ｅｕｔｈｙｒｏｉｄ　Ｓｉｃｋ症候群
シャイドレジャー症候群	シャイ・ドレーガー症候群	菌状息肉症
肺動脈弁閉鎖症	肺動脈弁閉鎖	粘液腫
脾摘施行Ｃ型肝炎	Ｃ型肝炎	血管神経性浮腫
胸水セルブロック	胸水貯留	発赤
右肺上葉すりガラス影	胸部異常陰影	肺動脈弁上狭窄症
Ｆｏｌｌｉｃｕｌａｒ　ｌｙｍｐｈｏｍａ	濾胞性リンパ腫	肺動脈狭窄症
腫瘍性ＤＩＣ	線溶亢進	脱臼
右精巣上体炎	精巣上体炎	右室低形成
左肘関節亜脱臼	亜脱臼	肩腱板損傷
左聴神経腫瘍	聴神経腫瘍	風疹様発疹
左肺感染性嚢胞	肺のう胞	前立腺癌再発
母体出血	出血	咽喉頭異常感症
右足趾壊疽	下肢壊疽	筋力低下
胃腸障害	急性胃腸障害	イレウス
残遺癌	癌	結石性腎盂腎炎
不安大きく	不安障害	乳房良性腫瘍
ＭＳ再発	多発性硬化症	耳後部腫瘤
強直間代性痙攣発作	間代性痙攣	四肢筋力低下
一過性意識消失発作	一過性脳虚血発作	下肺野陰影
乳児白血病	白血病	反復性精神病性うつ病
筋委縮	筋萎縮症	発赤
水腎再燃	水腎症	視床出血
しびれていない	しびれ感	増殖性関節炎
時々血痰	血痰	気道狭窄
左鼠経ヘルニア	鼡径ヘルニア	亜急性感染性心内膜炎
遺伝性腎性尿崩症	先天性腎性尿崩症	頻呼吸
尿管結石	尿管結石症	精神運動興奮状態
体幹掻痒感	そう痒	後出血
右大腿部骨幹部骨折	大腿骨骨幹部骨折	発達性構音障害
糖尿病神経症	糖尿病性神経痛	不定愁訴症
古典的肝細胞癌再発	肝細胞癌	疲労感
左室低形成	左心低形成症候群	嗅覚脱失
劇症肝炎亜急性型	劇症肝炎	鼻部皮下血腫
分岐部動脈瘤	内頚動脈後交通動脈分岐部動脈瘤	解離性動脈瘤
腫瘍感染	腫瘍	退形成性星細胞腫
悪性腫瘍スクリーニング	悪性腫瘍	篩骨洞のう胞
外陰部炎	外陰炎	ＭＲＳＡ感染症
軽度骨髄抑制	骨髄機能低下	側頭部皮下血腫
右踵骨折	骨折	術創部痛
ＰＰＨ	肺高血圧症	腎動脈狭窄症
頭痛時折	頭痛	脊髄播種
血腫貯留	血腫	胸膜播種
不整脈発作	不整脈	尿道漏
静脈炎症状	静脈炎	亜急性痒疹
子宮間質肉腫	肉腫	肺門リンパ節腫脹
右主気管支膜様部壊死	壊死	乳び性腹水
右下肺野スリガラス影	胸部異常陰影	歯肉外傷
時々頭痛	頭痛	前頭葉症候群
胆嚢腺扁平上皮癌	癌	眼球突出症
上行結腸早期癌	上行結腸癌	下腿痛
突発性血小板減少性紫斑病	血小板減少性紫斑病	卵巣癌
意識変動	意識障害	血管腫
左閉鎖リンパ節転移	リンパ節転移	肝芽腫
両側小脳梗塞	小脳梗塞	ガス壊疽
胃癌多発肝転移	転移性肝癌	室上稜下部心室中隔欠損
左前腕浮腫	浮腫	歩行異常
赤紫斑	紫斑病	全身発疹
偽腔閉塞型大動脈解離	解離性大動脈瘤	脳血管障害
高度感音性難聴	感音難聴	日本海裂頭条虫症
左耳介欠損	耳介欠損	卵巣漿液性腺腫
尿路感染	尿路感染症	脛骨腓骨骨折
縦隔炎再発	縦隔炎	左室不全
前立腺肥大有	前立腺肥大症	下肢冷感
胆嚢腫瘍	胆のう腫瘍	胃管癌
胃がん	胃癌	四肢運動障害
左中大脳動脈梗塞	中大脳動脈塞栓症	上腕骨骨肉腫
Ｓｏｔｏｓ症候群	ソトス症候群	末梢性めまい症
必要認知症	認知症	小便不利
肝腫瘤性病変	肝腫瘤	発赤
大動脈瘤解離	解離性大動脈瘤	脳梗塞
挿入部出血	出血	血便
眠前発熱	発熱	前立腺痛
肺炎反復	肺炎	混合型肝癌
子宮内発育不全	子宮発育不全	上肢両側麻痺
左眼窩内腫瘤	眼窩腫瘤	咽頭のう
多発性腎梗塞	腎梗塞	尿管尿路上皮癌
多臓器不全状態	多臓器不全	膝窩部痛
再度痙攣発作	痙攣発作	脳血管障害
変動一過性徐脈	徐脈	ＨＤＬＳ
四肢色素沈着	皮膚色素沈着	嘔気
良性発作性頭位めまい	良性発作性頭位めまい症	心臓悪性リンパ腫
三角圧痛	肩部筋痛	腫瘍
両側声帯不全麻痺	声帯不全麻痺	腎盂拡張
舌痛	舌痛症	転移性脳腫瘍
肺動脈弁下狭窄	肺動脈弁下狭窄症	下腿皮膚潰瘍
乳癌局所再発	乳癌	脳室拡大
頚椎症性神経根炎	頚椎症性神経根症	咽頭発赤
痛みきつい	疼痛	食道びらん
両側顎下腺腫大	顎下腺肥大	結核性リンパ節炎
中等度咽頭期嚥下障害	嚥下障害	心電図左軸偏位
ビタミンＤ不足	ビタミンＤ欠乏症	下肺野陰影
日中下痢便	下痢症	ＨＤＬＳ
胸郭低形成	胸郭異常	侵襲性肺アスペルギルス症
肺スリガラス陰影	胸部異常陰影	甲状腺未分化癌
頻脈傾向変	頻脈症	鼡径ヘルニア
口蓋腫瘤	腫瘤	腰椎部腫瘍
パーキンソン病関連疾患	パーキンソン病	貧血
グラム陰性桿菌菌血症	グラム陰性桿菌敗血症	大腸ＭＡＬＴリンパ腫
右上肢腫脹	上肢腫脹	二次性認知症
左肩甲骨部痛	肩甲骨痛	ＭＲＣＮＳ敗血症
開腹子宮筋腫核	子宮筋腫	下葉肺癌
白内障手術	白内障	節性辺縁帯リンパ腫
腫瘤残存	腫瘤	手足症候群
直腸癌Ｒａ	直腸癌	副甲状腺多発性腺腫
カルボプラチンアレルギー	薬物過敏症	非定型肺炎
肺原発ホジキンリンパ腫	ホジキンリンパ腫	先天性腟異常
循環障害	末梢循環障害	クッシング症候群
原発性空腸癌	空腸癌	神経細胞腫瘍
右卵巣チョコレート嚢腫	チョコレートのう胞	夜間せん妄
重度精神運動発達遅滞	混合性特異的発達障害	膀胱腫瘍
左腎梗塞	腎梗塞	ゴム腫
筋緊張高く	筋強直	腟開放創
母指潰瘍治癒遅延	皮膚潰瘍	精巣破裂
歩行時呼吸困難感	労作時呼吸困難	上腕骨近位端粉砕骨折
滑液貯留	体液貯留	反復性気分障害
痰症状	喀痰	上肢痛
腸管血流障害	末梢循環障害	腹部圧痛
発赤強い	発赤	ＡＩＤＳ
全身性単純ヘルペスウイルス感染症	ヘルペスウイルス感染症	不整脈
冠動脈高度石灰化	冠動脈石灰化	発赤
劇症型腸アメーバ症	腸アメーバ症	溶連菌感染症
慢性痛	慢性疼痛	壊死
不適応行動	適応障害	血痰
心室内血栓	心室内血栓症	ヘモジデリン沈着症
腹膜播種結節摘出	腹膜播種	先天性股関節脱臼
緑色痰	喀痰	自閉性精神発達遅滞
冠動脈硬化	冠状動脈硬化症	化学外傷
右中葉肺癌	中葉肺癌	肋骨転移
ポンプポケット内血腫	血腫	胃進行癌
血管免疫芽球型Ｔ細胞リンパ腫	血管免疫芽球性Ｔ細胞リンパ腫	耳下腺腫脹
腹部緊満	腹部膨満	坐骨骨折
舌骨喉頭下垂	喉頭下垂症	局所出血
尿量低下	乏尿	急性膀胱炎
脳梗塞症	脳梗塞	腎腫大
左非浸潤性乳管癌	非浸潤性乳管癌	深部静脈血栓症
むつかぶれ	おむつ皮膚炎	疲労感
水平亜脱臼	亜脱臼	ＨＣＶ抗体検査陽性
右反復性膝蓋骨脱臼	反復性膝蓋骨脱臼	黄斑部白斑
早期癌	癌	胸水貯留
吻合部出血	出血	蜂窩織炎
子宮頸がん	子宮頚癌	食道静脈瘤破裂
腺扁平上皮癌	癌	再発性鼡径ヘルニア
喉頭蓋サルコイドーシス	サルコイドーシス	不安緊張状態
結核性	結核	カテーテル感染症
声門部狭窄	喉頭狭窄症	静脈瘤性動脈瘤
両側急性硬膜外血腫	急性硬膜外血腫	縦隔リンパ節腫脹
高レニン高血圧	高レニン性高血圧症	副腎腫瘍
頭蓋底髄膜腫	髄膜腫	膿尿
右前胸部痛	前胸部痛	脱色素性色素失調症
膵全体癌	膵癌	肺癌
両側血気胸	血気胸	疾病恐怖症
穿刺部位出血	出血	過食症
手掌黄色腫	黄色腫症	腸間膜腫瘤
皮膚湿疹	湿疹	慢性炎症性脱髄性多発神経炎
唾石	唾石症	四肢運動障害
非吻合部多発胆管狭窄	胆管狭窄症	急性ＨＩＶ感染症候群
軽度肥満歴	肥満症	胃痛
左腎嚢胞不変	腎のう胞	統合失調症
軽度発赤腫脹	発赤	両側性感音難聴
左手関節変形	変形性手関節症	血栓性微小血管症
蛋白尿（３＋）	蛋白尿	水頭症
左手首痛	手部痛	髄膜脳瘤
びまん性肺胞出血	肺胞出血	細菌感染症
続発性赤芽球癆	赤芽球ろう	リンパ節炎
インフルエンザ菌	インフルエンザ	腎無形成
左舌区小細胞癌	小細胞肺癌	腫瘤
左足背疼痛	足背痛	大量便
成人発症Ｓｔｉｌｌ病（ＡＯＳＤ）	成人スチル病	高血糖症
大球性正色素性貧血	正色素性貧血	ＫＲＡＳ遺伝子野生型直腸癌
双極Ⅱ型障害	２型双極性障害	甲状腺梗塞
限局型全身性強皮症	全身性強皮症	多部位リンパ節転移
右水晶体脱臼	水晶体脱臼	多発性脳神経障害
心サルコイト゛ーシス	心サルコイドーシス	声門癌
Ｓ状結腸高分化腺癌	Ｓ状結腸癌	転移性肺腫瘍
右側頬部腫脹	頬部腫脹	胸水貯留
右上背部痛	背部痛	不安緊張状態
両下肢痛み	疼痛	色素性母斑
多発海綿状血管腫	多発性海綿状血管腫	丘疹
結核歴	結核	混合性難聴
ＳＭＡ浸潤	膵癌	全身倦怠感
微小癌	癌	ＴＦＣＣ損傷
慢性疼痛性障害	慢性疼痛	肺胞低換気症候群
高Ｃｌ血症	高クロール血症	水疱性類天疱瘡
乳頭状腺癌	癌	反復性精神病性うつ病
帯状疱疹ウイルス脊髄炎	ウイルス脊髄炎	悪性リンパ腫
内臓播種性ＶＺＶ感染症	汎発性帯状疱疹	うつ病
様皮疹	発疹	びまん性大細胞型・バーキット中間型分類不能Ｂ細胞性リンパ腫
左帯状疱疹	帯状疱疹	口腔粘膜炎
骨形成不全症Ⅲ型	骨形成不全症	末期腎不全
高度肥満症	病的肥満症	飛蚊症
右前頭葉脳内血腫	血腫	心尖部肥大型心筋症
マルチミニコア病	マルチコア病	脱水症
四肢関節腫脹	関節炎	卵管留血腫
右腸骨静脈血栓症	腸骨静脈圧迫症候群	低血糖性脳症
脳底動脈閉塞	脳底動脈閉塞症	傍矢状洞髄膜腫
胸背部圧迫感	背部圧迫感	心室中隔欠損を伴う肺動脈閉鎖症
眼瞼結膜軽度貧血	貧血	胸痛
子宮頸癌Ⅲｂ期	子宮頚癌	ピリピリ感
傍卵巣嚢胞	傍卵巣のう胞	膿胸
肝内腫瘤性病変	腫瘤	ＭＲＳＡ腸炎
血管性紫斑病	症候性紫斑病	膀胱直腸障害
時々右股関節痛	股関節痛	急性ウイルス性肝炎
ＡＳＤ	心房中隔欠損症	肺動静脈瘻
緑膿菌肺感染症	緑膿菌肺炎	頬部痛
母子感染歴	母子感染	習慣性便秘
ふらつきあり転倒リスク高い	めまい	急性心不全
頸腕症候群	頚肩腕症候群	多発性骨盤内臓器損傷・骨盤腔に達する開放創合併あり
食道癌術後リンパ節転移	リンパ節転移	角膜瘢痕
亜急性期小脳梗塞	小脳梗塞	一側性肺気腫
喘息コントロール	咳喘息	良性副腎皮質腫瘍
右膝違和感	全身違和感	Ｂ群溶連菌感染症
腓骨神経麻痺徴候	腓骨神経麻痺	乳癌
中高分化型腺癌	癌	喘鳴
軽度脳梗塞	脳梗塞	大腸癌
身体外傷	外傷	高血圧性心不全
心源性塞栓症	心原性脳塞栓症	呼吸困難
左上腕骨近位端骨折	上腕骨近位端骨折	脳浮腫
神経根性痛	疼痛	脱出性内痔核
白色壊死組織付着	壊死	肺扁平上皮癌
夜間中途覚醒	睡眠障害	原発性胆汁性胆管炎
軽度肺動脈弁狭窄	肺動脈弁狭窄症	変形性膝関節症
転移性肝癌術後再発	転移性肝癌	後腹膜尿貯留
無涙症	涙液分泌不全	咽喉頭知覚麻痺
劇症Ａ型肝炎	Ａ型劇症肝炎	ポリープ
ｃｒｉｔｉｃａｌ　ｉｌｌｎｅｓｓ　ｐｏｌｙｎｅｕｒｏｐａｔｈｙ	多発ニューロパチー	椎間板ヘルニア
右眼増殖性糖尿病網膜症	増殖性糖尿病性網膜症	脂肪腫
右上腕腫脹	上腕部腫脹	先天性耳瘻孔
右側胸水貯留	胸水貯留	膀胱癌
水疱瘡	水疱症	発達遅滞
軽度高Ｋ血症	高カリウム血症	胃周囲リンパ節転移
肝性脳症再発	肝性脳症	硬膜損傷
水様便流出	下痢症	手指先しびれ
二絨毛膜二羊膜性双胎第	二絨毛膜二羊膜性双胎	耳閉感
浮腫傾向	浮腫	食道胃接合部癌
骨Ｐａｇｅｔ病	骨パジェット病	遺伝性大腸癌
Ｅｎｔａｍｏｅｂａ　ｈｉｓｔｏｌｙｔｉｃａ	アメーバ赤痢	急性腎不全
左頚部内頸動脈狭窄	内頚動脈狭窄症	爪剥離症
大腿筋横紋筋肉腫	横紋筋肉腫	頚静脈小体腫瘍
腸炎性関節炎	関節炎	腋窩リンパ節腫脹
ＰＭＳ	月経前症候群	紅皮症型薬疹
腓腹部圧痛	腹部圧痛	陰唇ヘルニア
非チフス性Ｓａｌｍｏｎｅｌｌａ菌血症	菌血症	間欠性跛行
微小多発肝膿瘍	肝膿瘍	下肢浮腫
卵管狭窄	卵管狭窄症	低浸透圧血症
胸部大動脈解離	急性大動脈解離	高血糖症
蜂窩織炎発症	蜂窩織炎	腎結核
輪状披裂関節炎	関節炎	傾眠症
左下肢蜂窩織炎	下肢蜂巣炎	脳外主幹動脈閉塞脳梗塞
肺塞栓	肺塞栓症	貧血
咽頭残留	嚥下障害	限局性前立腺癌
低髄圧症状	低髄液圧症	心膜液貯留
左腓骨開放骨折	腓骨開放骨折	ＳＡＰＨＯ症候群
大量水様下痢	下痢症	結石性腎盂腎炎
処方右乳癌	乳癌	妊娠後期嘔吐
症候性けいれん	症候性てんかん	卵巣のう腫
低血糖回避	低血糖	縦隔リンパ節腫脹
左慢性閉塞隅角緑内障	慢性閉塞隅角緑内障	腹皮拘急
弧発性古典的ＣＪＤ	孤発性クロイツフェルト・ヤコブ病	腟上皮異形成・異型度２
呼吸機能低下	呼吸機能検査異常	大腿骨軟骨肉腫
右大腿リンパ節転移	リンパ節転移	頭部打撲
左第３趾潰瘍	趾皮膚潰瘍	周期性腹痛
足変形	足部変形	心肥大
膝関節水腫	膝関節水症	大動脈弁閉鎖不全症
腹部瘢痕ヘルニア	腹壁瘢痕ヘルニア	先天性僧帽弁閉鎖不全症
月経困難	月経困難症	悪心
左局所進行乳癌	進行乳癌	関節痛
好酸球性胆嚢炎	胆のう炎	腫瘍
左下腿骨幹部骨折	骨折	胸鎖乳突筋炎
即時型アレルギー	アレルギー	クッシング症候群
ふらつき有	めまい	不眠症
ループス腎炎Ｖ型	ループス腎炎	外転足
閉塞性睡眠時無呼吸症侯群	睡眠時無呼吸症候群	巨大左心房
右下肢しびれ	下肢しびれ	新生児一過性多呼吸
頭部脂漏性皮膚炎	脂漏性皮膚炎	ＡＤＨ異常
結核性ブドウ膜炎	結核性ぶどう膜炎	肺炎
左真珠腫性中耳炎再発	真珠腫性中耳炎	前胸部痛
傍大動脈ＬＮ転移	大動脈周囲リンパ節転移	発熱
痙直型四肢麻痺	四肢麻痺	背部石灰化上皮腫
角化性紅斑散在	紅斑症	心臓合併症
労作時呼吸苦自覚	労作時呼吸困難	声帯不全麻痺
慢性腎炎	慢性腎炎症候群	副甲状腺機能亢進症
間質性肺炎像	間質性肺炎	人工肘関節の破損
嘔気様	嘔気	歯槽膿瘍
左側頭葉皮質化出血	出血	背部悪性黒色腫
左上腕骨開放骨折	上腕骨開放骨折	僧帽弁逆流症
腹部膨満継続	腹部膨満	蜂窩織炎
右足底腱膜炎	足底筋膜炎	過剰喀痰
両側顎関節症	顎関節症	小脳動脈狭窄
出血性黄体	出血性黄体のう胞	ＭＲＣＮＳ肺炎
右鼡径部疼痛	鼡径部痛	爪甲肥厚
高～中分化型管状腺癌	癌	苔癬
Ｌａｍｉｖｕｄｉｎｅ耐性Ｂ型肝硬変	Ｂ型肝硬変	原発性アルドステロン症
遺伝性腎炎	家族性腎炎	ＫＲＡＳ遺伝子野生型直腸癌
湿疹化	湿疹	急性大腸炎
左大腿部蜂窩織炎	大腿部蜂巣炎	転移性肝腫瘍
下肢対麻痺	対麻痺	瞳孔不同症
成長発達遅滞	発達遅滞	尿管結石症
下腿点状出血	点状出血	紅斑症
脈管奇形	奇形	インフルエンザ菌感染症
手指欠損	手指欠損症	精神運動興奮状態
咽頭粘膜軽度発赤	咽頭発赤	前頭葉神経膠腫
可動時痛	疼痛	膵臓癌骨転移
下垂手	垂れ手	薬物性肝障害
左陰嚢内容腫大	陰のう腫大	小腸大腸クローン病
痰がからみ	喀痰	痙攣重積型急性脳症
朝出血	出血	習慣性嘔吐
右鼠経ヘルニア修復術	鼡径ヘルニア	自傷
ステロイド骨粗鬆症	ステロイド性骨粗鬆症	亜脱臼
足趾冷感	下肢冷感	脊髄痛
不整腫瘤	腫瘤	片側感覚鈍麻
腎前性脱水	脱水症	気胸
左肩部痛	肩部痛	膠原病
頸部皮下膿瘍	皮膚膿瘍	血腫
ウイルス性感冒	感冒	不定愁訴症
多発腫大リンパ節	リンパ節腫大	頭蓋咽頭腫
腹部自発痛	腹痛症	尿失禁症
中分化型前立腺癌	前立腺癌	開放性外傷性くも膜下出血
左一側性形成不全性股関節症	一側性形成不全性股関節症	耳介周囲湿疹
好酸球性気道炎症	好酸球性気管支炎	膵漿液性のう胞腺腫
腸管蠕動障害	腸管運動障害	痙攣
褥瘡形成リスク高い	褥瘡	薬物性光アレルギー性反応
腰椎変性辷り症	腰椎変性すべり症	頚部痛
手術高血圧	高血圧症	ＬＥ蝶形皮疹
嚥下下困難	嚥下障害	頬粘膜癌
てんかん脳波	異常脳波	急性疼痛
巨大血腫	血腫	肺胞出血
十二指腸原発神経内分泌腫瘍	十二指腸神経内分泌腫瘍	総胆管十二指腸瘻
腹水多量貯留	腹水症	月経痛
内腸骨リンパ節転移	腸骨リンパ節転移	陰茎アポクリン腺癌
ＣＭＶ胃腸炎	サイトメガロウイルス腸炎	食道狭窄
瘢痕痙性	瘢痕	転移性肝腫瘍
両Ｔ字杖歩行	歩行障害	脾腫瘍
便性状変化	便異常	倦怠感
右血栓閉塞	血栓塞栓症	鈍痛
出血付着程度	出血	非特異性低血圧症
右海綿静脈洞髄膜腫	髄膜腫	肺扁平上皮癌
虚血性心疾患合併	虚血性心疾患	浮腫
壊死性筋炎	筋炎	網膜動脈分枝閉塞症
全肺腫瘍	肺腫瘍	刺創感染
軽度構音障害	構音障害	中足骨脱臼骨折
両下腿紅斑	紅斑症	下腿痛
低Ｃａ血症	低カルシウム血症	総肺静脈還流異常
二次性副腎不全	副腎クリーゼ	肝周囲膿瘍
一週間程度眠気	非器質性過眠症	空気塞栓症
子宮内腔癒着	子宮内膜症	肩関節痛症
項部硬直軽度	項部硬直	逆行性胆管炎
下熱	発熱	顎関節痛
右母指陳旧性尺側側副靱帯損傷	靱帯損傷	２型糖尿病
左気管支狭窄	気管支狭窄症	高ＬＤＬ血症
皮膚型ＰＮ	結節性多発動脈炎	肝障害
肺線維化	肺線維症	サイトメガロウイルス感染症
副鼻腔軽度粘膜肥厚	副鼻腔炎	アメーバ性非赤痢性大腸炎
味覚異常Ｇｒ１	味覚異常	赤色湿疹
中心視野欠損	視野欠損	卵巣膿瘍
昨晩低血糖	低血糖	膿疱
両水腎症	両側水腎症	努力性呼吸
前回貧血	貧血	直腸障害
骨粗鬆症性圧迫骨折	骨粗鬆症・病的骨折あり	麻疹様紅斑
右肺原発肺腺癌	肺腺癌	副腎腺腫
脊髄原発悪性リンパ腫	悪性リンパ腫	亜急性連合性脊髄変性症
手指浮腫	浮腫	部分的脂肪萎縮症
口内炎再発	口内炎	発赤
皮質性認知症	皮質下認知症	ウイルス性皮膚炎
足背発赤	発赤	出血傾向
後縦隔腫瘤	縦隔腫瘍	軽躁病
頚椎症性脊椎症	脊椎症	肝硬化性血管腫
中部延髄右外側脳梗塞	脳梗塞	耳下腺腫瘤
仙骨部瘻孔	難治性瘻孔	骨盤子宮内膜症
軽鎖沈着症	単クローン性軽鎖重鎖沈着症	持続痛
右傍気管リンパ節転移	リンパ節転移	血性胸水
ｓｍａｌｌ　ｃｅｌｌ　ｃａｒｃｉｎｏｍａ	癌	高ＴＳＨ血症
遺伝性出血性毛細血管拡張症	オスラー病	慢性胆管炎
胸椎後縦靭帯骨化症	胸椎後縦靱帯骨化症	大腿骨遠位部骨腫瘍
重症敗血症性ショック	敗血症性ショック	頭部損傷
間質性肺炎評価	間質性肺炎	第３度房室ブロック
右腎損傷	腎損傷	骨盤内リンパ節の悪性腫瘍
右肺門部原発	原発性肺癌	初期硬結
再発食道癌	食道癌	イレウス
不定愁訴多い	不定愁訴症	尺骨肘頭開放骨折
発熱再燃	発熱	姿勢異常
左肩関節痛	肩関節痛症	腎機能検査異常
瘢痕様変化	瘢痕	胸部音異常
元々頻尿	頻尿症	外陰部帯状疱疹
浮腫対策	浮腫	足関節腫脹
核下性顔面神経麻痺	顔面神経麻痺	腫瘤
皮膚原発悪性リンパ腫	悪性リンパ腫	顔面神経麻痺
市中感染型ＭＲＳＡ	ＭＲＳＡ感染症	胸部帯状疱疹
左尿管結石	尿管結石症	ＡＩＤＳ
乾性咳嗽頻回	乾性咳	再発性十二指腸潰瘍
首痛	頚部痛	腰部血管腫
右側頭部紫斑	紫斑病	下腿痛
薬剤過敏性症候群	薬物過敏症	転移性肺腫瘍
延長症候群	ＱＴ延長症候群	卵巣腫瘍
紫斑形成軽度	紫斑病	転移性胸膜腫瘍
両側肺動脈狭窄症	肺動脈狭窄症	脛骨骨折
子宮筋腫核出後妊娠	妊娠	痙攣発作
ＡＲＤＳ合併	急性呼吸窮迫症候群	化膿性口腔粘膜肉芽腫
胆道系閉塞	胆道閉塞	活動性肺結核
軟骨損傷	肋軟骨損傷	椎骨動脈狭窄症
右副腎原発	副腎腫瘍	急性甲状腺炎
ｋｌｅｂｓｉｅｌｌａ　ｐｎｅｕｍｏｎｉａｅ感染症	クレブシェラ属感染	四肢麻痺
パ−キンソン症候群	パーキンソン症候群	先天性風疹症候群
右原発性肺癌	原発性肺癌	不全足位
敗血症性ショック状態	敗血症性ショック	膜性腎症
時々発疹	発疹	膝関節滑膜炎
めまい軽度	めまい	中枢性めまい症
右横隔膜筋欠損	筋欠損	鎖骨上リンパ節腫脹
脳症後遺症	脳症	運動失調
胸膜悪性中皮腫	悪性胸膜中皮腫	子宮頚部微小浸潤癌
漿膜損傷	損傷	環状紅斑
頸椎症性	頚椎症	意識障害
多発外傷	多発性外傷	しびれ感
皮膚損傷起	皮膚損傷	転移性肺腫瘍
ふらつき目立	めまい	胆のう結石症
近位筋痛	筋肉痛	パニック障害
採血上脱水	脱水症	代謝性アシドーシス
脳血管芽腫	小脳血管芽腫	骨軟骨腫
右慢性中耳炎	慢性中耳炎	続発性緑内障
アレルギー様	アレルギー	肋間痛
ノカルジア脳膿瘍	ノカルジア症	間代性痙攣
大腸ポリープ有	大腸ポリープ	橈骨神経麻痺
右後頭部帯状疱疹	後頭部帯状疱疹	糸球体性血尿
右頚部結核性リンパ節炎	結核性リンパ節炎	股関節亜脱臼
陳旧性多発アテローム血栓性脳梗塞	陳旧性アテローム血栓性脳梗塞	多発性小脳梗塞
誤嚥徴候	異物誤嚥	全身性紫斑病
右前腕皮疹	発疹	耳小骨の先天奇形
多発肺腫瘤	肺腫瘤	病原性大腸菌感染症
後腹膜浸潤	後腹膜悪性腫瘍	腫瘤
網状紫斑	紫斑病	高血糖症
胚細胞腫瘍	腫瘍	上下顎骨骨折
ゲノタイプ１ｂ型Ｃ型肝硬変	Ｃ型肝硬変	脳腫瘍
類円形腫大	リンパ節腫大	尿失禁症
中枢性気管支拡張像	気管支拡張症	しびれ感
小股歩行	歩行異常	遊走性紅斑
脳血管傷害	脳血管障害	神経性緊張
糖尿病末梢神経障害	糖尿病性単ニューロパチー	腫瘍
ルンバール後頭痛	腰椎穿刺後頭痛	カテーテル感染症
急性重症Ｂ型肝炎	Ｂ型肝炎	下肢静脈血栓症
下垂時疼痛	疼痛	脳出血
頚部蜂窩織炎	頚部蜂巣炎	慢性尿細管間質性腎炎
腹満不変	腹部膨満	異常反射
一過性心筋虚血	心筋虚血	過眠
日勤帯発熱	発熱	放射線性肺線維症
結核性喉頭狭窄	喉頭狭窄症	過剰喀痰
両側鼻内ポリープ	鼻茸	圧痛
手掌潮紅	紅潮	ＨＤＬＳ
低血糖歴何年	低血糖	膵頭部癌
離床時眩暈	めまい	下肢筋萎縮
高齢者Ｃ型慢性肝炎	Ｃ型慢性肝炎	結核性硬膜炎
ＳＬＥ発症	全身性エリテマトーデス	遷延性抑うつ反応
軽度咽頭違和感	咽頭異常感症	リンパ管腫症
体熱感	不明熱	腹部膨満
悪性腫瘍評価	悪性腫瘍	重症心身障害
発赤領域	発赤	肋骨転移
閉塞性大腸癌	大腸癌	腫瘍
子宮頚部ポリープ	子宮頚管ポリープ	下肢冷感
両側大腰筋血腫	血腫	中咽頭良性腫瘍
ＰＳＬＮ転移	大動脈周囲リンパ節転移	口腔外傷性腫脹
咽頭部疼痛	咽頭痛	肺腫瘍
肺腫瘍塞栓症	肺腫瘍	肝障害
羊水過多	羊水過多症	転移性膵腫瘍
筋肉痛症状	筋肉痛	発赤
心外膜石灰化	心膜石灰化	頚部脊柱管狭窄症
右下肢急性動脈閉塞症	下肢急性動脈閉塞症	不眠症
４型進行胃癌	胃進行癌	眼痛
圧迫性脊髄症	脊髄症	人工骨頭破損
出血源不明	出血	多発性血腫
貧血性網膜症	貧血網膜症	ＧＢＳ敗血症
椎間板突出	椎間板症	不整脈
