出現形	正解	予測
昨晩低血糖	低血糖	夜間低血糖症
前回貧血	貧血	慢性貧血
骨粗鬆症性圧迫骨折	骨粗鬆症・病的骨折あり	脊椎圧迫骨折
右肺原発肺腺癌	肺腺癌	肺門部肺癌
脊髄原発悪性リンパ腫	悪性リンパ腫	頚部悪性リンパ腫
手指浮腫	浮腫	足部浮腫
皮質性認知症	皮質下認知症	皮質認知症
後縦隔腫瘤	縦隔腫瘍	横隔膜腫瘤
頚椎症性脊椎症	脊椎症	頚椎症性脊髄症
中部延髄右外側脳梗塞	脳梗塞	急性下側壁心筋梗塞
仙骨部瘻孔	難治性瘻孔	術後瘻孔形成
右傍気管リンパ節転移	リンパ節転移	気管支リンパ節転移
ｓｍａｌｌ　ｃｅｌｌ　ｃａｒｃｉｎｏｍａ	癌	ＣＡＤＡＳＩＬ
遺伝性出血性毛細血管拡張症	オスラー病	毛細血管拡張症
間質性肺炎評価	間質性肺炎	特発性間質性肺炎
右肺門部原発	原発性肺癌	肺門部異常陰影
瘢痕様変化	瘢痕	肥厚性瘢痕
元々頻尿	頻尿症	希釈尿
浮腫対策	浮腫	特発性浮腫
核下性顔面神経麻痺	顔面神経麻痺	中枢性顔面神経麻痺
皮膚原発悪性リンパ腫	悪性リンパ腫	皮膚Ｔ細胞リンパ腫
乾性咳嗽頻回	乾性咳	慢性咳嗽
首痛	頚部痛	足痛
右側頭部紫斑	紫斑病	側頭部青色母斑
薬剤過敏性症候群	薬物過敏症	薬剤性過敏症症候群
紫斑形成軽度	紫斑病	色素性紫斑
子宮筋腫核出後妊娠	妊娠	子宮頚部腫瘍合併妊娠
ＡＲＤＳ合併	急性呼吸窮迫症候群	ＡＩＤＳ
軟骨損傷	肋軟骨損傷	鎖骨損傷
右副腎原発	副腎腫瘍	副腎異常
ｋｌｅｂｓｉｅｌｌａ　ｐｎｅｕｍｏｎｉａｅ感染症	クレブシェラ属感染	ＢＬＮＡＲ感染症
めまい軽度	めまい	めまい症
右横隔膜筋欠損	筋欠損	横隔膜欠損
脳症後遺症	脳症	脳手術後遺症
漿膜損傷	損傷	硬膜損傷
ふらつき目立	めまい	顔面せつ
近位筋痛	筋肉痛	肩部筋痛
ノカルジア脳膿瘍	ノカルジア症	フェオミコーシス性脳膿瘍
右前腕皮疹	発疹	四肢発疹
後腹膜浸潤	後腹膜悪性腫瘍	腹膜転移
網状紫斑	紫斑病	網状皮斑
胚細胞腫瘍	腫瘍	胚細胞腫
類円形腫大	リンパ節腫大	松果体細胞腫
中枢性気管支拡張像	気管支拡張症	限局性気管支拡張症
小股歩行	歩行異常	小刻み歩行
脳血管傷害	脳血管障害	脳外傷後遺症
糖尿病末梢神経障害	糖尿病性単ニューロパチー	糖尿病性末梢神経障害
ルンバール後頭痛	腰椎穿刺後頭痛	典型的前兆に頭痛を伴う片頭痛
急性重症Ｂ型肝炎	Ｂ型肝炎	Ｂ型急性肝炎
下垂時疼痛	疼痛	慢性疼痛
頚部蜂窩織炎	頚部蜂巣炎	蜂窩織炎
腹満不変	腹部膨満	小腹不仁
一過性心筋虚血	心筋虚血	無症候性心筋虚血
日勤帯発熱	発熱	予防接種後発熱
結核性喉頭狭窄	喉頭狭窄症	吻合部狭窄
両側鼻内ポリープ	鼻茸	後鼻孔ポリープ
手掌潮紅	紅潮	手掌紅斑
低血糖歴何年	低血糖	低血糖発作
離床時眩暈	めまい	起立性眩暈
ＳＬＥ発症	全身性エリテマトーデス	ＨＤＬＳ
体熱感	不明熱	熱中症
両側大腰筋血腫	血腫	腰椎硬膜外血腫
ＰＳＬＮ転移	大動脈周囲リンパ節転移	ＨＤＬＳ
咽頭部疼痛	咽頭痛	慢性咽頭痛
肺腫瘍塞栓症	肺腫瘍	肺塞栓症
筋肉痛症状	筋肉痛	多発性筋肉痛
圧迫性脊髄症	脊髄症	脊髄圧迫症
出血源不明	出血	不正性器出血
椎間板突出	椎間板症	椎間板変形
カルチノイド腫瘍	カルチノイド	プロラクチン産生腫瘍
心臓内腫瘤	腫瘤	精巣上体腫瘤
日中気分不快	悪心	腹部不快感
けいれん再発	痙攣	てんかん様発作
手指痺れ	しびれ感	手指こわばり
左卵管水腫	卵管留水症	胎児水腫
歩行時呼吸困難	労作時呼吸困難	呼吸困難
ガーゼ出血	出血	ワルデンストレーム高ガンマグロブリン血症
右被殻脳梗塞	被殻出血	小脳梗塞
子宮頚部嚢胞	子宮頚部腫瘍	子宮頚部上皮内腫瘍
腺腫内癌	癌	甲状腺癌
膣転移	腟癌	腹膜転移
左小脳陳旧性梗塞	陳旧性脳梗塞	陳旧性小脳梗塞
淡黄色粘稠痰	喀痰	膿性痰
左末梢性肺動脈狭窄	肺動脈狭窄症	末梢性肺動脈狭窄症
骨代謝異常	代謝障害	骨発達障害
心陰影拡大	胸部異常陰影	肺野円形陰影
腎動脈下腹部大動脈瘤	腹部大動脈瘤	腎動脈瘤
腸管壁内気腫	皮下気腫	口腔粘膜下気腫
慢性活動性ＥＢＶ感染症	ＥＢウイルス感染症	ＨＩＶ感染症
足関節圧痛	関節痛	足関節痛
顔面紅班	紅斑症	顔面紅潮
排便痛	排便障害	嚥下痛
両下肢リンハ゜浮腫	下肢リンパ浮腫	上肢リンパ浮腫
左頸部ＬＮ腫脹	肘リンパ節腫脹	眼部外傷性腫脹
肺門部リンパ節腫脹	リンパ節腫大	肺門リンパ節腫脹
呼吸困難感軽度	呼吸麻痺	呼吸困難
左膝窩動脈血栓症	動脈血栓症	大腿静脈血栓症
開口制限	開口不全	開口障害
変形性関節炎	変形性関節症	多発性関節炎
鼠径部血腫	血腫	眉部血腫
暗赤色嘔吐	嘔吐症	習慣性嘔吐
左増殖性糖尿病網膜症	糖尿病網膜症	増殖性糖尿病性網膜症
レム睡眠行動異常	異常行動	レム睡眠行動障害
声帯癌	声門癌	仮声帯癌
左大腿部疼痛	大腿痛	大腿内側部痛
中枢神経浸潤	中枢神経系損傷	中枢神経ループス
直腸皮下瘻孔	難治性瘻孔	直腸瘻
胆嚢腫大	胆のう肥大	膵腫大
Ｈｅｅｒｆｏｒｄｔ症候群	ぶどう膜耳下腺熱	ＭＥＲＲＦ症候群
ダグラス窩腹水	腹水症	腹水細胞診陽性
ツツガムシ感染症	つつが虫病	アニサキス幼虫感染症
前立腺浮腫	浮腫	上肢浮腫
胞性腫瘤	腫瘤	化膿性腫瘤
右鼠径リンパ節腫脹	鼡径部リンパ節腫脹	顎下リンパ節腫脹
ＡＡＡ破裂	腹部大動脈瘤	眼球破裂
夜間覚醒	不眠症	睡眠障害
右迷走神経鞘腫	神経鞘腫	馬尾神経鞘腫
機会誤嚥	嚥下障害	異物誤嚥
大腿静脈血栓	静脈血栓症	大腿静脈血栓症
新生血管緑内障	緑内障	血管新生緑内障
アメーバ肝膿瘍	肝アメーバ症	アメーバ性肝膿瘍
先天性真珠腫	真珠腫	仮性真珠腫
右肺門部浸潤影	胸部異常陰影	下肺野陰影
食道悪性腫瘍	食道癌	食道良性腫瘍
レントゲン異常	胸部異常陰影	フィブリノゲン異常症
低酸素症状	低酸素性脳症	低酸素血症
粘稠痰少量	喀痰	過剰喀痰
ダンベル型腫瘍	腫瘍	良性腫瘍
催不整脈作用	不整脈	抗不整脈剤副作用
左腋窩汗腺癌	汗腺癌	腋窩癌
感染性仮性嚢胞	仮性膵のう胞	髄液細菌培養陽性
乳房熱感	ほてり	乳房熱傷
大腸穿孔	腸穿孔	小腸穿孔
腎瘢痕	瘢痕	腎瘻
進行性顔面片側萎縮症	顔面痙攣症	顔面半側萎縮症
右鼠径部腫脹	鼡径部腫脹	眼部外傷性腫脹
非逆流性食道炎	食道炎	逆流性食道炎
甲状腺萎縮	後天性甲状腺萎縮	先天性甲状腺萎縮
呼吸苦自覚症状	呼吸困難	呼吸困難発作
多発単神経障害	多発性単ニューロパチー	多発性単神経炎
右肺上葉結節影	胸部異常陰影	下肺野陰影
リステリア感染症	リステリア症	リケッチア感染症
アルコール性脂肪性肝炎	アルコール性脂肪肝	非アルコール性脂肪性肝炎
脳室穿破	脳出血	血腫脳室内穿破
鼠径部リンパ節腫大	鼡径部リンパ節腫脹	リンパ節腫大
吐気治	嘔気	化学療法に伴う嘔吐症
重度右片麻痺	片麻痺	一過性片麻痺
両側乳房腫瘤	乳房腫瘤	乳房皮下腫瘤
原発不明癌頸部リンパ節転移	頚部リンパ節転移	多発性癌転移
右下葉原発扁平上皮癌	下葉肺扁平上皮癌	転移性扁平上皮癌
便秘悪化	便秘症	習慣性便秘
潜血３	顕微鏡的血尿	便潜血
アレルギー性血管浮腫	浮腫	アレルギー性浮腫
顕微的血尿	血尿	顕微鏡的血尿
日中痛み	疼痛	習慣性頭痛
眼球運動痛	疼痛	一次性運動時頭痛
Ｙｅｒｓｉｎｉａ　ｅｎｔｅｒｏｃｏｌｉｔｉｃａ感染症	エルシニア菌食中毒	ＭＲＣＮＳ感染症
多発肺内転移	転移性肺癌	肺移植後
左下葉肺癌断端再発	下葉肺癌	ＡＬＫ融合遺伝子陽性非小細胞肺癌
右顔面打撲	顔面打撲傷	頭部打撲
糖尿病性自律神経障害	糖尿病性自律神経ニューロパチー	糖尿病性末梢神経障害
抗原血症	サイトメガロウイルス感染症	ＨＢｅ抗原検査陽性
潜在性副腎皮質機能低下症	副腎皮質機能低下症	続発性副腎皮質機能低下症
眼球陷凹	眼球陥没	眼瞼瘻孔
両足趾潰瘍	趾皮膚潰瘍	手指皮膚潰瘍
左鎖骨下リンパ節転移	リンパ節転移	鎖骨上リンパ節転移
両眼糖尿病性網膜症	糖尿病網膜症	２型糖尿病性網膜症
肝臓病変	肝疾患	肝障害
右第１趾潰瘍	趾皮膚潰瘍	趾難治性皮膚潰瘍
踵部発赤	発赤	下腿発赤
両側ぶどう膜炎	ぶどう膜炎	急性前部ぶどう膜炎
痔疾患	痔核	咀嚼障害
吐き気軽度	嘔気	習慣性嘔吐
非結核性抗酸菌性人工関節感染症	非結核性抗酸菌症	非結核性抗酸菌性股関節炎
両下肢不随意運動	不随意運動症	四肢運動障害
結腸皮膚瘻	皮膚瘻	直腸皮膚瘻
患肢熱感	ほてり	下肢冷感
両側腎膿瘍	腎膿瘍	腎周囲膿瘍
潜血	顕微鏡的血尿	便潜血
右鼡径部皮下出血	皮下出血	眼部皮下出血
右下腿筋肉内出血	筋肉内血腫	大腿部皮下出血
痒感	そう痒	症候性そう痒症
術後出血	後出血	術後貧血
遠位弓部嚢状動脈瘤	動脈瘤	弓部大動脈瘤
尿潜血遷延	顕微鏡的血尿	反射性無尿
造骨性骨転移	骨転移癌	骨髄転移
失調性構音障害	構音障害	発達性構音障害
皮疹拡大傾向	発疹	全身発疹
依然浮腫	浮腫	特発性浮腫
右足底部蜂窩織炎	足蜂巣炎	蜂窩織炎
急性期脳血管障害	脳血管障害	閉塞性脳血管障害
軽度すりガラス影	胸部異常陰影	コイン状陰影
二次性血小板増多症	血小板増加症	二次性血小板増加症
胃膵嚢胞	膵のう胞	腫瘍性膵のう胞
最近浮腫	浮腫	高度浮腫
労作時頻脈	頻脈症	術中頻脈発作
重症胆管炎	胆管炎	急性胆管炎
右側胸部痛	胸痛	側胸部痛
右上肢発赤	発赤	下腿発赤
呂律のまわりにくさ	構音障害	排便習慣の変化
アミオダロン誘発性甲状腺中毒症	薬剤性甲状腺機能障害	人為的甲状腺中毒症
左胸部痛	胸痛	前胸部痛
左下腿ＤＶＴ	下腿静脈血栓症	下大静脈フィルター留置状態
紫斑	紫斑病	色素性紫斑
致死性不整脈出現	不整脈	術中不整脈
一瞬痛み	疼痛	鈍痛
難治性皮膚非定型抗酸菌症	非結核性抗酸菌症	皮膚非結核性抗酸菌症
頚部鈍痛	鈍痛	頭頚部痛
右肺上葉陰影	胸部異常陰影	下肺野陰影
右上葉肺結節	結節性肺結核	肺の副葉
空腹時高血糖	高血糖症	夜間低血糖症
右麻痺	片麻痺	対麻痺
味覚変化	味覚障害	味覚消失
凝固異常症	血液凝固異常	消費性凝固障害
右側頭葉脳梗塞	脳梗塞	小脳梗塞
両側下顎骨折	下顎骨骨折	下顎正中部骨折
多発性肝腫瘤	肝腫瘍	肝腫瘤
意味性錯語	文意失語症	錯味
ｃｏａｒｓｅ　ｃｒａｃｋｌｅｓ	湿性ラ音	ＣＡＲＡＳＩＬ
緑色下痢便	下痢症	食事性下痢
ＡＶブロック	房室ブロック	ＡＶＭ
前縦隔ＬＮ転移	縦隔リンパ節転移	横隔膜転移
外側脱臼	脱臼	前方脱臼
両足しびれ	下肢しびれ	四肢しびれ
膜性増殖性	膜性増殖性糸球体腎炎	複雑型子宮内膜増殖症
頻脈性心房粗動	心房粗動	頻脈性心房細動
実質外腫瘤	腫瘤	多発性皮下腫瘤
関節炎悪化	関節炎	慢性関節炎
両手指浮腫	浮腫	足部浮腫
浸潤癌化	癌	甲状腺未分化癌
就寝後呼吸困難	呼吸困難	夜間呼吸困難
訪室時疼痛	疼痛	慢性疼痛
転移性膵癌	膵癌	転移性肝癌
間歇跛行	間欠性跛行	跛行
動脈瘤コイル塞栓術	動脈瘤	冠状動脈塞栓症
紅斑散在	紅斑症	環状紅斑
右膝疼痛	膝関節痛	膝窩部痛
皮内腫瘍	腫瘍	皮下腫瘍
左前床突起部髄膜腫	髄膜腫	前頭髄膜腫
軽度腹部痛	腹痛症	上腹部痛
多発毛細血管拡張	オスラー病	毛細血管拡張症
不整脈誘発	不整脈	術中不整脈
左肺動脈ＰＥ	肺動脈血栓塞栓症	肺動脈血栓症
胃潰瘍再発	胃潰瘍瘢痕	再発性胃潰瘍
境界域精神発達遅滞	知的障害	心因反応精神遅滞
外陰部ｐａｇｅｔ癌	外陰部パジェット病	外陰部有棘細胞癌
リウマチ様症状	関節リウマチ	リウマチ反応陽性
肺癌性リンパ管症	癌性リンパ管症	肺ＭＡＬＴリンパ腫
骨盤位妊娠	骨盤位	骨盤位分娩
左椎間孔狭窄	結合組織性椎間孔狭窄症	骨性椎間孔狭窄症
前立腺軽度腫大	前立腺肥大症	前立腺良性腫瘍
大腸憩室症	多発性大腸憩室症	小腸憩室症
右腹痛	腹痛症	下腹痛
嚥下耳痛	耳痛症	嚥下痛
茶色出血	出血	点状出血
左下葉扁平上皮癌	下葉肺扁平上皮癌	転移性扁平上皮癌
原発性ヘモクロマトーシス	ヘモクロマトーシス	続発性ヘモクロマトーシス
逆行性Ｐ波	心電図異常	異常脳波
臀部圧痛	圧痛	腹部圧痛
多発皮下転移	皮下腫瘍	腹膜転移
副鼻腔病変	副鼻	副鼻腔異物
安静時呼吸苦	呼吸困難	夜間呼吸困難
陰嚢疼痛	陰のう痛	陰茎部疼痛
上眼瞼腫脹	眼瞼浮腫	眼瞼外傷性腫脹
右下肢複雑骨折	開放骨折	下肢多発骨折
可動性良好腫瘤	腫瘤	化膿性腫瘤
両頬部発赤	発赤	下腿発赤
感染性肝嚢胞	肝のう胞	寄生虫性肝疾患
皮下出血斑	皮下出血	下肢出血斑
右下腿骨髄炎	大腿骨骨髄炎	下腿骨骨髄炎
平行機能障害	平衡異常	知的障害・行動機能障害なしか最小限
元々杖歩行	歩行障害	内転歩行
毎回失禁	尿失禁症	便失禁
下腿血腫	血腫	下腿部皮下血腫
逆流性膀胱炎	膀胱尿管逆流	反復性膀胱炎
覚醒時疼痛	疼痛	睡眠時頭痛
左大転子部発赤	発赤	下腿発赤
リンパ腫再発	悪性リンパ腫	リンパ腫
重度運動障害性構音障害	構音障害	運動障害性構音障害
腎性急性腎障害	腎障害	急性腎性腎不全
喉頭嚢胞	喉頭のう胞	喉頭蓋のう胞
左上下肢しびれ	半身しびれ	下肢しびれ
心筋傷害	心筋疾患	心臓外傷
胆嚢胆石	胆泥	胆のう胆管結石症
悪性細胞	癌	悪性組織球症
Ｌｉｓｔｅｒｉａ　ｍｏｎｏｃｙｔｏｇｅｎｅｓ敗血症	敗血症	ＭＲＣＮＳ敗血症
パニック症侯群	パニック障害	チェディアック・東症候群
アレルギー性肺アスペルギルス症	アレルギー性気管支肺アスペルギルス症	侵襲性肺アスペルギルス症
左下肢原発性リンパ浮腫	リンパ浮腫	上下肢リンパ浮腫
落ち着かない	多動性障害	落ち込み
薬剤性副腎不全	副腎皮質機能低下症	慢性腎不全
乳がん	乳癌	乳頭びらん
右手関節尺側部痛	手関節痛	手指関節痛
右上顎洞真菌症	上顎洞炎	外耳道真菌症
鮮血便	血便	粘血便
右足滑液包炎	滑液包炎	足関節滑液包炎
左大腿部痛	大腿痛	大腿内側部痛
隆起性病変	胃ポリープ症	前足部変形
細菌性赤痢感染症	赤痢	ボイド菌赤痢
多数骨折	骨折	多発骨折
３型進行癌	癌	重複癌
全頭脱毛症	脱毛症	全身性脱毛症
ｆａｎ症候群	マルファン症候群	ＣＦＣ症候群
脊椎椎間板炎	椎間板炎	頚椎椎間板炎
起始異常	冠動脈起始異常	異常行動
介助　疼痛	疼痛	身体型疼痛障害
ふらつき感自覚	よろめき歩行	よろめき感
腎嚢胞出血	傍腎盂のう胞	腎出血
無症候性キャリア	ＨＴＬＶ−１キャリア	ＨＥＶキャリア
中等度腹水	腹水症	異常腹水
肛門部軽度発赤	肛門部周囲炎	咽頭発赤
側方リンパ節転移	リンパ節転移	多部位リンパ節転移
肺腫瘤影	胸部異常陰影	肺腫瘤陰影
複雑型異型子宮内膜増殖症	腺腫性子宮内膜増殖症	複雑型子宮内膜増殖症
肝肥大	肝型糖原病	肝腫大
紅斑腫脹	紅斑症	多形滲出性紅斑
腰部圧痛	腰痛症	腰殿部痛
肺血症性ショック	敗血症性ショック	ショック肺
異所性静脈瘤	静脈瘤	先天性静脈瘤
腫瘍崩壊	腫瘍	腫瘍崩壊症候群
破壊性甲状腺炎	甲状腺炎	急性甲状腺炎
右腸骨ＬＮ転移	腸骨リンパ節転移	直腸癌骨転移
右腎被膜下血腫	血腫	外傷性腎被膜下血腫
非機能性下垂体腫瘍	下垂体腫瘍	悪性下垂体腫瘍
小人症	低身長症	小頭症
右臼蓋転移	骨盤転移	腹膜転移
右頭頂葉脳梗塞	脳梗塞	小脳梗塞
足趾壊疽	趾壊死	足壊疽
左肺尖部腺癌	肺腺癌	肺門部腺癌
潰瘍型間質性膀胱炎	間質性膀胱炎	潰瘍性膀胱炎
紅色皮疹	発疹	紅斑性湿疹
頚管狭窄	子宮頚管狭窄症	頚部脊柱管狭窄症
脳梗塞後後遺症	脳梗塞	脳梗塞後遺症
紅斑熱	日本紅斑熱	温熱性紅斑
多発頭蓋骨転移	骨転移癌	転移性頭蓋骨腫瘍
Ｄａｎｌｏｓ症候群	エーラス・ダンロス症候群	ＭＥＬＡＳ症候群
運動低下性構音障害	構音障害	運動障害性構音障害
両側腸腰筋血腫	血腫	腸腰筋膿瘍
肝嚢胞感染	肝のう胞	巨大肝蛭感染症
顔面骨圧痛	圧痛	坐骨部痛
会陰部疼痛	外陰部痛	陰茎部疼痛
２次性副甲状腺機能亢進症	副甲状腺機能亢進症	続発性副甲状腺機能亢進症
右前大脳動脈未破裂動脈瘤	前大脳動脈瘤	未破裂脳動脈瘤
リウマチ性胸水	リウマチ性肺疾患	胸水貯留
右眼白内障手術	白内障	白内障術後
右基底核梗塞	脳梗塞	陳旧性側壁心筋梗塞
境界型耐糖能障害	耐糖能異常	遺伝性果糖不耐症
リウマチ疾患	関節リウマチ	回帰性リウマチ
心房細動停止	心房細動	心房静止
ＶＨＬ病	フォンヒッペル・リンダウ病	ＨＤＬＳ
陰嚢部腫脹	陰のう腫大	胸部腫脹
高分化型腺癌	癌	前立腺小細胞癌
Ｍｙｃｏｂａｃｔｅｒｉｕｍ　ｓｈｉｇａｅｎｓｅ感染症	非結核性抗酸菌症	ＭＲＣＮＳ感染症
肺転移発覚	転移性肺腫瘍	肺移植後
両側肺動脈血栓塞栓	動脈血栓症	肺動脈血栓塞栓症
左耳耳鳴	耳鳴症	頚性耳鳴
鼠経ヘルニア	鼡径ヘルニア	食道ヘルニア
日中掻痒感	そう痒	症候性そう痒症
薬剤性腎不全	薬剤性腎障害	慢性腎不全
腫瘍増悪	腫瘍	悪性腫瘍
完全型ベーチェット病	ベーチェット病	不全型ベーチェット病
筋肉痙攣	痙攣	四肢筋痙攣
癌性髄膜腫症	悪性髄膜腫	髄膜癌腫症
化膿性脊椎椎間板炎	化膿性椎間板炎	頚椎化膿性椎間板炎
呼吸性雑音	胸部音異常	発作性呼吸困難
両肩関節圧痛	圧痛	肩関節痛症
多発肝細胞癌	肝腫瘍	肝細胞癌
右腎小嚢胞	傍腎盂のう胞	副腎のう胞
上腫瘍	腫瘍	上顎腫瘍
左踵部痛	踵痛	膝窩部痛
ポリープ様隆起	ポリープ	胃体部ポリープ
刺激性皮膚炎	皮膚炎	虫刺性皮膚炎
慢性緑膿菌感染	緑膿菌感染症	多剤耐性緑膿菌感染症
回腸閉塞	回腸狭窄	回腸閉鎖
尾部嚢胞	膵のう胞	傍鞍部類表皮のう胞
虫刺症	蜂刺症	刺虫症
膵仮性嚢胞破裂	仮性膵のう胞	膵臓破裂
シェーンラインヘノッホ紫斑病	ＩｇＡ血管炎	ナイミーヘン染色体不安定症候群
チャーグ－ストラウス症候群	好酸球性多発血管炎性肉芽腫症	アダムス・ストークス症候群
低ＡＴⅢ血症	アンチトロンビン欠乏症	ＰＩＶＫＡ−ＩＩ高値
超皮質性感覚性失語	皮質下感覚性失語症	超皮質性失語
ＮＯＭＩ	腸壊死	ＭＮＧＩＥ
左踵骨裂離骨折	踵骨骨折	裂離骨折
慢性糸球体炎	糸球体腎炎	連鎖球菌気管炎
左眼結膜下出血	結膜下出血	眼瞼結膜出血
四肢圧痛	圧痛	四肢痛
関節変形	関節奇形	股関節変形
気分変動	気分変調症	気分異常
立位バランス練習重症筋無力症	重症筋無力症	若年型重症筋無力症
食道カンジタ症合併ＨＩＶ感染症	ＨＩＶカンジダ病	ＨＩＶ感染症
固縮無動	こわばり	多発性拘縮
小体認知症	認知症	レビー小体型認知症
生検部感染徴候	創傷感染症	生検後感染
痛風症状	痛風	痛風発作
右眼下鼻側視野異常	視野障害	眼内斜視
右肺Ｓ４原発腺癌	肺腺癌	ＲＯＳ１融合遺伝子陽性非小細胞肺癌
喘息コントロール不良	咳喘息	アトピー性喘息
腹部大動脈狭窄症	大腿動脈狭窄症	腹部大動脈閉塞症
大腸疾患	腸疾患	胃腸疾患
頚部血腫	頚部表在損傷	頭部血腫
皮下浮腫	浮腫	下肢浮腫
低活動型せん妄	せん妄	認知症に重なったせん妄
右内頸動脈血栓閉塞	動脈血栓症	内頚動脈閉塞症
ＣＮＩ腎症	薬剤性腎障害	ＮＳＡＩＤ腎症
胃液様	嘔吐症	胃液欠乏
右鼡径部出血	出血	腟断端出血
右肺上葉肺炎	肺炎	急性肺炎
門亢症	門脈圧亢進症	口蓋垂過長症
創内異物	外傷性異物	殿部異物
膀胱内尿貯留	後腹膜尿貯留	尿膀胱神経症
肢痛	疼痛	上肢痛
腸管内血腫	血腫	肝内血腫
臀部紅斑	紅斑症	手掌紅斑
末節骨骨折	骨折	指節骨骨折
脊椎症性変化	脊椎症	変形性脊椎症
腸閉塞気味	イレウス	直腸閉鎖
浅呼吸	呼吸困難	口呼吸
右顎下リンパ節腫脹	顎下リンパ節腫脹	下顎リンパ節腫脹
痛覚消失	異常知覚	片側痛覚消失
肘頭部潰瘍	前腕皮膚潰瘍	亀頭部潰瘍
反復性腸閉塞	イレウス	結腸閉塞
胎児腹水	胎児水腫	胎児胸水
皮膚ツルゴール低下	脱水症	皮膚ムコール症
右肩悪性軟部腫瘍	悪性軟部腫瘍	肩部悪性軟部腫瘍
右中指スワンネック変形肩関節	スワンネック変形	人工肩関節のゆるみ
腹部肥満	肥満症	腹部膨満
Ｓ状結腸粘膜下腫瘤	腫瘤	Ｓ状結腸粘膜下腫瘍
両側下腿圧痕性浮腫	下腿浮腫	遺伝性下腿浮腫
出血軽度	出血	多量出血
不眠時２錠	不眠症	睡眠薬依存
胸水排出	胸水貯留	漏出性胸水
ＡＩＤＳ非定型抗酸菌症	非結核性抗酸菌症	ＨＩＶ非結核性抗酸菌症
尺側神経麻痺	尺骨神経麻痺	両側性反回神経麻痺
てんかんの発作	てんかん	てんかん様発作
腹部大動脈石灰化	大動脈石灰化症	冠動脈石灰化
コレステロールポリープ	ポリープ	胆のうコレステロールポリープ
１型糖尿除	糖尿	１型糖尿病
肺多型癌	癌	肺癌
気分不快出現	悪心	腹部不快感
内腸骨静脈血栓症	静脈血栓症	腸骨動脈血栓症
舌根扁桃炎	扁桃炎	舌扁桃炎
右肺上葉小細胞癌	上葉小細胞肺癌	上葉肺大細胞癌
ＣＭＶ網膜症	サイトメガロウイルス網膜炎	ＨＩＶ網膜症
悪心Ｇ１	悪心	ＡＦＰ高値
脊髄視神経炎	視神経炎	視神経脊髄炎
印環細胞癌	癌	殿部基底細胞癌
６月肝転移	転移性肝腫瘍	肝移植後
左内頸動脈中等度狭窄	頚動脈硬化症	頚動脈ステント狭窄
右鼡径部ヘルニア	鼡径ヘルニア	外鼡径ヘルニア
ＭＬＦ症候群	核間性眼筋麻痺	ＣＦＣ症候群
肩関節疼痛	肩関節痛症	肩関節痛風
右手痺れ	上肢しびれ	手変形
逆流感	胃食道逆流症	三尖弁逆流
左尿管導管吻合部狭窄	吻合部狭窄	尿管回腸導管吻合部狭窄
時折不整	不整脈	不器用
僧帽弁狭窄症兼閉鎖不全症	僧帽弁狭窄症	僧帽弁狭窄兼閉鎖不全症
伸筋腱脱臼	脱臼	総指伸筋腱脱臼
内転障害	眼球運動痙攣	内転足
足首骨折	足関節骨折	足背骨折
高Ｂｉｌ血症	高ビリルビン血症	高ＬＤＬ血症
第一腰椎破裂骨折	腰椎破裂骨折	第３頚椎破裂骨折
パニック	パニック障害	パニック発作
ＡＰＳ	抗リン脂質抗体症候群	ＡＩＤＳ
脳圧亢進症状	頭蓋内圧亢進症	非外傷性低脳圧症
二次性ヘモクロマトーシス	ヘモクロマトーシス	続発性ヘモクロマトーシス
潜在性副甲状腺機能低下症	副甲状腺機能低下症	特発性副甲状腺機能低下症
右内腸骨動脈狭窄	動脈狭窄	外腸骨動脈狭窄
Ⅱａ型高脂血症	高脂血症	混合型高脂質血症
右睾丸痛	精巣痛	鼡径部痛
回腸出血	腸出血	小腸出血
後頭蓋下髄膜腫	髄膜腫	後頭蓋窩髄膜腫
尿道口発赤	発赤	尿道口膿瘍
肺上葉原発性肺癌	原発性肺癌	上葉肺癌
労作時胸部不快	労作時呼吸困難	胸部不快感
Ｓａｌｍｏｎｅｌｌａ　ｅｎｔｅｒｉｔｉｄｉｓ敗血症	サルモネラ敗血症	ＭＲＳＡ敗血症
グル音異常	異常腸音	心音図異常
鉄吸収障害	鉄欠乏症	鉄代謝障害
本日右眼白内障	白内障	併発白内障
胆管内結石	胆管結石症	総胆管結石
処置後膵炎	膵炎	術後膵炎
ｗｉｄｅ　ＱＲＳ頻拍	頻拍症	上室頻拍
両側性末梢性顔面神経麻痺	末梢性顔面神経麻痺	特発性末梢性顔面神経麻痺
息苦しく	呼吸困難	口苦
無菌性腸炎	非感染性腸炎	細菌性腸炎
骨盤内リンパ嚢腫	骨盤部感染性リンパのう胞	骨盤内リンパ節の悪性腫瘍
平坦Ｔ波	心電図異常	低Ｔ３症候群
ペーシング不全	両室ペーシング機能付き植込型除細動器不全	ペースメーカ不全
ふらつきあり	めまい	全身こむらがえり病
右鼡径ヘルニア	鼡径ヘルニア	外鼡径ヘルニア
職業性ストレス	急性ストレス反応	重度ストレス反応
卵管水腫	卵管留水症	胎児水腫
左下葉原発性肺扁平上皮癌	肺扁平上皮癌	下葉肺扁平上皮癌
外気胸	気胸	外傷性気胸
外陰部血腫	外陰血腫	会陰部血腫
