出現形	正解	予測
術後左反回神経麻痺	反回神経麻痺	門脈圧亢進症性胃腸症
無症候性髄膜腫	髄膜腫	外頚静脈損傷
左肺下葉肺癌	下葉肺癌	虚血性心疾患
アルコール離脱症候群	アルコール離脱状態	肥満細胞性白血病
左腸骨骨肉腫	腸骨軟骨肉腫	趾中節骨良性腫瘍
脳梁低形成	脳梁形成不全	瀑状胃
表皮内水疱形成	先天性表皮水疱症	頬粘膜血管腫
後頚部圧痛	圧痛	胸部損傷
不定愁訴様	不定愁訴症	牛乳によるアナフィラキシーショック
良性胆道狭窄	胆管狭窄症	外傷性髄液鼻漏
左下葉非小細胞肺癌	下葉非小細胞肺癌	鼡径ヘルニア嵌頓
ＣＫＤ　腎硬化症	腎硬化症	腹膜転移
前頭葉出血	出血	咽頭麻痺
有茎性乳頭状腫瘍	腫瘍	母指ＭＰ関節不安定症
理解困難	言語理解障害	上腕良性軟部腫瘍
スメア異常	腟スメア細胞診陽性	股関節症
腹腔内敗血症	敗血症	４分の３冠破損
膵尾部腫大	膵腫大	筋膜結核
過呼吸状態	過換気症	水腎水尿管症
右肺門部原発肺小細胞癌	小細胞肺癌	成人型大動脈縮窄症
胃癌骨髄癌腫症	骨髄転移	先天性冠状動脈瘤
眼乾燥感	ドライアイ	腎血管性高血圧症
内側縦束症候群	核間性眼筋麻痺	口臭
両足関節炎	足関節炎	胃神経内分泌細胞癌
夜低血糖	低血糖	口唇石灰化上皮腫
左上下肢軽度麻痺	四肢麻痺	先天性肺動脈異常
下肢痙性	痙性対麻痺	乳歯萌出障害
皮疹状況	発疹	頭部損傷・頭蓋内に達する開放創合併なし
不適応	適応障害	両室肥大
陰茎部痛	陰茎部疼痛	腓骨骨折
髄外形質細胞腫	骨外性形質細胞腫	胸腺結核
ｍａｌｉｇｎａｎｔ　ｌｙｍｐｈｏｍａ	悪性リンパ腫	血中の向精神薬の検出
重症ＡＧＨＤ	重症成人成長ホルモン分泌不全	胃静脈瘤出血
両白内障	白内障	腸管破裂・腹腔に達する開放創合併あり
腎結石	腎結石症	脚気神経炎
湿疹性病変	湿疹	複合性局所疼痛症候群ＩＩ型
穿刺部発赤	発赤	少関節型若年性関節炎・手関節
時々背部痛	背部痛	下肢筋萎縮
手内筋萎縮	筋萎縮症	膵移植後
腎機能悪化	腎機能低下	中枢性嘔吐症
尾てい骨骨折	尾骨骨折	乳頭浮腫
高度視力障害	視力障害	腟壁下垂
周期性クッシング症候群	クッシング症候群	硝子体異物残留
昨夜微熱	微熱	新生児テタニー
腓腹筋痙攣	痙攣	眉毛部裂創
左肋骨打撲	肋骨部打撲	足損傷
破壊性脊椎症	脊椎症	新生児低酸素血症
胆嚢破裂	胆のう管破裂	手汗疱状白癬
独歩不可	歩行障害	先天性爪異常
骨破壊進行	関節リウマチ	直腸びらん
下肢白癬	白癬	趾基節骨良性腫瘍
左鼓膜発赤	発赤	車酔い
潜在結核	結核	眼瞼外傷性異物
熱苦症状	発熱	皮脂腺腫瘍
シャイドレジャー症候群	シャイ・ドレーガー症候群	閉鎖歯列弓
肺動脈弁閉鎖症	肺動脈弁閉鎖	上腕悪性線維性組織球腫
脾摘施行Ｃ型肝炎	Ｃ型肝炎	腸腰筋炎
胸水セルブロック	胸水貯留	先天性巨大動脈瘤
右肺上葉すりガラス影	胸部異常陰影	偽視神経炎
Ｆｏｌｌｉｃｕｌａｒ　ｌｙｍｐｈｏｍａ	濾胞性リンパ腫	血中の向精神薬の検出
腫瘍性ＤＩＣ	線溶亢進	陳旧性足関節外側靱帯損傷
右精巣上体炎	精巣上体炎	淋菌性心膜炎
左肘関節亜脱臼	亜脱臼	術後発熱
左聴神経腫瘍	聴神経腫瘍	必須脂肪酸欠乏症
左肺感染性嚢胞	肺のう胞	ウィリス動脈輪周囲炎
母体出血	出血	淋菌性精巣上体炎
右足趾壊疽	下肢壊疽	好酸球性口腔粘膜肉芽腫
胃腸障害	急性胃腸障害	腹部悪性軟部腫瘍
残遺癌	癌	黒皮症
不安大きく	不安障害	ラテックスアレルギー
ＭＳ再発	多発性硬化症	血小板無力症
強直間代性痙攣発作	間代性痙攣	骨粗鬆症・大腿部病的骨折あり
一過性意識消失発作	一過性脳虚血発作	ジューリング病
乳児白血病	白血病	陳旧性塞栓性脳梗塞
筋委縮	筋萎縮症	腸骨リンパ節転移
水腎再燃	水腎症	陰茎脂肪腫
しびれていない	しびれ感	肩甲部圧挫傷
時々血痰	血痰	妊娠性反復性黄疸
左鼠経ヘルニア	鼡径ヘルニア	母趾打撲傷
遺伝性腎性尿崩症	先天性腎性尿崩症	有痛性扁平足
尿管結石	尿管結石症	骨盤切断術後
体幹掻痒感	そう痒	乾癬性関節炎・足関節
右大腿部骨幹部骨折	大腿骨骨幹部骨折	肝腎症候群
糖尿病神経症	糖尿病性神経痛	陰茎挫傷
古典的肝細胞癌再発	肝細胞癌	慢性非細菌性前立腺炎
左室低形成	左心低形成症候群	胎便栓症候群
劇症肝炎亜急性型	劇症肝炎	脳幹部星細胞腫
分岐部動脈瘤	内頚動脈後交通動脈分岐部動脈瘤	母趾ガングリオン
腫瘍感染	腫瘍	精巣奇形癌
悪性腫瘍スクリーニング	悪性腫瘍	術中ショック
外陰部炎	外陰炎	頭蓋内占拠性病変
軽度骨髄抑制	骨髄機能低下	カプラン症候群
右踵骨折	骨折	迷路骨包耳硬化症
ＰＰＨ	肺高血圧症	動脈還流異常
頭痛時折	頭痛	炭坑夫塵肺症
血腫貯留	血腫	晩期先天梅毒
不整脈発作	不整脈	角膜異物
静脈炎症状	静脈炎	外傷性食道破裂・胸腔に達する開放創合併なし
子宮間質肉腫	肉腫	顔面多発皮下血腫
右主気管支膜様部壊死	壊死	成長ホルモン分泌不全
右下肺野スリガラス影	胸部異常陰影	偽視神経炎
時々頭痛	頭痛	炭坑夫塵肺症
胆嚢腺扁平上皮癌	癌	尿膜管の奇形
上行結腸早期癌	上行結腸癌	ゲオトリクム症
突発性血小板減少性紫斑病	血小板減少性紫斑病	中足骨痛症
意識変動	意識障害	ヘルペス角膜炎
左閉鎖リンパ節転移	リンパ節転移	慢性尿路感染症
両側小脳梗塞	小脳梗塞	神経因性膀胱
胃癌多発肝転移	転移性肝癌	尿道膿瘍
左前腕浮腫	浮腫	型分類困難な統合失調症
赤紫斑	紫斑病	輪状暗点
偽腔閉塞型大動脈解離	解離性大動脈瘤	陰茎海綿状血管腫
高度感音性難聴	感音難聴	滑液のう腫
左耳介欠損	耳介欠損	外傷性横隔膜ヘルニア
尿路感染	尿路感染症	肩甲骨痛
縦隔炎再発	縦隔炎	先天性プラスミノゲン欠損症
前立腺肥大有	前立腺肥大症	舌骨骨折
胆嚢腫瘍	胆のう腫瘍	趾骨痛症
胃がん	胃癌	子宮収縮不全
左中大脳動脈梗塞	中大脳動脈塞栓症	胃腸管損傷・腹腔に達する開放創合併あり
Ｓｏｔｏｓ症候群	ソトス症候群	若年型ＧＭ２ガングリオシドーシス
必要認知症	認知症	新生児脳出血
肝腫瘤性病変	肝腫瘤	副腎皮質ホルモン剤副作用
大動脈瘤解離	解離性大動脈瘤	上葉肺扁平上皮癌
挿入部出血	出血	外耳道閉塞性角化症
眠前発熱	発熱	発疹チフス
肺炎反復	肺炎	ＨＥＬＬＰ症候群
子宮内発育不全	子宮発育不全	前腕滑膜肉腫
左眼窩内腫瘤	眼窩腫瘤	無菌性髄膜炎
多発性腎梗塞	腎梗塞	非穿通性頭部外傷
多臓器不全状態	多臓器不全	頭位眼振
再度痙攣発作	痙攣発作	手掌白癬
変動一過性徐脈	徐脈	重複癌
四肢色素沈着	皮膚色素沈着	コレステロールエステル蓄積症
良性発作性頭位めまい	良性発作性頭位めまい症	靱帯捻挫
三角圧痛	肩部筋痛	急性放射線皮膚炎
両側声帯不全麻痺	声帯不全麻痺	睡眠時無呼吸症候群
舌痛	舌痛症	足舟状骨骨折
肺動脈弁下狭窄	肺動脈弁下狭窄症	卵管留血腫
乳癌局所再発	乳癌	異常白血球分化
頚椎症性神経根炎	頚椎症性神経根症	亜急性細菌性心膜炎
痛みきつい	疼痛	円蓋部髄膜腫
両側顎下腺腫大	顎下腺肥大	原発性痛風
中等度咽頭期嚥下障害	嚥下障害	卵巣損傷
ビタミンＤ不足	ビタミンＤ欠乏症	足部壊死性筋膜炎
日中下痢便	下痢症	上顎骨線維腫
胸郭低形成	胸郭異常	切断
肺スリガラス陰影	胸部異常陰影	腹部膿瘍
頻脈傾向変	頻脈症	腸間膜動脈硬化症
口蓋腫瘤	腫瘤	心房静止
パーキンソン病関連疾患	パーキンソン病	卵巣漿液性腺腫
グラム陰性桿菌菌血症	グラム陰性桿菌敗血症	夏期熱
右上肢腫脹	上肢腫脹	頭蓋内胚細胞腫瘍
左肩甲骨部痛	肩甲骨痛	上口唇母斑細胞母斑
開腹子宮筋腫核	子宮筋腫	魚咬創
白内障手術	白内障	眼瞼先天異常
腫瘤残存	腫瘤	鼻部皮膚良性腫瘍
直腸癌Ｒａ	直腸癌	下行結腸多発憩室
カルボプラチンアレルギー	薬物過敏症	ＬＰシャント機能不全
肺原発ホジキンリンパ腫	ホジキンリンパ腫	頻拍症
循環障害	末梢循環障害	大網ヘルニア
原発性空腸癌	空腸癌	腓側列欠損
右卵巣チョコレート嚢腫	チョコレートのう胞	蝸牛型メニエール病
重度精神運動発達遅滞	混合性特異的発達障害	二次性会陰裂傷
左腎梗塞	腎梗塞	肺ブラストミセス症
筋緊張高く	筋強直	神経性眼精疲労
母指潰瘍治癒遅延	皮膚潰瘍	慢性化膿性鼻咽頭炎
歩行時呼吸困難感	労作時呼吸困難	慢性複雑性膀胱炎
滑液貯留	体液貯留	日光網膜症
痰症状	喀痰	静脈内膜炎
腸管血流障害	末梢循環障害	卵巣周囲炎
発赤強い	発赤	少関節型若年性関節炎・手関節
全身性単純ヘルペスウイルス感染症	ヘルペスウイルス感染症	関節痛
冠動脈高度石灰化	冠動脈石灰化	大脳皮質基底核変性症
劇症型腸アメーバ症	腸アメーバ症	脳毛細血管拡張症
慢性痛	慢性疼痛	悪性腫瘍に伴う貧血
不適応行動	適応障害	脳挫創
心室内血栓	心室内血栓症	口角口唇炎
腹膜播種結節摘出	腹膜播種	肋軟骨離断
緑色痰	喀痰	多発開放骨折
冠動脈硬化	冠状動脈硬化症	１型糖尿病性末梢神経障害
右中葉肺癌	中葉肺癌	腟中隔
ポンプポケット内血腫	血腫	肺毛細血管腫症
血管免疫芽球型Ｔ細胞リンパ腫	血管免疫芽球性Ｔ細胞リンパ腫	半月板損傷
腹部緊満	腹部膨満	虹彩癒着
舌骨喉頭下垂	喉頭下垂症	網膜剥離術後
尿量低下	乏尿	腹腔内出血
脳梗塞症	脳梗塞	示指ＭＰ関節挫傷
左非浸潤性乳管癌	非浸潤性乳管癌	足関節外側靱帯断裂
むつかぶれ	おむつ皮膚炎	肩甲部圧挫傷
水平亜脱臼	亜脱臼	習慣性斜頚
右反復性膝蓋骨脱臼	反復性膝蓋骨脱臼	ピロプラスム症
早期癌	癌	腹部挫傷
吻合部出血	出血	十二指腸総胆管炎
子宮頸がん	子宮頚癌	胸腺炎
腺扁平上皮癌	癌	内反尖足
喉頭蓋サルコイドーシス	サルコイドーシス	脱水症
結核性	結核	眼瞼外傷性異物
声門部狭窄	喉頭狭窄症	体幹表皮母斑
両側急性硬膜外血腫	急性硬膜外血腫	腰腹痛
高レニン高血圧	高レニン性高血圧症	瘢痕性肛門狭窄
頭蓋底髄膜腫	髄膜腫	ダイレクトボンドマルチブラケット装置脱離
右前胸部痛	前胸部痛	大腿骨側頚部開放骨折
膵全体癌	膵癌	トリコモナス性精のう炎
両側血気胸	血気胸	ケロイド
穿刺部位出血	出血	遺伝性難聴
手掌黄色腫	黄色腫症	第５趾末節骨開放骨折
皮膚湿疹	湿疹	鉄欠乏症
唾石	唾石症	眼窩神経芽腫
非吻合部多発胆管狭窄	胆管狭窄症	外傷性髄液鼻漏
軽度肥満歴	肥満症	妊娠性エプーリス
左腎嚢胞不変	腎のう胞	再発性多発軟骨炎
軽度発赤腫脹	発赤	軟部悪性巨細胞腫
左手関節変形	変形性手関節症	潜伏眼球
蛋白尿（３＋）	蛋白尿	発熱
左手首痛	手部痛	子宮直腸瘻
びまん性肺胞出血	肺胞出血	腹部腫瘤
続発性赤芽球癆	赤芽球ろう	下顎歯槽骨炎
インフルエンザ菌	インフルエンザ	先天性熱帯熱マラリア
左舌区小細胞癌	小細胞肺癌	中耳腫瘍
左足背疼痛	足背痛	胃熱傷
成人発症Ｓｔｉｌｌ病（ＡＯＳＤ）	成人スチル病	血中の向精神薬の検出
大球性正色素性貧血	正色素性貧血	直腸切断術後後遺症
双極Ⅱ型障害	２型双極性障害	ヒルシュスプルング病
限局型全身性強皮症	全身性強皮症	眼瞼蜂巣炎
右水晶体脱臼	水晶体脱臼	胸部内臓転位
心サルコイト゛ーシス	心サルコイドーシス	心臓性浮腫
Ｓ状結腸高分化腺癌	Ｓ状結腸癌	セラミックブラケット脱離
右側頬部腫脹	頬部腫脹	充実性卵巣腫瘍
右上背部痛	背部痛	下肢筋萎縮
両下肢痛み	疼痛	乳管拡張症
多発海綿状血管腫	多発性海綿状血管腫	カポジ肉腫
結核歴	結核	眼瞼外傷性異物
ＳＭＡ浸潤	膵癌	下顎角部開放骨折
微小癌	癌	一側性混合性難聴
慢性疼痛性障害	慢性疼痛	胸骨骨髄炎
高Ｃｌ血症	高クロール血症	眼瞼外傷性色素沈着
乳頭状腺癌	癌	口唇外傷性腫脹
帯状疱疹ウイルス脊髄炎	ウイルス脊髄炎	睡眠時無呼吸症候群用口腔内装置不適合
内臓播種性ＶＺＶ感染症	汎発性帯状疱疹	上眼瞼蜂巣炎
様皮疹	発疹	頭部損傷・頭蓋内に達する開放創合併なし
左帯状疱疹	帯状疱疹	石灰化腱膜線維腫
骨形成不全症Ⅲ型	骨形成不全症	全身型若年性特発性関節炎・膝関節
高度肥満症	病的肥満症	放射線性顎骨壊死
右前頭葉脳内血腫	血腫	喉頭蓋前面癌
マルチミニコア病	マルチコア病	腹膜播種
四肢関節腫脹	関節炎	重度栄養失調
右腸骨静脈血栓症	腸骨静脈圧迫症候群	腎後性血尿
脳底動脈閉塞	脳底動脈閉塞症	先天性頭髪発育不全
胸背部圧迫感	背部圧迫感	非アルコール性コルサコフ精神病
眼瞼結膜軽度貧血	貧血	食後悪心
子宮頸癌Ⅲｂ期	子宮頚癌	爪甲軟化症
傍卵巣嚢胞	傍卵巣のう胞	慢性歯周膿瘍
肝内腫瘤性病変	腫瘤	副腎皮質ホルモン剤副作用
血管性紫斑病	症候性紫斑病	大耳症
時々右股関節痛	股関節痛	薬物性光毒性反応
ＡＳＤ	心房中隔欠損症	サルモネラ敗血症
緑膿菌肺感染症	緑膿菌肺炎	直腸障害
母子感染歴	母子感染	鼻耳管炎
ふらつきあり転倒リスク高い	めまい	ＡＢＯ因子不適合
頸腕症候群	頚肩腕症候群	軽度知的障害
食道癌術後リンパ節転移	リンパ節転移	悪性グルカゴノーマ
亜急性期小脳梗塞	小脳梗塞	神経因性膀胱
喘息コントロール	咳喘息	医原性新生児低血糖
右膝違和感	全身違和感	精神運動興奮状態
腓骨神経麻痺徴候	腓骨神経麻痺	鈍痛
中高分化型腺癌	癌	転移性胸壁腫瘍
軽度脳梗塞	脳梗塞	アメーバ性虫垂炎
身体外傷	外傷	Ｄ群連鎖球菌敗血症
心源性塞栓症	心原性脳塞栓症	続発性骨髄線維症
左上腕骨近位端骨折	上腕骨近位端骨折	触覚鈍麻
神経根性痛	疼痛	歯の脱落
白色壊死組織付着	壊死	恥骨骨膜炎
夜間中途覚醒	睡眠障害	全身中毒症
軽度肺動脈弁狭窄	肺動脈弁狭窄症	卵管留血腫
転移性肝癌術後再発	転移性肝癌	尿道膿瘍
無涙症	涙液分泌不全	小腸腟瘻
劇症Ａ型肝炎	Ａ型劇症肝炎	外傷性精神病
ｃｒｉｔｉｃａｌ　ｉｌｌｎｅｓｓ　ｐｏｌｙｎｅｕｒｏｐａｔｈｙ	多発ニューロパチー	血中の向精神薬の検出
右眼増殖性糖尿病網膜症	増殖性糖尿病性網膜症	人工関節のゆるみ
右上腕腫脹	上腕部腫脹	血中亜鉛異常
右側胸水貯留	胸水貯留	先天性巨大動脈瘤
水疱瘡	水疱症	多発性下肢挫滅創
軽度高Ｋ血症	高カリウム血症	頭部打撲傷
肝性脳症再発	肝性脳症	低炭酸ガス血症
水様便流出	下痢症	ポータータイプ拡大装置不適合
二絨毛膜二羊膜性双胎第	二絨毛膜二羊膜性双胎	網膜網状変性
浮腫傾向	浮腫	壊疽性臍ヘルニア
骨Ｐａｇｅｔ病	骨パジェット病	ベネズエラ出血熱
Ｅｎｔａｍｏｅｂａ　ｈｉｓｔｏｌｙｔｉｃａ	アメーバ赤痢	血中の向精神薬の検出
左頚部内頸動脈狭窄	内頚動脈狭窄症	胸部昆虫螫
大腿筋横紋筋肉腫	横紋筋肉腫	限局性皮下腫脹
腸炎性関節炎	関節炎	高ＨＤＬ血症
ＰＭＳ	月経前症候群	血小板無力症
腓腹部圧痛	腹部圧痛	下腿表在損傷
非チフス性Ｓａｌｍｏｎｅｌｌａ菌血症	菌血症	気管開放骨折
微小多発肝膿瘍	肝膿瘍	背部悪性末梢神経鞘腫
卵管狭窄	卵管狭窄症	四肢開放創後遺症
胸部大動脈解離	急性大動脈解離	軽症腺ペスト
蜂窩織炎発症	蜂窩織炎	十二指腸ポリポーシス
輪状披裂関節炎	関節炎	横隔膜炎
左下肢蜂窩織炎	下肢蜂巣炎	気管挫滅損傷
肺塞栓	肺塞栓症	乳腺腫大
咽頭残留	嚥下障害	亜急性虹彩炎
低髄圧症状	低髄液圧症	腰部椎間板症性神経根症
左腓骨開放骨折	腓骨開放骨折	上腕骨骨折
大量水様下痢	下痢症	上顎骨線維腫
処方右乳癌	乳癌	植込型除細動器電池消耗
症候性けいれん	症候性てんかん	歯髄出血
低血糖回避	低血糖	風疹様発疹
左慢性閉塞隅角緑内障	慢性閉塞隅角緑内障	陰のう静脈瘤
弧発性古典的ＣＪＤ	孤発性クロイツフェルト・ヤコブ病	サルモネラ敗血症
呼吸機能低下	呼吸機能検査異常	脳底部挫傷・頭蓋内に達する開放創合併あり
右大腿リンパ節転移	リンパ節転移	上腕挫滅傷
左第３趾潰瘍	趾皮膚潰瘍	第１手根中手関節脱臼骨折・手根骨
足変形	足部変形	異所性胸腺
膝関節水腫	膝関節水症	胃破裂・腹腔に達する開放創合併なし
腹部瘢痕ヘルニア	腹壁瘢痕ヘルニア	腰椎圧迫骨折
月経困難	月経困難症	双胎妊娠新生児
左局所進行乳癌	進行乳癌	植込型除細動器電池消耗
好酸球性胆嚢炎	胆のう炎	胸部母斑細胞母斑
左下腿骨幹部骨折	骨折	肝腎症候群
即時型アレルギー	アレルギー	縦隔結核
ふらつき有	めまい	乳び胸
ループス腎炎Ｖ型	ループス腎炎	腹部良性軟部腫瘍
閉塞性睡眠時無呼吸症侯群	睡眠時無呼吸症候群	母趾皮膚潰瘍
右下肢しびれ	下肢しびれ	クラミジア子宮頚管炎
頭部脂漏性皮膚炎	脂漏性皮膚炎	一酸化炭素中毒
結核性ブドウ膜炎	結核性ぶどう膜炎	後頭蓋窩硬膜外血腫・頭蓋内に達する開放創合併なし
左真珠腫性中耳炎再発	真珠腫性中耳炎	仙腸関節弛緩
傍大動脈ＬＮ転移	大動脈周囲リンパ節転移	シャルコー・マリー・トゥース病
痙直型四肢麻痺	四肢麻痺	稽留性肢端皮膚炎汎発型
角化性紅斑散在	紅斑症	単純性尿路感染症
労作時呼吸苦自覚	労作時呼吸困難	汗孔角化症
慢性腎炎	慢性腎炎症候群	胃前庭部毛細血管拡張症
間質性肺炎像	間質性肺炎	漏出性胸水
嘔気様	嘔気	急性細菌性心膜炎
左側頭葉皮質化出血	出血	限局性浮腫
左上腕骨開放骨折	上腕骨開放骨折	クラミジア性前立腺炎
腹部膨満継続	腹部膨満	虹彩癒着
右足底腱膜炎	足底筋膜炎	ウイルス性心膜炎
両側顎関節症	顎関節症	２型糖尿病性多発ニューロパチー
出血性黄体	出血性黄体のう胞	母指皮膚欠損創
右鼡径部疼痛	鼡径部痛	増殖性外毛根鞘性のう腫
高～中分化型管状腺癌	癌	転移性胸壁腫瘍
Ｌａｍｉｖｕｄｉｎｅ耐性Ｂ型肝硬変	Ｂ型肝硬変	頬部貫通創
遺伝性腎炎	家族性腎炎	開放性脳損傷髄膜炎
湿疹化	湿疹	複合性局所疼痛症候群ＩＩ型
左大腿部蜂窩織炎	大腿部蜂巣炎	人工肘関節周囲骨折
下肢対麻痺	対麻痺	先天性肺動脈異常
成長発達遅滞	発達遅滞	うつ病
下腿点状出血	点状出血	遺伝性難聴
脈管奇形	奇形	２型糖尿病合併妊娠
手指欠損	手指欠損症	再発性尿道炎
咽頭粘膜軽度発赤	咽頭発赤	上腕動脈瘤
可動時痛	疼痛	若年性ポリープ
下垂手	垂れ手	気管支喘息
左陰嚢内容腫大	陰のう腫大	直腸ＭＡＬＴリンパ腫
痰がからみ	喀痰	淋菌性結膜炎
朝出血	出血	脊髄挫傷
右鼠経ヘルニア修復術	鼡径ヘルニア	潜在性脊椎披裂
ステロイド骨粗鬆症	ステロイド性骨粗鬆症	大腿骨骨折後遺症
足趾冷感	下肢冷感	非医学的人工妊娠中絶
不整腫瘤	腫瘤	鼻部皮膚良性腫瘍
腎前性脱水	脱水症	鎖骨下動脈瘤
左肩部痛	肩部痛	クリオグロブリン血症性血管炎
頸部皮下膿瘍	皮膚膿瘍	新生児緑膿菌敗血症
ウイルス性感冒	感冒	糖尿病性神経障害性疼痛
多発腫大リンパ節	リンパ節腫大	足炎
腹部自発痛	腹痛症	肛囲カンジダ症
中分化型前立腺癌	前立腺癌	転移性胸壁腫瘍
左一側性形成不全性股関節症	一側性形成不全性股関節症	結核性肺膿瘍
好酸球性気道炎症	好酸球性気管支炎	対鉤歯
腸管蠕動障害	腸管運動障害	卵巣周囲炎
褥瘡形成リスク高い	褥瘡	異所性膵
腰椎変性辷り症	腰椎変性すべり症	脳挫創・頭蓋内に達する開放創合併あり
手術高血圧	高血圧症	習慣性脊柱側弯症
嚥下下困難	嚥下障害	子宮損傷・骨盤腔に達する開放創合併あり
てんかん脳波	異常脳波	腰椎不安定症
巨大血腫	血腫	脊髄神経根症
十二指腸原発神経内分泌腫瘍	十二指腸神経内分泌腫瘍	軸性近視
腹水多量貯留	腹水症	先天性巨大動脈瘤
内腸骨リンパ節転移	腸骨リンパ節転移	体位性失神
ＣＭＶ胃腸炎	サイトメガロウイルス腸炎	副眼瞼
瘢痕痙性	瘢痕	インフルエンザ性胃腸炎
両Ｔ字杖歩行	歩行障害	前立腺無形成
便性状変化	便異常	術後消化管出血性ショック
右血栓閉塞	血栓塞栓症	性感異常
出血付着程度	出血	遺伝性難聴
右海綿静脈洞髄膜腫	髄膜腫	卵巣腫瘤
虚血性心疾患合併	虚血性心疾患	晩発閉経
壊死性筋炎	筋炎	外傷性てんかん
全肺腫瘍	肺腫瘍	尿管閉塞
軽度構音障害	構音障害	薬物乱用
両下腿紅斑	紅斑症	五胎分娩
低Ｃａ血症	低カルシウム血症	胃静脈瘤出血
二次性副腎不全	副腎クリーゼ	咽頭炎
一週間程度眠気	非器質性過眠症	起立性蛋白尿
子宮内腔癒着	子宮内膜症	低マグネシウム血症
項部硬直軽度	項部硬直	胸部難治性皮膚潰瘍
下熱	発熱	発疹チフス
右母指陳旧性尺側側副靱帯損傷	靱帯損傷	ヒストプラスマ症
左気管支狭窄	気管支狭窄症	急性咽頭喉頭炎
皮膚型ＰＮ	結節性多発動脈炎	シャガス病脊髄炎
肺線維化	肺線維症	多発性血管脂肪腫
副鼻腔軽度粘膜肥厚	副鼻腔炎	下顎部第１度熱傷
味覚異常Ｇｒ１	味覚異常	総義歯過高
中心視野欠損	視野欠損	頚椎良性腫瘍
昨晩低血糖	低血糖	口唇石灰化上皮腫
両水腎症	両側水腎症	徐脈性不整脈
前回貧血	貧血	眼球裂傷
骨粗鬆症性圧迫骨折	骨粗鬆症・病的骨折あり	下血
右肺原発肺腺癌	肺腺癌	ハラーマン・ストライフ症候群
脊髄原発悪性リンパ腫	悪性リンパ腫	進行流産
手指浮腫	浮腫	器質性の妄想状態および幻覚妄想状態
口内炎再発	口内炎	新生児天疱瘡
皮質性認知症	皮質下認知症	筋サルコイドーシス
足背発赤	発赤	少関節型若年性関節炎・手関節
後縦隔腫瘤	縦隔腫瘍	流行性角結膜炎
頚椎症性脊椎症	脊椎症	非アルコール性コルサコフ症候群
中部延髄右外側脳梗塞	脳梗塞	脛骨軟骨肉腫
仙骨部瘻孔	難治性瘻孔	舌下型がま腫
軽鎖沈着症	単クローン性軽鎖重鎖沈着症	収縮性心膜炎
右傍気管リンパ節転移	リンパ節転移	出血性膀胱炎
ｓｍａｌｌ　ｃｅｌｌ　ｃａｒｃｉｎｏｍａ	癌	血中の向精神薬の検出
遺伝性出血性毛細血管拡張症	オスラー病	腰仙部脂肪腫
胸椎後縦靭帯骨化症	胸椎後縦靱帯骨化症	産科的創傷の血腫
重症敗血症性ショック	敗血症性ショック	先天性尿管閉塞症
間質性肺炎評価	間質性肺炎	肺乳頭腫
右腎損傷	腎損傷	特殊学習困難
右肺門部原発	原発性肺癌	腹部膿瘍
再発食道癌	食道癌	副甲状腺過形成
不定愁訴多い	不定愁訴症	牛乳によるアナフィラキシーショック
発熱再燃	発熱	発疹チフス
左肩関節痛	肩関節痛症	低心拍出量症候群
瘢痕様変化	瘢痕	脳膜腫
元々頻尿	頻尿症	道化師様魚鱗癬
浮腫対策	浮腫	壊疽性臍ヘルニア
核下性顔面神経麻痺	顔面神経麻痺	膀胱損傷・骨盤腔に達する開放創合併なし
皮膚原発悪性リンパ腫	悪性リンパ腫	中足骨軟骨肉腫
市中感染型ＭＲＳＡ	ＭＲＳＡ感染症	直腸神経内分泌細胞癌
左尿管結石	尿管結石症	骨盤切断術後
乾性咳嗽頻回	乾性咳	母指有棘細胞癌
首痛	頚部痛	角膜上皮剥離
右側頭部紫斑	紫斑病	熱帯性ざ瘡
薬剤過敏性症候群	薬物過敏症	急性骨髄炎
延長症候群	ＱＴ延長症候群	若年性特発性関節炎・足関節
紫斑形成軽度	紫斑病	輪状暗点
両側肺動脈狭窄症	肺動脈狭窄症	自傷
子宮筋腫核出後妊娠	妊娠	口蓋弓癌
ＡＲＤＳ合併	急性呼吸窮迫症候群	サルモネラ敗血症
胆道系閉塞	胆道閉塞	子宮頚部上皮内癌
軟骨損傷	肋軟骨損傷	小脳卒中症候群
右副腎原発	副腎腫瘍	十二指腸虫症
ｋｌｅｂｓｉｅｌｌａ　ｐｎｅｕｍｏｎｉａｅ感染症	クレブシェラ属感染	足底筋腱付着部炎
パ−キンソン症候群	パーキンソン症候群	肩甲間部第３度熱傷
右原発性肺癌	原発性肺癌	慢性心因反応
敗血症性ショック状態	敗血症性ショック	先天性尿管閉塞症
時々発疹	発疹	炎症性開口障害
めまい軽度	めまい	ミオグロビン尿
右横隔膜筋欠損	筋欠損	術後胆管炎
脳症後遺症	脳症	糖尿病性肝障害
胸膜悪性中皮腫	悪性胸膜中皮腫	中枢性特発性早熟
漿膜損傷	損傷	ワンサン気管支炎
頸椎症性	頚椎症	パーキンソン病Ｙａｈｒ５
多発外傷	多発性外傷	非外傷性低脳圧症
皮膚損傷起	皮膚損傷	腰椎椎間板性椎間孔狭窄症
ふらつき目立	めまい	肩軟部腫瘍
近位筋痛	筋肉痛	心臓挫傷
採血上脱水	脱水症	植込型カテーテルポート破損
脳血管芽腫	小脳血管芽腫	僧帽弁閉鎖不全症兼三尖弁狭窄症
